Trial,CorrectionTrial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,SpatialMask,originalFile,LeftTemperature,RightTemperature
12,1,133.4249,0,730,2058,2857,4205,951,10.0,200,1,1,133.9649,1,2,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
13,0,147.9873,0,460,1105,2857,4205,1001,10.0,200,0,0,149.7252,1,3,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
14,0,155.3924,0,730,2058,2857,4205,501,10.0,200,1,0,156.0199,0,3,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
15,1,162.9364,0,730,2058,2857,4205,501,10.0,200,1,1,163.4085,1,3,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
16,0,167.1079,0,460,1105,2857,4205,551,10.0,200,0,0,167.9658,1,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
17,0,173.0851,0,730,2058,2857,4205,801,10.0,200,1,0,173.4595,0,3,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
18,1,181.417,0,730,2058,2857,4205,801,10.0,200,1,0,182.1344,0,3,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
19,1,188.1338,0,730,2058,2857,4205,801,10.0,200,1,1,188.7152,1,3,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
20,0,204.5157,0,460,1105,2857,4205,651,10.0,200,0,0,204.9757,1,2,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
21,0,210.3109,0,730,2058,2857,4205,801,10.0,200,1,1,211.0988,1,4,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
22,0,225.4608,0,730,2058,2857,4205,551,10.0,200,1,0,226.2999,0,0,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
23,1,232.2238,0,730,2058,2857,4205,551,10.0,200,1,1,232.8981,1,0,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
24,0,240.9485,0,730,2058,2857,4205,951,10.0,200,1,1,241.7505,1,4,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
25,0,253.6862,1,730,2058,2857,4205,701,10.0,200,1,1,254.9576,1,5,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
26,0,268.5648,1,460,1105,2857,4205,601,10.0,200,0,0,269.1717,1,4,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
27,0,277.8369,1,730,2058,2857,4205,901,10.0,200,1,0,279.5832,0,0,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
28,1,285.795,0,730,2058,2857,4205,901,10.0,200,1,1,286.5331,1,0,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
29,0,296.6257,0,730,2058,2857,4205,1001,10.0,200,1,0,297.2343,0,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
30,1,303.9258,0,730,2058,2857,4205,1001,10.0,200,1,0,304.3789,0,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
31,1,312.6953,1,730,2058,2857,4205,1001,10.0,200,1,1,313.4695,1,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
32,0,327.5523,0,460,1105,2857,4205,501,10.0,200,0,0,328.0324,1,5,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
33,0,337.6059,0,730,2058,2857,4205,751,10.0,200,1,0,339.9839,0,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
34,1,347.3534,1,730,2058,2857,4205,751,10.0,200,1,1,348.8263,1,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
35,0,359.0532,0,460,1105,2857,4205,901,10.0,200,0,0,359.5671,1,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
36,0,365.4799,0,460,1105,2857,4205,601,10.0,200,0,0,366.6869,1,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
37,0,372.0292,0,460,1105,2857,4205,751,10.0,200,0,0,372.7425,1,3,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
38,0,377.8456,0,730,2058,2857,4205,551,10.0,200,1,0,378.9781,0,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
39,1,387.1608,1,730,2058,2857,4205,551,10.0,200,1,1,388.0634,1,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
40,0,403.4603,0,730,2058,2857,4205,801,10.0,200,1,0,405.6574,0,4,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
41,1,412.2862,0,730,2058,2857,4205,801,10.0,200,1,1,413.5838,1,4,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
42,0,422.6531,0,730,2058,2857,4205,651,10.0,200,1,0,423.1844,0,2,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
43,1,429.1346,1,730,2058,2857,4205,651,10.0,200,1,0,429.7696,0,2,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
44,1,436.8772,0,730,2058,2857,4205,651,10.0,200,1,1,437.9621,1,2,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
45,0,449.5324,0,730,2058,2857,4205,501,10.0,200,1,0,450.7483,0,3,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
46,1,458.2742,0,730,2058,2857,4205,501,10.0,200,1,1,459.3375,1,3,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
47,0,472.3156,0,730,2058,2857,4205,1001,10.0,200,1,1,474.4765,1,0,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
48,0,486.0058,0,460,1105,2857,4205,701,10.0,200,0,0,486.412,1,0,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
49,0,495.9841,0,460,1105,2857,4205,951,10.0,200,0,0,496.3731,1,4,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
50,0,507.8397,0,730,2058,2857,4205,951,10.0,200,1,0,508.6971,0,2,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
51,1,517.0691,0,730,2058,2857,4205,951,10.0,200,1,1,518.2246,1,2,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
52,0,531.4007,0,460,1105,2857,4205,751,10.0,200,0,0,531.8755,1,4,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
53,0,537.1861,0,460,1105,2857,4205,601,10.0,200,0,0,538.2505,1,3,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
54,0,543.6114,0,460,1105,2857,4205,551,10.0,200,0,0,544.0671,1,5,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
55,0,550.1572,0,460,1105,2857,4205,851,10.0,200,0,0,550.7882,1,2,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
56,0,556.6806,0,460,1105,2857,4205,1001,10.0,200,0,0,557.3564,1,0,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
57,0,563.4273,0,460,1105,2857,4205,901,10.0,200,0,0,563.938,1,3,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
58,0,571.4658,0,730,2058,2857,4205,651,10.0,200,1,1,572.9176,1,4,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
59,0,583.4824,1,730,2058,2857,4205,501,10.0,200,1,0,584.3375,0,0,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
60,1,591.6182,1,730,2058,2857,4205,501,10.0,200,1,1,592.8065,1,0,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
61,0,609.9026,0,460,1105,2857,4205,801,10.0,200,0,0,610.3333,1,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
62,0,618.8332,0,460,1105,2857,4205,601,10.0,200,0,0,619.5388,1,2,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
63,0,625.4297,0,730,2058,2857,4205,551,10.0,200,1,0,626.3433,0,5,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
64,1,633.5966,0,730,2058,2857,4205,551,10.0,200,1,0,634.4998,0,5,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
65,1,641.1142,0,730,2058,2857,4205,551,10.0,200,1,1,642.0988,1,5,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
66,0,653.436,0,460,1105,2857,4205,751,10.0,200,0,0,653.8849,1,4,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
67,0,662.921,0,460,1105,2857,4205,901,10.0,200,0,0,663.1468,1,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
68,0,668.2957,1,730,2058,2857,4205,701,10.0,200,1,0,669.0389,0,2,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
69,1,675.0853,0,730,2058,2857,4205,701,10.0,200,1,1,675.9567,1,2,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
70,0,678.284,0,730,2058,2857,4205,1001,10.0,200,1,1,679.4096,1,0,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
71,0,695.4989,0,730,2058,2857,4205,951,10.0,200,1,0,696.1465,0,4,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
72,1,705.84,0,730,2058,2857,4205,951,10.0,200,1,1,706.6889,1,4,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
73,0,717.561,0,460,1105,2857,4205,651,10.0,200,0,0,718.0445,1,0,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
74,0,723.4189,0,460,1105,2857,4205,501,10.0,200,0,0,724.2624,1,0,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
75,0,733.8276,0,460,1105,2857,4205,851,10.0,200,0,0,734.273,1,2,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
76,0,739.9397,0,730,2058,2857,4205,601,10.0,200,1,0,740.567,0,2,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
77,1,748.486,0,730,2058,2857,4205,601,10.0,200,1,1,749.5635,1,2,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
78,0,751.1715,1,460,1105,2857,4205,501,10.0,200,0,0,752.344,1,4,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
79,0,759.4938,0,730,2058,2857,4205,551,10.0,200,1,1,760.5592,1,2,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
80,0,782.4022,1,460,1105,2857,4205,901,10.0,200,0,0,782.9248,1,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
81,0,790.8187,0,730,2058,2857,4205,951,10.0,200,1,0,791.3406,0,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
82,1,801.7095,0,730,2058,2857,4205,951,10.0,200,1,1,802.722,1,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
83,0,813.6847,0,460,1105,2857,4205,701,10.0,200,0,0,814.2005,1,5,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
84,0,819.3279,0,460,1105,2857,4205,751,10.0,200,0,0,819.9138,1,4,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
85,0,824.9219,0,730,2058,2857,4205,801,10.0,200,1,1,825.8897,1,5,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
86,0,839.0924,0,460,1105,2857,4205,651,10.0,200,0,0,839.5327,1,2,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
87,0,844.7516,0,460,1105,2857,4205,851,10.0,200,0,0,845.1312,1,5,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
88,0,851.5101,0,730,2058,2857,4205,751,10.0,200,1,0,853.1066,0,3,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
89,1,866.6794,0,730,2058,2857,4205,751,10.0,200,1,1,867.8327,1,3,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
90,0,880.0746,0,460,1105,2857,4205,951,10.0,200,0,0,880.5295,1,5,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
91,0,885.4924,1,460,1105,2857,4205,601,10.0,200,0,0,885.9921,1,0,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
92,0,891.8376,0,730,2058,2857,4205,901,10.0,200,1,0,892.3625,0,5,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
93,1,902.0146,0,730,2058,2857,4205,901,10.0,200,1,1,903.0654,1,5,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
94,0,914.4336,0,730,2058,2857,4205,1001,10.0,200,1,0,915.0779,0,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
95,1,928.6716,0,730,2058,2857,4205,1001,10.0,200,1,0,929.9362,0,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
96,1,936.2225,0,730,2058,2857,4205,1001,10.0,200,1,1,937.89,1,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
97,0,947.1121,0,730,2058,2857,4205,501,10.0,200,1,1,948.2306,1,1,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
98,0,959.5703,0,460,1105,2857,4205,551,10.0,200,0,0,959.9769,1,3,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
99,0,967.0343,0,730,2058,2857,4205,801,10.0,200,1,0,967.5647,0,3,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37
1,0,10.718,0,460,1105,2857,4205,1001,-10.0,200,0,0,13.3237,1,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
2,0,24.0271,0,460,1105,2857,4205,601,-10.0,200,0,0,27.092,1,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
3,0,37.4833,0,730,2058,2857,4205,801,-10.0,200,1,1,39.1416,1,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
4,0,46.4379,0,460,1105,2857,4205,851,-10.0,200,0,1,47.0603,0,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
5,1,55.097,0,460,1105,2857,4205,851,-10.0,200,0,0,55.7682,1,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
6,0,61.9045,0,730,2058,2857,4205,751,-10.0,200,1,1,62.7555,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
7,0,70.8365,0,460,1105,2857,4205,951,-10.0,200,0,0,71.5062,1,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
8,0,78.662,0,730,2058,2857,4205,701,-10.0,200,1,0,79.7345,0,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
9,1,87.4843,1,730,2058,2857,4205,701,-10.0,200,1,1,88.5583,1,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
10,0,93.3568,0,730,2058,2857,4205,551,-10.0,200,1,1,94.7906,1,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
11,0,102.7867,0,460,1105,2857,4205,901,-10.0,200,0,0,104.1932,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
12,0,111.0664,0,460,1105,2857,4205,501,-10.0,200,0,0,112.6002,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
13,0,128.4102,0,730,2058,2857,4205,1001,-10.0,200,1,1,129.6432,1,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
14,0,140.5925,0,730,2058,2857,4205,701,-10.0,200,1,1,141.961,1,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
15,0,147.4187,0,460,1105,2857,4205,551,-10.0,200,0,0,148.182,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
16,0,154.4998,0,460,1105,2857,4205,651,-10.0,200,0,0,155.3565,1,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
17,0,163.2952,1,730,2058,2857,4205,851,-10.0,200,1,0,164.0041,0,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
18,1,175.3796,0,730,2058,2857,4205,851,-10.0,200,1,1,176.2617,1,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
19,0,183.2856,0,460,1105,2857,4205,601,-10.0,200,0,0,184.2083,1,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
20,0,190.2966,0,460,1105,2857,4205,751,-10.0,200,0,0,191.0736,1,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
21,0,198.4249,0,460,1105,2857,4205,951,-10.0,200,0,0,199.2953,1,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
22,0,206.3961,0,730,2058,2857,4205,501,-10.0,200,1,1,207.6506,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
23,0,220.3531,0,730,2058,2857,4205,901,-10.0,200,1,1,221.2087,1,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
24,0,229.3293,0,730,2058,2857,4205,551,-10.0,200,1,0,230.0706,0,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
25,1,244.0955,0,730,2058,2857,4205,551,-10.0,200,1,0,245.5736,0,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
26,1,253.34,0,730,2058,2857,4205,551,-10.0,200,1,1,254.2572,1,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
27,0,262.7784,0,460,1105,2857,4205,851,-10.0,200,0,0,263.4979,1,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
28,0,270.1072,0,730,2058,2857,4205,801,-10.0,200,1,1,271.1535,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
29,0,283.6958,0,730,2058,2857,4205,901,-10.0,200,1,1,284.6153,1,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
30,0,295.0953,0,460,1105,2857,4205,1001,-10.0,200,0,0,295.639,1,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
31,0,306.551,1,460,1105,2857,4205,501,-10.0,200,0,1,308.705,0,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
32,1,316.6734,0,460,1105,2857,4205,501,-10.0,200,0,1,317.4559,0,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
33,1,331.572,0,460,1105,2857,4205,501,-10.0,200,0,0,332.4561,1,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
34,0,337.9785,0,460,1105,2857,4205,601,-10.0,200,0,0,338.9123,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
35,0,345.7073,1,730,2058,2857,4205,751,-10.0,200,1,1,346.5705,1,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
36,0,352.8756,0,460,1105,2857,4205,951,-10.0,200,0,0,353.8884,1,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
37,0,361.547,0,460,1105,2857,4205,701,-10.0,200,0,0,362.564,1,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
38,0,369.5987,0,460,1105,2857,4205,701,-10.0,200,0,0,371.1168,1,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
39,0,378.0879,0,730,2058,2857,4205,951,-10.0,200,1,1,379.2845,1,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
40,0,385.724,0,460,1105,2857,4205,501,-10.0,200,0,0,386.4189,1,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
41,0,394.3107,0,730,2058,2857,4205,651,-10.0,200,1,1,395.4831,1,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
42,0,403.3792,0,460,1105,2857,4205,601,-10.0,200,0,0,404.1447,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
43,0,411.2731,0,460,1105,2857,4205,751,-10.0,200,0,1,412.5789,0,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
44,1,421.2567,0,460,1105,2857,4205,751,-10.0,200,0,0,421.9652,1,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
45,0,428.2764,0,460,1105,2857,4205,551,-10.0,200,0,0,429.1484,1,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
46,0,436.3334,0,730,2058,2857,4205,1001,-10.0,200,1,1,437.6495,1,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
47,0,446.4782,0,730,2058,2857,4205,801,-10.0,200,1,0,447.0086,0,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
48,1,463.2094,0,730,2058,2857,4205,801,-10.0,200,1,0,463.7261,0,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
49,1,473.8157,1,730,2058,2857,4205,801,-10.0,200,1,1,474.8646,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
50,0,480.4087,1,730,2058,2857,4205,851,-10.0,200,1,1,488.4886,1,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
51,0,494.7258,1,730,2058,2857,4205,801,-10.0,200,1,1,497.8565,1,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
52,0,510.9776,0,730,2058,2857,4205,1001,-10.0,200,1,0,512.884,0,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
53,1,521.6891,0,730,2058,2857,4205,1001,-10.0,200,1,0,522.7364,0,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
54,1,530.9203,1,730,2058,2857,4205,1001,-10.0,200,1,1,531.6305,1,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
55,0,537.1837,0,730,2058,2857,4205,701,-10.0,200,1,1,544.9265,1,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
56,0,554.6321,0,460,1105,2857,4205,501,-10.0,200,0,0,555.8752,1,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
57,0,561.118,0,460,1105,2857,4205,951,-10.0,200,0,0,561.5706,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
58,0,586.7309,0,730,2058,2857,4205,901,-10.0,200,1,1,592.0401,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
59,0,594.5731,0,730,2058,2857,4205,651,-10.0,200,1,1,598.7245,1,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
60,0,604.6477,0,730,2058,2857,4205,751,-10.0,200,1,1,606.5208,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
61,0,612.1451,0,730,2058,2857,4205,601,-10.0,200,1,1,613.2973,1,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
62,0,622.7343,0,730,2058,2857,4205,851,-10.0,200,1,1,623.9949,1,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
63,0,628.7105,1,460,1105,2857,4205,551,-10.0,200,0,0,629.403,1,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
64,0,636.5589,0,460,1105,2857,4205,801,-10.0,200,0,0,639.4255,1,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
65,0,645.6877,0,730,2058,2857,4205,601,-10.0,200,1,1,647.3878,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
66,0,651.9033,0,460,1105,2857,4205,651,-10.0,200,0,0,652.3499,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
67,0,659.6291,0,730,2058,2857,4205,851,-10.0,200,1,1,661.2045,1,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
68,0,666.0417,0,460,1105,2857,4205,951,-10.0,200,0,1,666.9068,0,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
69,1,673.1871,0,460,1105,2857,4205,951,-10.0,200,0,0,674.6198,1,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
70,0,682.5089,0,460,1105,2857,4205,701,-10.0,200,0,0,683.5177,1,1,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
71,0,691.0666,0,460,1105,2857,4205,901,-10.0,200,0,0,691.628,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
72,0,701.2668,0,730,2058,2857,4205,751,-10.0,200,1,0,701.8285,0,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
73,1,710.113,0,730,2058,2857,4205,751,-10.0,200,1,1,710.7382,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
74,0,716.0081,0,460,1105,2857,4205,1001,-10.0,200,0,0,716.3199,1,2,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
75,0,722.98,0,730,2058,2857,4205,551,-10.0,200,1,1,724.1054,1,0,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
76,0,729.0961,0,730,2058,2857,4205,901,-10.0,200,1,1,729.8931,1,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
77,0,739.8022,0,460,1105,2857,4205,801,-10.0,200,0,0,740.3002,1,3,13_12_2013 level23_spatial_F+V 14_23 Block3-31.txt,37,37
