Trial,CorrectionTrial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,SpatialMask,Mask,originalFile,LeftTemperature,RightTemperature
16,0,175.513,1,437,2761,2975,4263,509,-8.3,200,0,1,178.4779,0,5,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
17,1,183.8324,0,437,2761,2975,4263,509,-8.3,200,0,0,185.4663,1,5,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
18,0,190.8326,0,936,1551,2975,4263,503,-6.0,200,1,1,191.4045,1,4,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
19,0,194.2276,1,437,2761,2975,4263,505,-8.3,200,0,1,196.2663,0,0,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
20,1,201.1049,0,437,2761,2975,4263,505,-8.3,200,0,0,202.3243,1,0,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
21,0,206.5562,1,936,1551,2975,4263,507,-15.0,200,1,1,207.3035,1,4,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
22,0,209.6045,0,437,2761,2975,4263,509,-6.0,200,0,1,211.2432,0,5,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
23,1,216.3464,1,437,2761,2975,4263,509,-6.0,200,0,0,218.9479,1,5,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
24,0,223.9245,1,437,2761,2975,4263,501,-6.0,200,0,0,227.3143,1,2,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
25,0,234.9932,0,936,1551,2975,4263,504,-15.0,200,1,1,235.5567,1,2,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
26,0,238.9962,0,437,2761,2975,4263,506,-6.0,200,0,0,240.5123,1,3,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
27,0,244.8534,0,936,1551,2975,4263,510,-10.5,200,1,1,245.3471,1,4,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
28,0,248.5943,1,936,1551,2975,4263,511,-10.5,200,1,1,250.9785,1,1,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
29,0,254.0792,0,936,1551,2975,4263,508,-6.0,200,1,0,255.5261,0,3,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
30,1,257.3599,1,936,1551,2975,4263,508,-6.0,200,1,1,258.1157,1,3,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
31,0,262.7796,1,936,1551,2975,4263,510,-15.0,200,1,1,265.8909,1,1,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
32,0,269.5388,0,936,1551,2975,4263,505,-12.8,200,1,0,271.618,0,4,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
33,1,274.6974,0,936,1551,2975,4263,505,-12.8,200,1,1,275.5695,1,4,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
34,0,278.2032,0,936,1551,2975,4263,507,-8.3,200,1,1,279.0964,1,1,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
35,0,282.2881,0,936,1551,2975,4263,501,-6.0,200,1,1,286.1888,1,0,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
36,0,290.0826,1,936,1551,2975,4263,509,-8.3,200,1,1,292.1478,1,4,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
37,0,296.4551,0,437,2761,2975,4263,506,-8.3,200,0,1,299.8903,0,3,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
38,1,308.8638,1,437,2761,2975,4263,506,-8.3,200,0,1,309.2448,0,3,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
39,1,314.3389,0,437,2761,2975,4263,506,-8.3,200,0,0,315.2189,1,3,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
40,0,318.9712,0,437,2761,2975,4263,503,-12.8,200,0,1,319.4178,0,0,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
41,1,323.4413,1,437,2761,2975,4263,503,-12.8,200,0,0,326.7218,1,0,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
42,0,330.5943,0,437,2761,2975,4263,511,-12.8,200,0,0,331.9707,1,1,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
43,0,337.5575,1,437,2761,2975,4263,502,-8.3,200,0,1,343.0451,0,4,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
44,1,346.7172,1,437,2761,2975,4263,502,-8.3,200,0,1,350.0253,0,4,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
45,1,355.881,0,437,2761,2975,4263,502,-8.3,200,0,0,357.1591,1,4,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
46,0,361.4197,1,437,2761,2975,4263,504,-15.0,200,0,0,364.4345,1,5,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
47,0,368.2454,0,936,1551,2975,4263,511,-10.5,200,1,1,369.2477,1,2,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
48,0,372.9447,1,936,1551,2975,4263,503,-10.5,200,1,1,375.0278,1,3,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
49,0,379.3584,1,936,1551,2975,4263,508,-15.0,200,1,1,381.6585,1,3,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
50,0,384.8577,0,437,2761,2975,4263,507,-8.3,200,0,0,386.8161,1,2,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
51,0,392.5549,1,936,1551,2975,4263,510,-12.8,200,1,1,393.2439,1,1,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
52,0,396.3508,1,437,2761,2975,4263,502,-12.8,200,0,1,398.8641,0,5,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
53,1,400.9438,0,437,2761,2975,4263,502,-12.8,200,0,0,402.2212,1,5,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
54,0,406.255,0,936,1551,2975,4263,506,-8.3,200,1,1,407.3258,1,2,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
55,0,410.066,1,437,2761,2975,4263,501,-8.3,200,0,1,412.6722,0,1,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
56,1,427.2808,1,437,2761,2975,4263,501,-8.3,200,0,1,433.3818,0,1,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
57,1,437.9132,1,437,2761,2975,4263,501,-8.3,200,0,1,440.1581,0,1,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
58,1,449.1425,1,437,2761,2975,4263,501,-8.3,200,0,0,452.5198,1,1,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
59,0,456.5207,0,936,1551,2975,4263,504,-10.5,200,1,1,457.3678,1,5,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
60,0,459.944,1,936,1551,2975,4263,509,-15.0,200,1,1,462.1408,1,5,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
61,0,465.6145,1,936,1551,2975,4263,511,-12.8,200,1,1,468.2463,1,2,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
62,0,471.8553,1,437,2761,2975,4263,501,-12.8,200,0,1,473.5527,0,2,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
63,1,475.9285,1,437,2761,2975,4263,501,-12.8,200,0,1,479.2963,0,2,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
64,1,490.0853,0,437,2761,2975,4263,501,-12.8,200,0,0,495.6108,1,2,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
65,0,500.7062,0,936,1551,2975,4263,503,-8.3,200,1,1,501.6464,1,0,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
66,0,504.8396,1,437,2761,2975,4263,505,-6.0,200,0,1,507.8279,0,4,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
67,1,509.992,1,437,2761,2975,4263,505,-6.0,200,0,0,512.8886,1,4,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
68,0,518.6893,0,936,1551,2975,4263,508,-12.8,200,1,1,519.6606,1,3,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
69,0,522.0391,1,437,2761,2975,4263,506,-10.5,200,0,1,524.4572,0,0,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
70,1,526.7814,1,437,2761,2975,4263,506,-10.5,200,0,1,532.3123,0,0,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
71,1,552.8992,0,437,2761,2975,4263,506,-10.5,200,0,0,554.2213,1,0,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
72,0,557.425,0,437,2761,2975,4263,502,-15.0,200,0,1,557.9866,0,2,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
73,1,571.5864,0,437,2761,2975,4263,502,-15.0,200,0,0,572.4599,1,2,,13_03_2014 level23_spatial_Mini 08_35 log.txt,37,37
1,0,14.8103,0,437,2761,2975,4263,701,-13.8,200,0,0,15.8939,1,5,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
2,0,21.324,0,936,1551,2975,4263,676,-11.3,200,1,0,21.7716,0,2,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
3,1,27.585,0,936,1551,2975,4263,676,-11.3,200,1,0,28.1116,0,2,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
4,1,58.4517,0,936,1551,2975,4263,676,-11.3,200,1,0,60.283,0,2,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
5,1,78.3052,0,936,1551,2975,4263,676,-11.3,200,1,0,81.4659,0,2,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
6,1,102.5326,0,936,1551,2975,4263,676,-11.3,200,1,0,104.5863,0,2,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
7,1,110.4146,1,936,1551,2975,4263,676,-11.3,200,1,1,111.1396,1,2,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
8,0,120.1791,0,437,2761,2975,4263,576,-10.0,200,0,0,122.0927,1,1,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
9,0,127.0699,1,936,1551,2975,4263,501,-10.0,200,1,0,129.7505,0,1,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
10,1,138.3265,0,936,1551,2975,4263,501,-10.0,200,1,1,139.535,1,1,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
11,0,146.5056,0,437,2761,2975,4263,651,-10.0,200,0,0,147.6623,1,2,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
12,0,153.3382,0,437,2761,2975,4263,726,-11.3,200,0,0,154.0967,1,3,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
13,0,159.4726,0,437,2761,2975,4263,551,-15.0,200,0,0,160.2585,1,0,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
14,0,165.4854,0,936,1551,2975,4263,626,-12.5,200,1,1,166.5264,1,4,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
15,0,172.486,0,437,2761,2975,4263,601,-15.0,200,0,0,173.1845,1,1,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
16,0,177.8504,0,437,2761,2975,4263,526,-11.3,200,0,0,178.2826,1,4,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
17,0,182.7537,0,437,2761,2975,4263,501,-12.5,200,0,0,183.4204,1,5,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
18,0,188.6962,0,936,1551,2975,4263,626,-10.0,200,1,1,189.3075,1,4,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
19,0,195.5565,0,936,1551,2975,4263,601,-12.5,200,1,0,196.5907,0,2,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
20,1,203.2841,0,936,1551,2975,4263,601,-12.5,200,1,1,204.201,1,2,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
21,0,210.2788,0,936,1551,2975,4263,701,-13.8,200,1,1,210.908,1,3,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
22,0,217.7837,0,936,1551,2975,4263,726,-11.3,200,1,1,218.5482,1,1,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
23,0,225.7022,0,936,1551,2975,4263,551,-12.5,200,1,0,226.5554,0,0,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
24,1,239.3283,0,936,1551,2975,4263,551,-12.5,200,1,0,242.0807,0,0,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
25,1,251.3561,0,936,1551,2975,4263,551,-12.5,200,1,0,253.885,0,0,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
26,1,261.8884,0,936,1551,2975,4263,551,-12.5,200,1,1,263.1487,1,0,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
27,0,269.6485,1,437,2761,2975,4263,751,-11.3,200,0,0,270.8599,1,5,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
28,0,274.2896,0,936,1551,2975,4263,651,-13.8,200,1,1,275.6957,1,1,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
29,0,279.9931,0,437,2761,2975,4263,526,-15.0,200,0,0,280.9018,1,2,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
30,0,285.9279,0,437,2761,2975,4263,576,-15.0,200,0,0,286.6916,1,5,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
31,0,291.444,0,437,2761,2975,4263,676,-11.3,200,0,0,292.6366,1,0,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
32,0,298.8891,0,437,2761,2975,4263,601,-13.8,200,0,0,300.1564,1,1,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
33,0,314.964,0,936,1551,2975,4263,726,-11.3,200,1,0,317.0355,0,3,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
34,1,333.5916,0,936,1551,2975,4263,726,-11.3,200,1,1,336.9694,1,3,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
35,0,341.1409,0,936,1551,2975,4263,651,-10.0,200,1,1,341.9186,1,5,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
36,0,345.4436,0,437,2761,2975,4263,551,-12.5,200,0,0,346.484,1,0,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
37,0,350.6649,0,437,2761,2975,4263,626,-12.5,200,0,0,351.136,1,4,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
38,0,412.5315,0,936,1551,2975,4263,576,-15.0,200,1,1,416.6565,1,0,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
39,0,444.9636,0,936,1551,2975,4263,526,-15.0,200,1,1,445.4769,1,4,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
40,0,450.5217,0,437,2761,2975,4263,701,-12.5,200,0,1,450.7961,0,2,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
41,1,457.6466,0,437,2761,2975,4263,701,-12.5,200,0,0,458.1533,1,2,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
42,0,462.0116,1,936,1551,2975,4263,501,-10.0,200,1,0,463.4263,0,0,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
43,1,471.2403,0,936,1551,2975,4263,501,-10.0,200,1,1,472.4328,1,0,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
44,0,475.8449,0,437,2761,2975,4263,626,-15.0,200,0,0,476.5907,1,4,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
45,0,480.0064,0,936,1551,2975,4263,601,-10.0,200,1,1,481.1774,1,3,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
46,0,485.1643,0,936,1551,2975,4263,576,-11.3,200,1,1,486.1543,1,5,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
47,0,494.4644,0,437,2761,2975,4263,701,-10.0,200,0,1,494.9616,0,0,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
48,1,505.5926,0,437,2761,2975,4263,701,-10.0,200,0,0,506.1017,1,0,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
49,0,510.1146,0,437,2761,2975,4263,526,-12.5,200,0,0,510.8355,1,1,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
50,0,515.1631,0,437,2761,2975,4263,551,-11.3,200,0,0,515.4798,1,2,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
51,0,519.4948,0,936,1551,2975,4263,751,-13.8,200,1,1,520.1635,1,5,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
52,0,525.4391,0,437,2761,2975,4263,501,-13.8,200,0,0,525.8349,1,4,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
53,0,538.1177,1,437,2761,2975,4263,726,-13.8,200,0,1,538.7143,0,2,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
54,1,558.3022,0,437,2761,2975,4263,726,-13.8,200,0,0,558.9263,1,2,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
55,0,563.1493,0,936,1551,2975,4263,676,-12.5,200,1,1,563.472,1,1,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
56,0,567.3091,1,936,1551,2975,4263,651,-10.0,200,1,1,568.3153,1,2,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
57,0,572.6141,0,936,1551,2975,4263,676,-15.0,200,1,0,573.8392,0,3,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
58,1,583.0364,0,936,1551,2975,4263,676,-15.0,200,1,1,583.469,1,3,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
59,0,591.2531,0,936,1551,2975,4263,501,-13.8,200,1,0,592.1431,0,0,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
60,1,622.3592,0,936,1551,2975,4263,501,-13.8,200,1,1,623.1311,1,0,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
61,0,627.7156,0,936,1551,2975,4263,701,-13.8,200,1,1,628.4372,1,4,,27_11_2014 level23_spatial_Mini 15_16 log.txt,37,37
1,0,14.4234,1,936,1551,2975,4263,511,-15.0,200,1,1,24.7362,1,2,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
2,0,29.0797,0,437,2761,2975,4263,505,-10.5,200,0,0,30.6977,1,5,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
3,0,34.4775,1,936,1551,2975,4263,504,-15.0,200,1,1,36.5067,1,5,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
4,0,39.1313,0,936,1551,2975,4263,501,-6.0,200,1,1,40.033,1,5,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
5,0,42.8446,1,936,1551,2975,4263,502,-6.0,200,1,1,45.6712,1,1,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
6,0,49.1463,0,437,2761,2975,4263,509,-12.8,200,0,0,50.6205,1,5,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
7,0,55.6608,0,936,1551,2975,4263,507,-15.0,200,1,1,56.3079,1,3,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
8,0,58.9628,0,936,1551,2975,4263,506,-6.0,200,1,0,60.2688,0,2,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
9,1,70.5801,0,936,1551,2975,4263,506,-6.0,200,1,1,71.3275,1,2,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
10,0,74.2785,0,437,2761,2975,4263,503,-6.0,200,0,1,75.2653,0,1,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
11,1,79.0935,1,437,2761,2975,4263,503,-6.0,200,0,0,81.5456,1,1,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
12,0,85.1984,1,437,2761,2975,4263,510,-10.5,200,0,0,87.6645,1,2,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
13,0,91.8281,0,437,2761,2975,4263,509,-6.0,200,0,1,92.5424,0,4,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
14,1,96.1985,0,437,2761,2975,4263,509,-6.0,200,0,0,97.3909,1,4,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
15,0,101.9991,0,936,1551,2975,4263,504,-6.0,200,1,0,103.0075,0,3,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
16,1,105.0311,0,936,1551,2975,4263,504,-6.0,200,1,1,105.7293,1,3,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
17,0,108.6927,0,437,2761,2975,4263,511,-15.0,200,0,0,109.8761,1,5,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
18,0,113.9875,0,936,1551,2975,4263,502,-15.0,200,1,1,114.6385,1,4,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
19,0,117.5639,0,936,1551,2975,4263,505,-8.3,200,1,1,118.4525,1,3,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
20,0,121.9488,1,936,1551,2975,4263,503,-15.0,200,1,0,123.875,0,0,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
21,1,128.5566,0,936,1551,2975,4263,503,-15.0,200,1,1,128.756,1,0,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
22,0,131.316,1,936,1551,2975,4263,508,-8.3,200,1,1,133.2046,1,0,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
23,0,136.3018,1,437,2761,2975,4263,510,-10.5,200,0,1,138.5071,0,1,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
24,1,142.542,0,437,2761,2975,4263,510,-10.5,200,0,0,143.8049,1,1,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
25,0,149.9641,1,936,1551,2975,4263,501,-12.8,200,1,1,150.4211,1,3,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
26,0,153.1653,1,437,2761,2975,4263,506,-15.0,200,0,1,155.9555,0,4,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
27,1,159.9384,0,437,2761,2975,4263,506,-15.0,200,0,0,160.6948,1,4,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
28,0,165.0409,1,437,2761,2975,4263,511,-15.0,200,0,1,166.9873,0,0,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
29,1,173.2197,0,437,2761,2975,4263,511,-15.0,200,0,1,173.8087,0,0,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
30,1,177.2784,0,437,2761,2975,4263,511,-15.0,200,0,0,178.1879,1,0,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
31,0,182.1526,1,936,1551,2975,4263,502,-6.0,200,1,1,182.8661,1,0,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
32,0,185.3885,0,437,2761,2975,4263,505,-10.5,200,0,1,186.9257,0,3,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
33,1,190.5376,1,437,2761,2975,4263,505,-10.5,200,0,0,193.0534,1,3,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
34,0,198.058,0,437,2761,2975,4263,510,-12.8,200,0,0,199.1449,1,3,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
35,0,203.0451,0,437,2761,2975,4263,503,-15.0,200,0,1,203.7676,0,2,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
36,1,207.7436,1,437,2761,2975,4263,503,-15.0,200,0,0,210.0492,1,2,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
37,0,214.1027,1,936,1551,2975,4263,507,-10.5,200,1,0,217.8965,0,1,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
38,1,219.8736,0,936,1551,2975,4263,507,-10.5,200,1,1,220.0862,1,1,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
39,0,224.4984,1,936,1551,2975,4263,504,-8.3,200,1,1,226.5568,1,5,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
40,0,229.7983,0,936,1551,2975,4263,506,-10.5,200,1,0,231.3467,0,4,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
41,1,235.4593,1,936,1551,2975,4263,506,-10.5,200,1,1,238.5447,1,4,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
42,0,241.5784,1,936,1551,2975,4263,508,-6.0,200,1,1,243.4485,1,4,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
43,0,246.297,1,936,1551,2975,4263,509,-12.8,200,1,1,248.6311,1,5,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
44,0,251.7071,1,437,2761,2975,4263,506,-10.5,200,0,0,254.1707,1,0,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
45,0,257.2088,1,437,2761,2975,4263,504,-6.0,200,0,0,260.2818,1,3,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
46,0,265.1944,0,437,2761,2975,4263,502,-8.3,200,0,1,266.1602,0,4,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
47,1,267.9061,0,437,2761,2975,4263,502,-8.3,200,0,1,269.1006,0,4,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
48,1,274.8731,1,437,2761,2975,4263,502,-8.3,200,0,0,277.0503,1,4,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
49,0,281.2565,1,437,2761,2975,4263,505,-12.8,200,0,0,284.5823,1,4,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
50,0,289.7415,1,437,2761,2975,4263,503,-15.0,200,0,0,292.2171,1,1,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
51,0,295.7959,0,437,2761,2975,4263,509,-15.0,200,0,0,297.3117,1,3,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
52,0,303.2256,1,936,1551,2975,4263,508,-15.0,200,1,1,304.1307,1,1,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
53,0,306.7971,1,936,1551,2975,4263,511,-10.5,200,1,1,309.9361,1,0,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
54,0,313.0912,0,936,1551,2975,4263,501,-8.3,200,1,1,314.0197,1,4,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
55,0,316.9726,0,936,1551,2975,4263,507,-10.5,200,1,1,317.7476,1,2,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
56,0,321.6921,1,437,2761,2975,4263,510,-12.8,200,0,0,324.1423,1,2,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
57,0,327.1981,1,437,2761,2975,4263,503,-8.3,200,0,0,329.4228,1,5,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
58,0,331.9698,1,936,1551,2975,4263,508,-8.3,200,1,0,332.359,0,1,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
59,1,335.955,0,936,1551,2975,4263,508,-8.3,200,1,0,336.0459,0,1,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
60,1,338.913,1,936,1551,2975,4263,508,-8.3,200,1,0,338.9647,0,1,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
61,1,342.6833,1,936,1551,2975,4263,508,-8.3,200,1,0,342.8052,0,1,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
62,1,346.5632,1,936,1551,2975,4263,508,-8.3,200,1,0,346.6457,0,1,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
63,1,350.392,1,936,1551,2975,4263,508,-8.3,200,1,1,353.4278,1,1,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
64,0,358.2027,0,437,2761,2975,4263,509,-12.8,200,0,0,359.8069,1,0,,11_03_2014 level23_spatial_Mini 17_07 log.txt,37,37
