Sample,Loop_L,ambient_L,Loop_R,ambient_R,datetime
58,5537,23.1,5537,23.1,01-Jul-2015 15:53:44
59,5537,23.1,5537,23.1,01-Jul-2015 15:53:45
60,5537,23.1,5537,23.1,01-Jul-2015 15:53:46
61,5537,23.1,5537,23.1,01-Jul-2015 15:53:47
62,5537,23.1,5537,23.1,01-Jul-2015 15:53:48
63,5537,23.1,5537,23.1,01-Jul-2015 15:53:49
64,5537,23.1,5537,23.1,01-Jul-2015 15:53:50
65,5537,23.1,5537,23.1,01-Jul-2015 15:53:51
66,5537,23.1,5537,23.1,01-Jul-2015 15:53:52
67,5537,23.1,5537,23.1,01-Jul-2015 15:53:53
68,5537,23.1,5537,23.1,01-Jul-2015 15:53:54
69,5537,23.1,5537,23.1,01-Jul-2015 15:53:55
70,5537,23.1,5537,23.1,01-Jul-2015 15:53:56
71,5537,23.1,5537,23.1,01-Jul-2015 15:53:57
72,5537,23.1,5537,23.1,01-Jul-2015 15:53:58
73,5537,23.1,5537,23.1,01-Jul-2015 15:53:59
74,5537,23.1,5537,23.1,01-Jul-2015 15:54:00
75,5537,23.1,5537,23.1,01-Jul-2015 15:54:01
76,5537,23.1,5537,23.1,01-Jul-2015 15:54:02
77,5537,23.1,5537,23.1,01-Jul-2015 15:54:03
78,5537,23.1,5537,23.1,01-Jul-2015 15:54:04
79,5537,23.1,5537,23.1,01-Jul-2015 15:54:06
80,5537,23.1,5537,23.1,01-Jul-2015 15:54:07
81,5537,23.1,5537,23.1,01-Jul-2015 15:54:08
82,5537,23.1,5537,23.1,01-Jul-2015 15:54:09
83,5537,23.1,5537,23.1,01-Jul-2015 15:54:10
84,5537,23.1,5537,23.1,01-Jul-2015 15:54:11
85,5537,23.1,5537,23.1,01-Jul-2015 15:54:12
86,5537,23.1,5537,23.1,01-Jul-2015 15:54:13
87,5537,23.1,5537,23.1,01-Jul-2015 15:54:14
88,5537,23.1,5537,23.1,01-Jul-2015 15:54:15
89,5537,23.1,5537,23.1,01-Jul-2015 15:54:16
90,5537,23.1,5537,23.1,01-Jul-2015 15:54:17
91,5537,23.1,5537,23.1,01-Jul-2015 15:54:18
92,5537,23.1,5537,23.1,01-Jul-2015 15:54:19
93,5537,23.1,5537,23.1,01-Jul-2015 15:54:20
94,5537,23.1,5537,23.1,01-Jul-2015 15:54:21
95,5537,23.1,5537,23.1,01-Jul-2015 15:54:22
96,5537,23.1,5537,23.1,01-Jul-2015 15:54:23
97,5537,23.1,5537,23.1,01-Jul-2015 15:54:24
98,5537,23.1,5537,23.1,01-Jul-2015 15:54:25
99,5537,23.1,5537,23.1,01-Jul-2015 15:54:26
100,5537,23.1,5537,23.1,01-Jul-2015 15:54:27
101,5537,23.1,5537,23.1,01-Jul-2015 15:54:28
102,5537,23.1,5537,23.1,01-Jul-2015 15:54:29
103,5537,23.1,5537,23.1,01-Jul-2015 15:54:30
104,5537,23.1,5537,23.1,01-Jul-2015 15:54:31
105,5537,23.1,5537,23.1,01-Jul-2015 15:54:32
106,5537,23.1,5537,23.1,01-Jul-2015 15:54:33
107,5537,23.1,5537,23.1,01-Jul-2015 15:54:34
108,5537,23.1,5537,23.1,01-Jul-2015 15:54:35
109,5537,23.1,5537,23.1,01-Jul-2015 15:54:36
110,5537,23.1,5537,23.1,01-Jul-2015 15:54:37
111,5537,23.1,5537,23.1,01-Jul-2015 15:54:38
112,5537,23.1,5537,23.1,01-Jul-2015 15:54:39
113,5537,23.1,5537,23.1,01-Jul-2015 15:54:40
114,5537,23.1,5537,23.1,01-Jul-2015 15:54:41
115,5537,23.1,5537,23.1,01-Jul-2015 15:54:42
116,5537,23.1,5537,23.1,01-Jul-2015 15:54:43
117,5537,23.1,5537,23.1,01-Jul-2015 15:54:44
118,5537,23.1,5537,23.1,01-Jul-2015 15:54:45
119,5537,23.1,5537,23.1,01-Jul-2015 15:54:46
120,5537,23.1,5537,23.1,01-Jul-2015 15:54:47
121,5537,23.1,5537,23.1,01-Jul-2015 15:54:48
122,5537,23.1,5537,23.1,01-Jul-2015 15:54:49
123,5537,23.1,5537,23.1,01-Jul-2015 15:54:50
124,5537,23.1,5537,23.1,01-Jul-2015 15:54:51
125,5537,23.1,5537,23.1,01-Jul-2015 15:54:52
126,5537,23.1,5537,23.1,01-Jul-2015 15:54:53
127,5537,23.1,5537,23.1,01-Jul-2015 15:54:54
128,5537,23.1,5537,23.1,01-Jul-2015 15:54:55
129,5537,23.1,5537,23.1,01-Jul-2015 15:54:56
130,5537,23.1,5537,23.1,01-Jul-2015 15:54:57
131,5537,23.1,5537,23.1,01-Jul-2015 15:54:58
132,5537,23.1,5537,23.1,01-Jul-2015 15:54:59
133,5537,23.1,5537,23.1,01-Jul-2015 15:55:00
134,5537,23.1,5537,23.1,01-Jul-2015 15:55:01
135,5537,23.1,5537,23.1,01-Jul-2015 15:55:02
136,5537,23.1,5537,23.1,01-Jul-2015 15:55:03
137,5537,23.1,5537,23.1,01-Jul-2015 15:55:04
138,5537,23.1,5537,23.1,01-Jul-2015 15:55:05
139,5537,23.1,5537,23.1,01-Jul-2015 15:55:06
140,5537,23.1,5537,23.1,01-Jul-2015 15:55:07
141,5537,23.1,5537,23.1,01-Jul-2015 15:55:08
142,5537,23.1,5537,23.1,01-Jul-2015 15:55:09
143,5537,23.1,5537,23.1,01-Jul-2015 15:55:10
144,5537,23.1,5537,23.1,01-Jul-2015 15:55:11
145,5537,23.1,5537,23.1,01-Jul-2015 15:55:12
146,5537,23.1,5537,23.1,01-Jul-2015 15:55:13
147,5537,23.1,5537,23.1,01-Jul-2015 15:55:14
148,5537,23.1,5537,23.1,01-Jul-2015 15:55:15
149,5537,23.1,5537,23.1,01-Jul-2015 15:55:16
150,5537,23.1,5537,23.1,01-Jul-2015 15:55:18
151,5537,23.1,5537,23.1,01-Jul-2015 15:55:19
152,5537,23.1,5537,23.1,01-Jul-2015 15:55:20
153,5537,23.1,5537,23.1,01-Jul-2015 15:55:21
154,5537,23.1,5537,23.1,01-Jul-2015 15:55:22
155,5537,23.1,5537,23.1,01-Jul-2015 15:55:23
156,5537,23.1,5537,23.1,01-Jul-2015 15:55:24
157,5537,23.1,5537,23.1,01-Jul-2015 15:55:25
158,5537,23.1,5537,23.1,01-Jul-2015 15:55:26
159,5537,23.1,5537,23.1,01-Jul-2015 15:55:27
160,5537,23.1,5537,23.1,01-Jul-2015 15:55:28
161,5537,23.1,5537,23.1,01-Jul-2015 15:55:29
162,5537,23.1,5537,23.1,01-Jul-2015 15:55:30
163,5537,23.1,5537,23.1,01-Jul-2015 15:55:31
164,5537,23.1,5537,23.1,01-Jul-2015 15:55:32
165,5537,23.1,5537,23.1,01-Jul-2015 15:55:33
166,5537,23.1,5537,23.1,01-Jul-2015 15:55:34
167,5537,23.1,5537,23.1,01-Jul-2015 15:55:35
168,5537,23.1,5537,23.1,01-Jul-2015 15:55:36
169,5537,23.1,5537,23.1,01-Jul-2015 15:55:37
170,5537,23.1,5537,23.1,01-Jul-2015 15:55:38
171,5537,23.1,5537,23.1,01-Jul-2015 15:55:39
172,5537,23.1,5537,23.1,01-Jul-2015 15:55:40
173,5537,23.1,5537,23.1,01-Jul-2015 15:55:41
174,5537,23.1,5537,23.1,01-Jul-2015 15:55:42
175,5537,23.1,5537,23.1,01-Jul-2015 15:55:43
176,5537,23.1,5537,23.1,01-Jul-2015 15:55:44
177,5537,23.1,5537,23.1,01-Jul-2015 15:55:45
178,5537,23.1,5537,23.1,01-Jul-2015 15:55:46
179,5537,23.1,5537,23.1,01-Jul-2015 15:55:47
180,5537,23.1,5537,23.1,01-Jul-2015 15:55:48
181,5537,23.1,5537,23.1,01-Jul-2015 15:55:49
182,5537,23.1,5537,23.1,01-Jul-2015 15:55:50
183,5537,23.1,5537,23.1,01-Jul-2015 15:55:51
184,5537,23.1,5537,23.1,01-Jul-2015 15:55:52
185,5537,23.1,5537,23.1,01-Jul-2015 15:55:53
186,5537,23.1,5537,23.1,01-Jul-2015 15:55:54
187,5537,23.1,5537,23.1,01-Jul-2015 15:55:55
188,5537,23.1,5537,23.1,01-Jul-2015 15:55:56
189,5537,23.1,5537,23.1,01-Jul-2015 15:55:57
190,5537,23.1,5537,23.1,01-Jul-2015 15:55:58
191,5537,23.1,5537,23.1,01-Jul-2015 15:55:59
192,5537,23.1,5537,23.1,01-Jul-2015 15:56:00
193,5537,23.1,5537,23.1,01-Jul-2015 15:56:01
194,5537,23.1,5537,23.1,01-Jul-2015 15:56:02
195,5537,23.1,5537,23.1,01-Jul-2015 15:56:03
196,5537,23.1,5537,23.1,01-Jul-2015 15:56:04
197,5537,23.1,5537,23.1,01-Jul-2015 15:56:05
198,5537,23.1,5537,23.1,01-Jul-2015 15:56:06
199,5537,23.1,5537,23.1,01-Jul-2015 15:56:07
200,5537,23.1,5537,23.1,01-Jul-2015 15:56:08
201,5537,23.1,5537,23.1,01-Jul-2015 15:56:09
202,5537,23.1,5537,23.1,01-Jul-2015 15:56:10
203,5537,23.1,5537,23.1,01-Jul-2015 15:56:11
204,5537,23.1,5537,23.1,01-Jul-2015 15:56:12
205,5537,23.1,5537,23.1,01-Jul-2015 15:56:13
206,5537,23.1,5537,23.1,01-Jul-2015 15:56:14
207,5537,23.1,5537,23.1,01-Jul-2015 15:56:15
208,5537,23.1,5537,23.1,01-Jul-2015 15:56:16
209,5537,23.1,5537,23.1,01-Jul-2015 15:56:17
210,5537,23.1,5537,23.1,01-Jul-2015 15:56:18
211,5537,23.1,5537,23.1,01-Jul-2015 15:56:19
212,5537,23.1,5537,23.1,01-Jul-2015 15:56:20
213,5537,23.1,5537,23.1,01-Jul-2015 15:56:21
214,5537,23.1,5537,23.1,01-Jul-2015 15:56:22
215,5537,23.1,5537,23.1,01-Jul-2015 15:56:23
216,5537,23.1,5537,23.1,01-Jul-2015 15:56:24
217,5537,23.1,5537,23.1,01-Jul-2015 15:56:25
218,5537,23.1,5537,23.1,01-Jul-2015 15:56:26
219,5537,23.1,5537,23.1,01-Jul-2015 15:56:27
220,5537,23.1,5537,23.1,01-Jul-2015 15:56:28
221,5537,23.1,5537,23.1,01-Jul-2015 15:56:30
222,5537,23.1,5537,23.1,01-Jul-2015 15:56:31
223,5537,23.1,5537,23.1,01-Jul-2015 15:56:32
224,5537,23.1,5537,23.1,01-Jul-2015 15:56:33
225,5537,23.1,5537,23.1,01-Jul-2015 15:56:34
226,5537,23.1,5537,23.1,01-Jul-2015 15:56:35
227,5537,23.1,5537,23.1,01-Jul-2015 15:56:36
228,5537,23.1,5537,23.1,01-Jul-2015 15:56:37
229,5537,23.1,5537,23.1,01-Jul-2015 15:56:38
230,5537,23.1,5537,23.1,01-Jul-2015 15:56:39
231,5537,23.1,5537,23.1,01-Jul-2015 15:56:40
232,5537,23.1,5537,23.1,01-Jul-2015 15:56:41
233,5537,23.1,5537,23.1,01-Jul-2015 15:56:42
234,5537,23.1,5537,23.1,01-Jul-2015 15:56:43
235,5537,23.1,5537,23.1,01-Jul-2015 15:56:44
236,5537,23.1,5537,23.1,01-Jul-2015 15:56:45
237,5537,23.1,5537,23.1,01-Jul-2015 15:56:46
238,5537,23.1,5537,23.1,01-Jul-2015 15:56:47
239,5537,23.1,5537,23.1,01-Jul-2015 15:56:48
240,5537,23.1,5537,23.1,01-Jul-2015 15:56:49
241,5537,23.1,5537,23.1,01-Jul-2015 15:56:50
242,5537,23.1,5537,23.1,01-Jul-2015 15:56:51
243,5537,23.1,5537,23.1,01-Jul-2015 15:56:52
244,5537,23.1,5537,23.1,01-Jul-2015 15:56:53
245,5537,23.1,5537,23.1,01-Jul-2015 15:56:54
246,5537,23.1,5537,23.1,01-Jul-2015 15:56:55
247,5537,23.1,5537,23.1,01-Jul-2015 15:56:56
248,5537,23.1,5537,23.1,01-Jul-2015 15:56:57
249,5537,23.1,5537,23.1,01-Jul-2015 15:56:58
250,5537,23.1,5537,23.1,01-Jul-2015 15:56:59
251,5537,23.1,5537,23.1,01-Jul-2015 15:57:00
252,5537,23.1,5537,23.1,01-Jul-2015 15:57:01
253,5537,23.1,5537,23.1,01-Jul-2015 15:57:02
254,5537,23.1,5537,23.1,01-Jul-2015 15:57:03
255,5537,23.1,5537,23.1,01-Jul-2015 15:57:04
256,5537,23.1,5537,23.1,01-Jul-2015 15:57:05
257,5537,23.1,5537,23.1,01-Jul-2015 15:57:06
258,5537,23.1,5537,23.1,01-Jul-2015 15:57:07
259,5537,23.1,5537,23.1,01-Jul-2015 15:57:08
260,5537,23.1,5537,23.1,01-Jul-2015 15:57:09
261,5537,23.1,5537,23.1,01-Jul-2015 15:57:10
262,5537,23.1,5537,23.1,01-Jul-2015 15:57:11
263,5537,23.1,5537,23.1,01-Jul-2015 15:57:12
264,5537,23.1,5537,23.1,01-Jul-2015 15:57:13
265,5537,23.1,5537,23.1,01-Jul-2015 15:57:14
266,5537,23.1,5537,23.1,01-Jul-2015 15:57:15
267,5537,23.1,5537,23.1,01-Jul-2015 15:57:16
268,5537,23.1,5537,23.1,01-Jul-2015 15:57:17
269,5537,23.1,5537,23.1,01-Jul-2015 15:57:18
270,5537,23.1,5537,23.1,01-Jul-2015 15:57:19
271,5537,23.1,5537,23.1,01-Jul-2015 15:57:20
272,5537,23.1,5537,23.1,01-Jul-2015 15:57:21
273,5537,23.1,5537,23.1,01-Jul-2015 15:57:22
274,5537,23.1,5537,23.1,01-Jul-2015 15:57:23
275,5537,23.1,5537,23.1,01-Jul-2015 15:57:24
276,5537,23.1,5537,23.1,01-Jul-2015 15:57:25
277,5537,23.1,5537,23.1,01-Jul-2015 15:57:26
278,5537,23.1,5537,23.1,01-Jul-2015 15:57:27
279,5537,23.1,5537,23.1,01-Jul-2015 15:57:28
280,5537,23.1,5537,23.1,01-Jul-2015 15:57:29
281,5537,23.1,5537,23.1,01-Jul-2015 15:57:30
282,5537,23.1,5537,23.1,01-Jul-2015 15:57:31
283,5537,23.1,5537,23.1,01-Jul-2015 15:57:32
284,5537,23.1,5537,23.1,01-Jul-2015 15:57:33
285,5537,23.1,5537,23.1,01-Jul-2015 15:57:34
286,5537,23.1,5537,23.1,01-Jul-2015 15:57:35
287,5537,23.1,5537,23.1,01-Jul-2015 15:57:36
288,5537,23.1,5537,23.1,01-Jul-2015 15:57:37
289,5537,23.1,5537,23.1,01-Jul-2015 15:57:38
290,5537,23.1,5537,23.1,01-Jul-2015 15:57:39
291,5537,23.1,5537,23.1,01-Jul-2015 15:57:40
292,5537,23.1,5537,23.1,01-Jul-2015 15:57:41
293,5537,23.1,5537,23.1,01-Jul-2015 15:57:43
294,5537,23.1,5537,23.1,01-Jul-2015 15:57:44
295,5537,23.1,5537,23.1,01-Jul-2015 15:57:45
296,5537,23.1,5537,23.1,01-Jul-2015 15:57:46
297,5537,23.1,5537,23.1,01-Jul-2015 15:57:47
298,5537,23.1,5537,23.1,01-Jul-2015 15:57:48
299,5537,23.1,5537,23.1,01-Jul-2015 15:57:49
300,5537,23.1,5537,23.1,01-Jul-2015 15:57:50
301,5537,23.1,5537,23.1,01-Jul-2015 15:57:51
302,5537,23.1,5537,23.1,01-Jul-2015 15:57:52
303,5537,23.1,5537,23.1,01-Jul-2015 15:57:53
304,5537,23.1,5537,23.1,01-Jul-2015 15:57:54
305,5537,23.1,5537,23.1,01-Jul-2015 15:57:55
306,5537,23.1,5537,23.1,01-Jul-2015 15:57:56
307,5537,23.1,5537,23.1,01-Jul-2015 15:57:57
308,5537,23.1,5537,23.1,01-Jul-2015 15:57:58
309,5537,23.1,5537,23.1,01-Jul-2015 15:57:59
310,5537,23.1,5537,23.1,01-Jul-2015 15:58:00
311,5537,23.1,5537,23.1,01-Jul-2015 15:58:01
312,5537,23.1,5537,23.1,01-Jul-2015 15:58:02
313,5537,23.1,5537,23.1,01-Jul-2015 15:58:03
314,5537,23.1,5537,23.1,01-Jul-2015 15:58:04
315,5537,23.1,5537,23.1,01-Jul-2015 15:58:05
316,5537,23.1,5537,23.1,01-Jul-2015 15:58:06
317,5537,23.1,5537,23.1,01-Jul-2015 15:58:07
318,5537,23.1,5537,23.1,01-Jul-2015 15:58:08
319,5537,23.1,5537,23.1,01-Jul-2015 15:58:09
320,5537,23.1,5537,23.1,01-Jul-2015 15:58:10
321,5537,23.1,5537,23.1,01-Jul-2015 15:58:11
322,5537,23.1,5537,23.1,01-Jul-2015 15:58:12
323,5537,23.1,5537,23.1,01-Jul-2015 15:58:13
324,5537,23.1,5537,23.1,01-Jul-2015 15:58:14
325,5537,23.1,5537,23.1,01-Jul-2015 15:58:15
326,5537,23.1,5537,23.1,01-Jul-2015 15:58:16
327,5537,23.1,5537,23.1,01-Jul-2015 15:58:17
328,5537,23.1,5537,23.1,01-Jul-2015 15:58:18
329,5537,23.1,5537,23.1,01-Jul-2015 15:58:19
330,5537,23.1,5537,23.1,01-Jul-2015 15:58:20
331,5537,23.1,5537,23.1,01-Jul-2015 15:58:21
332,5537,23.1,5537,23.1,01-Jul-2015 15:58:22
333,5537,23.1,5537,23.1,01-Jul-2015 15:58:23
334,5537,23.1,5537,23.1,01-Jul-2015 15:58:24
335,5537,23.1,5537,23.1,01-Jul-2015 15:58:25
336,5537,23.1,5537,23.1,01-Jul-2015 15:58:26
337,5537,23.1,5537,23.1,01-Jul-2015 15:58:27
338,5537,23.1,5537,23.1,01-Jul-2015 15:58:28
339,5537,23.1,5537,23.1,01-Jul-2015 15:58:29
340,5537,23.1,5537,23.1,01-Jul-2015 15:58:30
341,5537,23.1,5537,23.1,01-Jul-2015 15:58:31
342,5537,23.1,5537,23.1,01-Jul-2015 15:58:32
343,5537,23.1,5537,23.1,01-Jul-2015 15:58:33
344,5537,23.1,5537,23.1,01-Jul-2015 15:58:34
345,5537,23.1,5537,23.1,01-Jul-2015 15:58:35
346,5537,23.1,5537,23.1,01-Jul-2015 15:58:36
347,5537,23.1,5537,23.1,01-Jul-2015 15:58:37
348,5537,23.1,5537,23.1,01-Jul-2015 15:58:38
349,5537,23.1,5537,23.1,01-Jul-2015 15:58:39
350,5537,23.1,5537,23.1,01-Jul-2015 15:58:40
351,5537,23.1,5537,23.1,01-Jul-2015 15:58:41
352,5537,23.1,5537,23.1,01-Jul-2015 15:58:42
353,5537,23.1,5537,23.1,01-Jul-2015 15:58:43
354,5537,23.1,5537,23.1,01-Jul-2015 15:58:44
355,5537,23.1,5537,23.1,01-Jul-2015 15:58:45
356,5537,23.1,5537,23.1,01-Jul-2015 15:58:46
357,5537,23.1,5537,23.1,01-Jul-2015 15:58:47
358,5537,23.1,5537,23.1,01-Jul-2015 15:58:48
359,5537,23.1,5537,23.1,01-Jul-2015 15:58:49
360,5537,23.1,5537,23.1,01-Jul-2015 15:58:50
361,5537,23.1,5537,23.1,01-Jul-2015 15:58:51
362,5537,23.1,5537,23.1,01-Jul-2015 15:58:52
363,5537,23.1,5537,23.1,01-Jul-2015 15:58:53
364,5537,23.1,5537,23.1,01-Jul-2015 15:58:55
365,5537,23.1,5537,23.1,01-Jul-2015 15:58:56
366,5537,23.1,5537,23.1,01-Jul-2015 15:58:57
367,5537,23.1,5537,23.1,01-Jul-2015 15:58:58
368,5537,23.1,5537,23.1,01-Jul-2015 15:58:59
369,5537,23.1,5537,23.1,01-Jul-2015 15:59:00
370,5537,23.1,5537,23.1,01-Jul-2015 15:59:01
371,5537,23.1,5537,23.1,01-Jul-2015 15:59:02
372,5537,23.1,5537,23.1,01-Jul-2015 15:59:03
373,5537,23.1,5537,23.1,01-Jul-2015 15:59:04
374,5537,23.1,5537,23.1,01-Jul-2015 15:59:05
375,5537,23.1,5537,23.1,01-Jul-2015 15:59:06
376,5537,23.1,5537,23.1,01-Jul-2015 15:59:07
377,5537,23.1,5537,23.1,01-Jul-2015 15:59:08
378,5537,23.1,5537,23.1,01-Jul-2015 15:59:09
379,5537,23.1,5537,23.1,01-Jul-2015 15:59:10
380,5537,23.1,5537,23.1,01-Jul-2015 15:59:11
381,5537,23.1,5537,23.1,01-Jul-2015 15:59:12
382,5537,23.1,5537,23.1,01-Jul-2015 15:59:13
383,5537,23.1,5537,23.1,01-Jul-2015 15:59:14
384,5537,23.1,5537,23.1,01-Jul-2015 15:59:15
385,5537,23.1,5537,23.1,01-Jul-2015 15:59:16
386,5537,23.1,5537,23.1,01-Jul-2015 15:59:17
387,5537,23.1,5537,23.1,01-Jul-2015 15:59:18
388,5537,23.1,5537,23.1,01-Jul-2015 15:59:19
389,5537,23.1,5537,23.1,01-Jul-2015 15:59:20
390,5537,23.1,5537,23.1,01-Jul-2015 15:59:21
391,5537,23.1,5537,23.1,01-Jul-2015 15:59:22
392,5537,23.1,5537,23.1,01-Jul-2015 15:59:23
393,5537,23.1,5537,23.1,01-Jul-2015 15:59:24
394,5537,23.1,5537,23.1,01-Jul-2015 15:59:25
395,5537,23.1,5537,23.1,01-Jul-2015 15:59:26
396,5537,23.1,5537,23.1,01-Jul-2015 15:59:27
397,5537,23.1,5537,23.1,01-Jul-2015 15:59:28
398,5537,23.1,5537,23.1,01-Jul-2015 15:59:29
399,5537,23.1,5537,23.1,01-Jul-2015 15:59:30
400,5537,23.1,5537,23.1,01-Jul-2015 15:59:31
401,5537,23.1,5537,23.1,01-Jul-2015 15:59:32
402,5537,23.1,5537,23.1,01-Jul-2015 15:59:33
403,5537,23.1,5537,23.1,01-Jul-2015 15:59:34
404,5537,23.1,5537,23.1,01-Jul-2015 15:59:35
405,5537,23.1,5537,23.1,01-Jul-2015 15:59:36
406,5537,23.1,5537,23.1,01-Jul-2015 15:59:37
407,5537,23.1,5537,23.1,01-Jul-2015 15:59:38
408,5537,23.1,5537,23.1,01-Jul-2015 15:59:39
409,5537,23.1,5537,23.1,01-Jul-2015 15:59:40
410,5537,23.1,5537,23.1,01-Jul-2015 15:59:41
411,5537,23.1,5537,23.1,01-Jul-2015 15:59:42
412,5537,23.1,5537,23.1,01-Jul-2015 15:59:43
413,5537,23.1,5537,23.1,01-Jul-2015 15:59:44
414,5537,23.1,5537,23.1,01-Jul-2015 15:59:45
415,5537,23.1,5537,23.1,01-Jul-2015 15:59:46
416,5537,23.1,5537,23.1,01-Jul-2015 15:59:47
417,5537,23.1,5537,23.1,01-Jul-2015 15:59:48
418,5537,23.1,5537,23.1,01-Jul-2015 15:59:49
419,5537,23.1,5537,23.1,01-Jul-2015 15:59:50
420,5537,23.1,5537,23.1,01-Jul-2015 15:59:51
421,5537,23.1,5537,23.1,01-Jul-2015 15:59:52
422,5537,23.1,5537,23.1,01-Jul-2015 15:59:53
423,5537,23.1,5537,23.1,01-Jul-2015 15:59:54
424,5537,23.1,5537,23.1,01-Jul-2015 15:59:55
425,5537,23.1,5537,23.1,01-Jul-2015 15:59:56
426,5537,23.1,5537,23.1,01-Jul-2015 15:59:57
427,5537,23.1,5537,23.1,01-Jul-2015 15:59:58
428,5537,23.1,5537,23.1,01-Jul-2015 15:59:59
429,5537,23.1,5537,23.1,01-Jul-2015 16:00:00
430,5537,23.1,5537,23.1,01-Jul-2015 16:00:01
431,5537,23.1,5537,23.1,01-Jul-2015 16:00:02
432,5537,23.1,5537,23.1,01-Jul-2015 16:00:03
433,5537,23.1,5537,23.1,01-Jul-2015 16:00:04
434,5537,23.1,5537,23.1,01-Jul-2015 16:00:05
435,5537,23.1,5537,23.1,01-Jul-2015 16:00:06
436,5537,23.1,5537,23.1,01-Jul-2015 16:00:08
437,5537,23.1,5537,23.1,01-Jul-2015 16:00:09
438,5537,23.1,5537,23.1,01-Jul-2015 16:00:10
439,5537,23.1,5537,23.1,01-Jul-2015 16:00:11
440,5537,23.1,5537,23.1,01-Jul-2015 16:00:12
441,5537,23.1,5537,23.1,01-Jul-2015 16:00:13
442,5537,23.1,5537,23.1,01-Jul-2015 16:00:14
443,5537,23.1,5537,23.1,01-Jul-2015 16:00:15
444,5537,23.1,5537,23.1,01-Jul-2015 16:00:16
445,5537,23.1,5537,23.1,01-Jul-2015 16:00:17
446,5537,23.1,5537,23.1,01-Jul-2015 16:00:18
447,5537,23.1,5537,23.1,01-Jul-2015 16:00:19
448,5537,23.1,5537,23.1,01-Jul-2015 16:00:20
