Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	noiseAtten	opto	laserOnset	laserOffset	
32	0	328.059	0	730	2058	2857	4205	601	3.3	200	1	2	328.912	1	10	1	-150	100	
33	0	346.857	0	460	1105	2857	4205	801	6.7	200	0	8	347.769	1	10	0	-150	100	
34	0	360.621	0	730	2058	2857	4205	501	-3.3	200	1	8	361.670	0	10	1	-150	100	
35	1	365.222	0	730	2058	2857	4205	501	-3.3	200	1	8	366.247	0	10	0	-150	100	
36	1	374.222	0	730	2058	2857	4205	501	-3.3	200	1	2	375.512	1	10	0	-150	100	
37	0	392.403	0	460	1105	2857	4205	1001	10.0	200	0	2	393.009	0	10	0	-150	100	
38	1	400.581	0	460	1105	2857	4205	1001	10.0	200	0	8	401.519	1	10	0	-150	100	
39	0	412.398	0	730	2058	2857	4205	901	0.0	200	1	2	413.087	1	10	1	-150	100	
40	0	427.766	0	460	1105	2857	4205	501	-6.7	200	0	8	428.481	1	10	0	-150	100	
41	0	438.487	0	460	1105	2857	4205	701	-10.0	200	0	2	439.259	0	10	1	-150	100	
42	1	446.445	0	460	1105	2857	4205	701	-10.0	200	0	8	447.187	1	10	0	-150	100	
43	0	456.993	0	460	1105	2857	4205	801	-3.3	200	0	8	457.716	1	10	0	-150	100	
44	0	473.329	0	730	2058	2857	4205	601	3.3	200	1	2	474.201	1	10	0	-150	100	
45	0	485.741	0	730	2058	2857	4205	901	10.0	200	1	8	486.523	0	10	1	-150	100	
46	1	496.070	0	730	2058	2857	4205	901	10.0	200	1	2	497.051	1	10	0	-150	100	
47	0	507.414	0	730	2058	2857	4205	601	-3.3	200	1	2	508.089	1	10	0	-150	100	
48	0	521.169	0	460	1105	2857	4205	901	10.0	200	0	8	521.899	1	10	1	-150	100	
49	0	530.425	0	730	2058	2857	4205	801	0.0	200	1	2	531.222	1	10	0	-150	100	
50	0	540.774	0	460	1105	2857	4205	501	-6.7	200	0	8	541.360	1	10	1	-150	100	
51	0	552.228	0	460	1105	2857	4205	701	-10.0	200	0	8	552.838	1	10	0	-150	100	
52	0	566.903	0	460	1105	2857	4205	701	6.7	200	0	8	567.754	1	10	1	-150	100	
53	0	576.589	0	460	1105	2857	4205	901	-6.7	200	0	8	577.147	1	10	0	-150	100	
54	0	587.913	0	730	2058	2857	4205	1001	-10.0	200	1	2	588.481	1	10	1	-150	100	
55	0	599.841	0	730	2058	2857	4205	501	-3.3	200	1	2	601.017	1	10	0	-150	100	
56	0	613.004	0	730	2058	2857	4205	801	10.0	200	1	2	613.680	1	10	1	-150	100	
57	0	624.902	0	460	1105	2857	4205	701	3.3	200	0	8	625.539	1	10	0	-150	100	
58	0	633.654	0	460	1105	2857	4205	601	6.7	200	0	8	634.291	1	10	1	-150	100	
59	0	644.452	0	730	2058	2857	4205	801	-3.3	200	1	8	645.116	0	10	1	-150	100	
60	1	649.997	0	730	2058	2857	4205	801	-3.3	200	1	2	650.663	1	10	0	-150	100	
61	0	660.536	0	730	2058	2857	4205	501	-10.0	200	1	8	661.099	0	10	0	-150	100	
62	1	664.628	0	730	2058	2857	4205	501	-10.0	200	1	8	665.288	0	10	0	-150	100	
63	1	668.870	0	730	2058	2857	4205	501	-10.0	200	1	8	669.911	0	10	0	-150	100	
64	1	674.255	0	730	2058	2857	4205	501	-10.0	200	1	2	675.195	1	10	0	-150	100	
65	0	695.462	0	730	2058	2857	4205	901	6.7	200	1	8	696.899	0	10	1	-150	100	
66	1	704.245	0	730	2058	2857	4205	901	6.7	200	1	8	705.141	0	10	0	-150	100	
67	1	719.340	0	730	2058	2857	4205	901	6.7	200	1	2	720.033	1	10	0	-150	100	
68	0	752.140	0	460	1105	2857	4205	701	-6.7	200	0	2	752.864	0	10	1	-150	100	
69	1	772.741	0	460	1105	2857	4205	701	-6.7	200	0	8	774.044	1	10	0	-150	100	
70	0	801.283	0	730	2058	2857	4205	901	3.3	200	1	2	801.955	1	10	0	-150	100	
71	0	816.126	0	460	1105	2857	4205	1001	0.0	200	0	8	816.917	1	10	0	-150	100	
72	0	827.130	0	730	2058	2857	4205	501	-10.0	200	1	2	827.938	1	10	1	-150	100	
73	0	837.100	0	730	2058	2857	4205	601	-6.7	200	1	2	837.766	1	10	0	-150	100	
74	0	851.063	0	460	1105	2857	4205	801	10.0	200	0	8	851.733	1	10	1	-150	100	
75	0	867.679	0	460	1105	2857	4205	601	6.7	200	0	8	868.743	1	10	0	-150	100	
76	0	877.723	0	730	2058	2857	4205	501	-3.3	200	1	2	878.472	1	10	0	-150	100	
77	0	891.082	0	460	1105	2857	4205	1001	0.0	200	0	8	891.648	1	10	1	-150	100	
78	0	902.848	0	730	2058	2857	4205	701	0.0	200	1	8	903.657	0	10	1	-150	100	
79	1	907.440	0	730	2058	2857	4205	701	0.0	200	1	2	908.139	1	10	0	-150	100	
80	0	921.068	0	460	1105	2857	4205	701	-6.7	200	0	8	921.772	1	10	0	-150	100	
81	0	938.464	0	730	2058	2857	4205	1001	10.0	200	1	2	939.156	1	10	1	-150	100	
82	0	958.934	0	730	2058	2857	4205	901	3.3	200	1	2	959.589	1	10	1	-150	100	
83	0	969.270	0	730	2058	2857	4205	801	-3.3	200	1	2	969.809	1	10	0	-150	100	
84	0	982.184	0	460	1105	2857	4205	501	-10.0	200	0	8	982.843	1	10	1	-150	100	
85	0	1001.567	0	460	1105	2857	4205	801	-3.3	200	0	8	1002.404	1	10	0	-150	100	
86	0	1012.129	0	460	1105	2857	4205	701	10.0	200	0	8	1013.036	1	10	1	-150	100	
87	0	1023.692	0	460	1105	2857	4205	901	-6.7	200	0	8	1024.479	1	10	0	-150	100	
88	0	1046.742	0	730	2058	2857	4205	1001	0.0	200	1	2	1047.493	1	10	0	-150	100	
89	0	1057.839	0	730	2058	2857	4205	501	3.3	200	1	2	1058.685	1	10	0	-150	100	
90	0	1075.548	0	460	1105	2857	4205	801	-10.0	200	0	2	1076.779	0	10	1	-150	100	
91	1	1086.423	0	460	1105	2857	4205	801	-10.0	200	0	8	1087.242	1	10	0	-150	100	
92	0	1096.897	0	730	2058	2857	4205	701	-10.0	200	1	2	1097.514	1	10	0	-150	100	
93	0	1105.242	0	460	1105	2857	4205	601	10.0	200	0	2	1105.922	0	10	0	-150	100	
94	1	1109.714	0	460	1105	2857	4205	601	10.0	200	0	2	1111.332	0	10	0	-150	100	
95	1	1123.930	0	460	1105	2857	4205	601	10.0	200	0	2	1124.773	0	10	0	-150	100	
96	1	1132.352	0	460	1105	2857	4205	601	10.0	200	0	2	1133.196	0	10	0	-150	100	
97	1	1140.267	0	460	1105	2857	4205	601	10.0	200	0	8	1140.976	1	10	0	-150	100	
98	0	1161.879	0	730	2058	2857	4205	1001	0.0	200	1	2	1162.835	1	10	1	-150	100	
99	0	1171.121	0	460	1105	2857	4205	501	-6.7	200	0	8	1171.843	1	10	1	-150	100	
100	0	1199.474	0	730	2058	2857	4205	901	-3.3	200	1	2	1200.170	1	10	1	-150	100	
101	0	1211.673	0	460	1105	2857	4205	601	3.3	200	0	8	1212.333	1	10	0	-150	100	
102	0	1236.162	0	730	2058	2857	4205	1001	3.3	200	1	8	1237.276	0	10	1	-150	100	
