Condition,spkr_hemifield,nTrials,nCorrect,pCorrect,iteration
Bilateral,L,207,99,47.82608695652174,170
Bilateral,R,207,81,39.130434782608695,170
Control,L,207,140,67.6328502415459,170
Control,R,207,112,54.106280193236714,170
Left,L,207,136,65.70048309178745,170
Left,R,207,79,38.164251207729464,170
Right,L,207,121,58.454106280193244,170
Right,R,207,111,53.62318840579711,170
Bilateral,L,207,98,47.34299516908212,171
Bilateral,R,207,86,41.54589371980676,171
Control,L,207,126,60.86956521739131,171
Control,R,207,117,56.52173913043478,171
Left,L,207,138,66.66666666666666,171
Left,R,207,71,34.29951690821256,171
Right,L,207,117,56.52173913043478,171
Right,R,207,107,51.690821256038646,171
Bilateral,L,207,109,52.65700483091788,172
Bilateral,R,207,79,38.164251207729464,172
Control,L,207,142,68.59903381642512,172
Control,R,207,112,54.106280193236714,172
Left,L,207,136,65.70048309178745,172
Left,R,207,81,39.130434782608695,172
Right,L,207,112,54.106280193236714,172
Right,R,207,94,45.410628019323674,172
Bilateral,L,207,109,52.65700483091788,173
Bilateral,R,207,88,42.51207729468599,173
Control,L,207,125,60.38647342995169,173
Control,R,207,117,56.52173913043478,173
Left,L,207,139,67.14975845410628,173
Left,R,207,72,34.78260869565217,173
Right,L,207,123,59.42028985507246,173
Right,R,207,98,47.34299516908212,173
Bilateral,L,207,106,51.20772946859904,174
Bilateral,R,207,85,41.06280193236715,174
Control,L,207,128,61.83574879227053,174
Control,R,207,112,54.106280193236714,174
Left,L,207,146,70.53140096618358,174
Left,R,207,67,32.367149758454104,174
Right,L,207,123,59.42028985507246,174
Right,R,207,109,52.65700483091788,174
Bilateral,L,207,109,52.65700483091788,175
Bilateral,R,207,96,46.3768115942029,175
Control,L,207,124,59.90338164251207,175
Control,R,207,127,61.35265700483091,175
Left,L,207,141,68.11594202898551,175
Left,R,207,66,31.88405797101449,175
Right,L,207,131,63.28502415458937,175
Right,R,207,112,54.106280193236714,175
Bilateral,L,207,115,55.55555555555556,176
Bilateral,R,207,81,39.130434782608695,176
Control,L,207,138,66.66666666666666,176
Control,R,207,122,58.93719806763285,176
Left,L,207,139,67.14975845410628,176
Left,R,207,72,34.78260869565217,176
Right,L,207,120,57.971014492753625,176
Right,R,207,105,50.72463768115942,176
Bilateral,L,207,110,53.14009661835749,177
Bilateral,R,207,88,42.51207729468599,177
Control,L,207,141,68.11594202898551,177
Control,R,207,110,53.14009661835749,177
Left,L,207,135,65.21739130434783,177
Left,R,207,58,28.019323671497588,177
Right,L,207,112,54.106280193236714,177
Right,R,207,99,47.82608695652174,177
Bilateral,L,207,109,52.65700483091788,178
Bilateral,R,207,80,38.64734299516908,178
Control,L,207,146,70.53140096618358,178
Control,R,207,112,54.106280193236714,178
Left,L,207,136,65.70048309178745,178
Left,R,207,83,40.09661835748793,178
Right,L,207,113,54.589371980676326,178
Right,R,207,103,49.75845410628019,178
Bilateral,L,207,108,52.17391304347826,179
Bilateral,R,207,86,41.54589371980676,179
Control,L,207,133,64.25120772946859,179
Control,R,207,129,62.31884057971014,179
Left,L,207,131,63.28502415458937,179
Left,R,207,79,38.164251207729464,179
Right,L,207,116,56.038647342995176,179
Right,R,207,98,47.34299516908212,179
Bilateral,L,207,98,47.34299516908212,180
Bilateral,R,207,75,36.231884057971016,180
Control,L,207,136,65.70048309178745,180
Control,R,207,105,50.72463768115942,180
Left,L,207,135,65.21739130434783,180
Left,R,207,73,35.26570048309179,180
Right,L,207,116,56.038647342995176,180
Right,R,207,95,45.893719806763286,180
Bilateral,L,207,105,50.72463768115942,181
Bilateral,R,207,69,33.33333333333333,181
Control,L,207,132,63.76811594202898,181
Control,R,207,112,54.106280193236714,181
Left,L,207,130,62.80193236714976,181
Left,R,207,61,29.468599033816425,181
Right,L,207,122,58.93719806763285,181
Right,R,207,96,46.3768115942029,181
Bilateral,L,207,98,47.34299516908212,182
Bilateral,R,207,74,35.748792270531396,182
Control,L,207,136,65.70048309178745,182
Control,R,207,116,56.038647342995176,182
Left,L,207,144,69.56521739130434,182
Left,R,207,78,37.68115942028986,182
Right,L,207,106,51.20772946859904,182
Right,R,207,97,46.85990338164252,182
Bilateral,L,207,107,51.690821256038646,183
Bilateral,R,207,95,45.893719806763286,183
Control,L,207,115,55.55555555555556,183
Control,R,207,107,51.690821256038646,183
Left,L,207,135,65.21739130434783,183
Left,R,207,81,39.130434782608695,183
Right,L,207,117,56.52173913043478,183
Right,R,207,95,45.893719806763286,183
Bilateral,L,207,104,50.24154589371981,184
Bilateral,R,207,86,41.54589371980676,184
Control,L,207,130,62.80193236714976,184
Control,R,207,108,52.17391304347826,184
Left,L,207,131,63.28502415458937,184
Left,R,207,83,40.09661835748793,184
Right,L,207,106,51.20772946859904,184
Right,R,207,93,44.927536231884055,184
Bilateral,L,207,107,51.690821256038646,185
Bilateral,R,207,79,38.164251207729464,185
Control,L,207,138,66.66666666666666,185
Control,R,207,116,56.038647342995176,185
Left,L,207,140,67.6328502415459,185
Left,R,207,76,36.71497584541063,185
Right,L,207,121,58.454106280193244,185
Right,R,207,97,46.85990338164252,185
Bilateral,L,207,100,48.309178743961354,186
Bilateral,R,207,78,37.68115942028986,186
Control,L,207,130,62.80193236714976,186
Control,R,207,106,51.20772946859904,186
Left,L,207,129,62.31884057971014,186
Left,R,207,86,41.54589371980676,186
Right,L,207,125,60.38647342995169,186
Right,R,207,100,48.309178743961354,186
Bilateral,L,207,100,48.309178743961354,187
Bilateral,R,207,86,41.54589371980676,187
Control,L,207,138,66.66666666666666,187
Control,R,207,119,57.48792270531401,187
Left,L,207,132,63.76811594202898,187
Left,R,207,88,42.51207729468599,187
Right,L,207,122,58.93719806763285,187
Right,R,207,108,52.17391304347826,187
Bilateral,L,207,111,53.62318840579711,188
Bilateral,R,207,90,43.47826086956522,188
Control,L,207,136,65.70048309178745,188
Control,R,207,124,59.90338164251207,188
Left,L,207,132,63.76811594202898,188
Left,R,207,77,37.19806763285024,188
Right,L,207,118,57.00483091787439,188
Right,R,207,109,52.65700483091788,188
Bilateral,L,207,99,47.82608695652174,189
Bilateral,R,207,80,38.64734299516908,189
Control,L,207,130,62.80193236714976,189
Control,R,207,111,53.62318840579711,189
Left,L,207,135,65.21739130434783,189
Left,R,207,66,31.88405797101449,189
Right,L,207,119,57.48792270531401,189
Right,R,207,101,48.792270531400966,189
Bilateral,L,207,101,48.792270531400966,190
Bilateral,R,207,79,38.164251207729464,190
Control,L,207,134,64.73429951690821,190
Control,R,207,115,55.55555555555556,190
Left,L,207,128,61.83574879227053,190
Left,R,207,78,37.68115942028986,190
Right,L,207,117,56.52173913043478,190
Right,R,207,97,46.85990338164252,190
Bilateral,L,207,107,51.690821256038646,191
Bilateral,R,207,82,39.61352657004831,191
Control,L,207,128,61.83574879227053,191
Control,R,207,125,60.38647342995169,191
Left,L,207,127,61.35265700483091,191
Left,R,207,79,38.164251207729464,191
Right,L,207,118,57.00483091787439,191
Right,R,207,94,45.410628019323674,191
Bilateral,L,207,110,53.14009661835749,192
Bilateral,R,207,81,39.130434782608695,192
Control,L,207,136,65.70048309178745,192
Control,R,207,122,58.93719806763285,192
Left,L,207,141,68.11594202898551,192
Left,R,207,75,36.231884057971016,192
Right,L,207,112,54.106280193236714,192
Right,R,207,101,48.792270531400966,192
Bilateral,L,207,97,46.85990338164252,193
Bilateral,R,207,83,40.09661835748793,193
Control,L,207,135,65.21739130434783,193
Control,R,207,112,54.106280193236714,193
Left,L,207,130,62.80193236714976,193
Left,R,207,73,35.26570048309179,193
Right,L,207,120,57.971014492753625,193
Right,R,207,88,42.51207729468599,193
Bilateral,L,207,101,48.792270531400966,194
Bilateral,R,207,75,36.231884057971016,194
Control,L,207,142,68.59903381642512,194
Control,R,207,127,61.35265700483091,194
Left,L,207,138,66.66666666666666,194
Left,R,207,69,33.33333333333333,194
Right,L,207,120,57.971014492753625,194
Right,R,207,92,44.44444444444444,194
Bilateral,L,207,110,53.14009661835749,195
Bilateral,R,207,85,41.06280193236715,195
Control,L,207,132,63.76811594202898,195
Control,R,207,112,54.106280193236714,195
Left,L,207,141,68.11594202898551,195
Left,R,207,80,38.64734299516908,195
Right,L,207,114,55.072463768115945,195
Right,R,207,94,45.410628019323674,195
Bilateral,L,207,106,51.20772946859904,196
Bilateral,R,207,81,39.130434782608695,196
Control,L,207,127,61.35265700483091,196
Control,R,207,102,49.275362318840585,196
Left,L,207,139,67.14975845410628,196
Left,R,207,79,38.164251207729464,196
Right,L,207,123,59.42028985507246,196
Right,R,207,105,50.72463768115942,196
Bilateral,L,207,104,50.24154589371981,197
Bilateral,R,207,80,38.64734299516908,197
Control,L,207,144,69.56521739130434,197
Control,R,207,120,57.971014492753625,197
Left,L,207,132,63.76811594202898,197
Left,R,207,90,43.47826086956522,197
Right,L,207,116,56.038647342995176,197
Right,R,207,98,47.34299516908212,197
Bilateral,L,207,93,44.927536231884055,198
Bilateral,R,207,79,38.164251207729464,198
Control,L,207,139,67.14975845410628,198
Control,R,207,107,51.690821256038646,198
Left,L,207,132,63.76811594202898,198
Left,R,207,78,37.68115942028986,198
Right,L,207,123,59.42028985507246,198
Right,R,207,105,50.72463768115942,198
Bilateral,L,207,103,49.75845410628019,199
Bilateral,R,207,82,39.61352657004831,199
Control,L,207,149,71.98067632850241,199
Control,R,207,114,55.072463768115945,199
Left,L,207,137,66.18357487922705,199
Left,R,207,58,28.019323671497588,199
Right,L,207,104,50.24154589371981,199
Right,R,207,98,47.34299516908212,199
Bilateral,L,207,115,55.55555555555556,200
Bilateral,R,207,89,42.99516908212561,200
Control,L,207,135,65.21739130434783,200
Control,R,207,124,59.90338164251207,200
Left,L,207,134,64.73429951690821,200
Left,R,207,87,42.028985507246375,200
Right,L,207,110,53.14009661835749,200
Right,R,207,102,49.275362318840585,200
Bilateral,L,207,109,52.65700483091788,201
Bilateral,R,207,79,38.164251207729464,201
Control,L,207,127,61.35265700483091,201
Control,R,207,138,66.66666666666666,201
Left,L,207,129,62.31884057971014,201
Left,R,207,73,35.26570048309179,201
Right,L,207,122,58.93719806763285,201
Right,R,207,113,54.589371980676326,201
Bilateral,L,207,95,45.893719806763286,202
Bilateral,R,207,83,40.09661835748793,202
Control,L,207,130,62.80193236714976,202
Control,R,207,115,55.55555555555556,202
Left,L,207,126,60.86956521739131,202
Left,R,207,79,38.164251207729464,202
Right,L,207,118,57.00483091787439,202
Right,R,207,99,47.82608695652174,202
Bilateral,L,207,108,52.17391304347826,203
Bilateral,R,207,78,37.68115942028986,203
Control,L,207,134,64.73429951690821,203
Control,R,207,124,59.90338164251207,203
Left,L,207,140,67.6328502415459,203
Left,R,207,76,36.71497584541063,203
Right,L,207,120,57.971014492753625,203
Right,R,207,106,51.20772946859904,203
Bilateral,L,207,102,49.275362318840585,204
Bilateral,R,207,90,43.47826086956522,204
Control,L,207,142,68.59903381642512,204
Control,R,207,118,57.00483091787439,204
Left,L,207,137,66.18357487922705,204
Left,R,207,71,34.29951690821256,204
Right,L,207,107,51.690821256038646,204
Right,R,207,101,48.792270531400966,204
Bilateral,L,207,99,47.82608695652174,205
Bilateral,R,207,80,38.64734299516908,205
Control,L,207,130,62.80193236714976,205
Control,R,207,103,49.75845410628019,205
Left,L,207,130,62.80193236714976,205
Left,R,207,73,35.26570048309179,205
Right,L,207,117,56.52173913043478,205
Right,R,207,96,46.3768115942029,205
Bilateral,L,207,108,52.17391304347826,206
Bilateral,R,207,74,35.748792270531396,206
Control,L,207,139,67.14975845410628,206
Control,R,207,105,50.72463768115942,206
Left,L,207,124,59.90338164251207,206
Left,R,207,76,36.71497584541063,206
Right,L,207,114,55.072463768115945,206
Right,R,207,86,41.54589371980676,206
Bilateral,L,207,102,49.275362318840585,207
Bilateral,R,207,84,40.57971014492754,207
Control,L,207,141,68.11594202898551,207
Control,R,207,113,54.589371980676326,207
Left,L,207,138,66.66666666666666,207
Left,R,207,75,36.231884057971016,207
Right,L,207,117,56.52173913043478,207
Right,R,207,116,56.038647342995176,207
Bilateral,L,207,108,52.17391304347826,208
Bilateral,R,207,76,36.71497584541063,208
Control,L,207,130,62.80193236714976,208
Control,R,207,124,59.90338164251207,208
Left,L,207,129,62.31884057971014,208
Left,R,207,76,36.71497584541063,208
Right,L,207,120,57.971014492753625,208
Right,R,207,96,46.3768115942029,208
Bilateral,L,207,109,52.65700483091788,209
Bilateral,R,207,78,37.68115942028986,209
Control,L,207,121,58.454106280193244,209
Control,R,207,114,55.072463768115945,209
Left,L,207,124,59.90338164251207,209
Left,R,207,84,40.57971014492754,209
Right,L,207,115,55.55555555555556,209
Right,R,207,93,44.927536231884055,209
Bilateral,L,207,107,51.690821256038646,210
Bilateral,R,207,92,44.44444444444444,210
Control,L,207,137,66.18357487922705,210
Control,R,207,109,52.65700483091788,210
Left,L,207,135,65.21739130434783,210
Left,R,207,69,33.33333333333333,210
Right,L,207,112,54.106280193236714,210
Right,R,207,90,43.47826086956522,210
Bilateral,L,207,114,55.072463768115945,211
Bilateral,R,207,80,38.64734299516908,211
Control,L,207,132,63.76811594202898,211
Control,R,207,105,50.72463768115942,211
Left,L,207,137,66.18357487922705,211
Left,R,207,83,40.09661835748793,211
Right,L,207,113,54.589371980676326,211
Right,R,207,111,53.62318840579711,211
Bilateral,L,207,103,49.75845410628019,212
Bilateral,R,207,66,31.88405797101449,212
Control,L,207,137,66.18357487922705,212
Control,R,207,121,58.454106280193244,212
Left,L,207,133,64.25120772946859,212
Left,R,207,79,38.164251207729464,212
Right,L,207,116,56.038647342995176,212
Right,R,207,91,43.96135265700483,212
Bilateral,L,207,112,54.106280193236714,213
Bilateral,R,207,89,42.99516908212561,213
Control,L,207,136,65.70048309178745,213
Control,R,207,113,54.589371980676326,213
Left,L,207,123,59.42028985507246,213
Left,R,207,79,38.164251207729464,213
Right,L,207,125,60.38647342995169,213
Right,R,207,93,44.927536231884055,213
Bilateral,L,207,100,48.309178743961354,214
Bilateral,R,207,82,39.61352657004831,214
Control,L,207,120,57.971014492753625,214
Control,R,207,118,57.00483091787439,214
Left,L,207,136,65.70048309178745,214
Left,R,207,70,33.81642512077295,214
Right,L,207,119,57.48792270531401,214
Right,R,207,94,45.410628019323674,214
Bilateral,L,207,112,54.106280193236714,215
Bilateral,R,207,86,41.54589371980676,215
Control,L,207,140,67.6328502415459,215
Control,R,207,111,53.62318840579711,215
Left,L,207,133,64.25120772946859,215
Left,R,207,65,31.40096618357488,215
Right,L,207,117,56.52173913043478,215
Right,R,207,95,45.893719806763286,215
Bilateral,L,207,96,46.3768115942029,216
Bilateral,R,207,76,36.71497584541063,216
Control,L,207,114,55.072463768115945,216
Control,R,207,116,56.038647342995176,216
Left,L,207,125,60.38647342995169,216
Left,R,207,79,38.164251207729464,216
Right,L,207,111,53.62318840579711,216
Right,R,207,109,52.65700483091788,216
Bilateral,L,207,110,53.14009661835749,217
Bilateral,R,207,85,41.06280193236715,217
Control,L,207,123,59.42028985507246,217
Control,R,207,119,57.48792270531401,217
Left,L,207,135,65.21739130434783,217
Left,R,207,85,41.06280193236715,217
Right,L,207,110,53.14009661835749,217
Right,R,207,96,46.3768115942029,217
Bilateral,L,207,102,49.275362318840585,218
Bilateral,R,207,76,36.71497584541063,218
Control,L,207,129,62.31884057971014,218
Control,R,207,100,48.309178743961354,218
Left,L,207,139,67.14975845410628,218
Left,R,207,69,33.33333333333333,218
Right,L,207,112,54.106280193236714,218
Right,R,207,92,44.44444444444444,218
Bilateral,L,207,100,48.309178743961354,219
Bilateral,R,207,82,39.61352657004831,219
Control,L,207,131,63.28502415458937,219
Control,R,207,117,56.52173913043478,219
Left,L,207,140,67.6328502415459,219
Left,R,207,79,38.164251207729464,219
Right,L,207,115,55.55555555555556,219
Right,R,207,111,53.62318840579711,219
Bilateral,L,207,111,53.62318840579711,220
Bilateral,R,207,96,46.3768115942029,220
Control,L,207,146,70.53140096618358,220
Control,R,207,115,55.55555555555556,220
Left,L,207,132,63.76811594202898,220
Left,R,207,78,37.68115942028986,220
Right,L,207,117,56.52173913043478,220
Right,R,207,96,46.3768115942029,220
Bilateral,L,207,114,55.072463768115945,221
Bilateral,R,207,85,41.06280193236715,221
Control,L,207,136,65.70048309178745,221
Control,R,207,120,57.971014492753625,221
Left,L,207,130,62.80193236714976,221
Left,R,207,78,37.68115942028986,221
Right,L,207,112,54.106280193236714,221
Right,R,207,98,47.34299516908212,221
Bilateral,L,207,98,47.34299516908212,222
Bilateral,R,207,94,45.410628019323674,222
Control,L,207,146,70.53140096618358,222
Control,R,207,108,52.17391304347826,222
Left,L,207,132,63.76811594202898,222
Left,R,207,69,33.33333333333333,222
Right,L,207,124,59.90338164251207,222
Right,R,207,99,47.82608695652174,222
Bilateral,L,207,100,48.309178743961354,223
Bilateral,R,207,87,42.028985507246375,223
Control,L,207,122,58.93719806763285,223
Control,R,207,121,58.454106280193244,223
Left,L,207,133,64.25120772946859,223
Left,R,207,81,39.130434782608695,223
Right,L,207,111,53.62318840579711,223
Right,R,207,103,49.75845410628019,223
Bilateral,L,207,109,52.65700483091788,224
Bilateral,R,207,80,38.64734299516908,224
Control,L,207,134,64.73429951690821,224
Control,R,207,110,53.14009661835749,224
Left,L,207,128,61.83574879227053,224
Left,R,207,91,43.96135265700483,224
Right,L,207,120,57.971014492753625,224
Right,R,207,112,54.106280193236714,224
Bilateral,L,207,99,47.82608695652174,225
Bilateral,R,207,85,41.06280193236715,225
Control,L,207,137,66.18357487922705,225
Control,R,207,108,52.17391304347826,225
Left,L,207,145,70.04830917874396,225
Left,R,207,66,31.88405797101449,225
Right,L,207,114,55.072463768115945,225
Right,R,207,99,47.82608695652174,225
Bilateral,L,207,96,46.3768115942029,226
Bilateral,R,207,91,43.96135265700483,226
Control,L,207,129,62.31884057971014,226
Control,R,207,118,57.00483091787439,226
Left,L,207,141,68.11594202898551,226
Left,R,207,82,39.61352657004831,226
Right,L,207,126,60.86956521739131,226
Right,R,207,106,51.20772946859904,226
Bilateral,L,207,98,47.34299516908212,227
Bilateral,R,207,81,39.130434782608695,227
Control,L,207,131,63.28502415458937,227
Control,R,207,108,52.17391304347826,227
Left,L,207,140,67.6328502415459,227
Left,R,207,79,38.164251207729464,227
Right,L,207,111,53.62318840579711,227
Right,R,207,98,47.34299516908212,227
Bilateral,L,207,97,46.85990338164252,228
Bilateral,R,207,72,34.78260869565217,228
Control,L,207,130,62.80193236714976,228
Control,R,207,114,55.072463768115945,228
Left,L,207,138,66.66666666666666,228
Left,R,207,69,33.33333333333333,228
Right,L,207,123,59.42028985507246,228
Right,R,207,108,52.17391304347826,228
Bilateral,L,207,92,44.44444444444444,229
Bilateral,R,207,81,39.130434782608695,229
Control,L,207,149,71.98067632850241,229
Control,R,207,111,53.62318840579711,229
Left,L,207,144,69.56521739130434,229
Left,R,207,68,32.850241545893724,229
Right,L,207,107,51.690821256038646,229
Right,R,207,98,47.34299516908212,229
Bilateral,L,207,101,48.792270531400966,230
Bilateral,R,207,82,39.61352657004831,230
Control,L,207,134,64.73429951690821,230
Control,R,207,126,60.86956521739131,230
Left,L,207,133,64.25120772946859,230
Left,R,207,71,34.29951690821256,230
Right,L,207,118,57.00483091787439,230
Right,R,207,93,44.927536231884055,230
Bilateral,L,207,94,45.410628019323674,231
Bilateral,R,207,84,40.57971014492754,231
Control,L,207,125,60.38647342995169,231
Control,R,207,110,53.14009661835749,231
Left,L,207,142,68.59903381642512,231
Left,R,207,60,28.985507246376812,231
Right,L,207,111,53.62318840579711,231
Right,R,207,110,53.14009661835749,231
Bilateral,L,207,120,57.971014492753625,232
Bilateral,R,207,80,38.64734299516908,232
Control,L,207,138,66.66666666666666,232
Control,R,207,111,53.62318840579711,232
Left,L,207,137,66.18357487922705,232
Left,R,207,68,32.850241545893724,232
Right,L,207,111,53.62318840579711,232
Right,R,207,100,48.309178743961354,232
Bilateral,L,207,99,47.82608695652174,233
Bilateral,R,207,92,44.44444444444444,233
Control,L,207,131,63.28502415458937,233
Control,R,207,126,60.86956521739131,233
Left,L,207,142,68.59903381642512,233
Left,R,207,62,29.951690821256037,233
Right,L,207,106,51.20772946859904,233
Right,R,207,102,49.275362318840585,233
Bilateral,L,207,98,47.34299516908212,234
Bilateral,R,207,81,39.130434782608695,234
Control,L,207,140,67.6328502415459,234
Control,R,207,122,58.93719806763285,234
Left,L,207,124,59.90338164251207,234
Left,R,207,64,30.917874396135264,234
Right,L,207,121,58.454106280193244,234
Right,R,207,92,44.44444444444444,234
Bilateral,L,207,122,58.93719806763285,235
Bilateral,R,207,83,40.09661835748793,235
Control,L,207,128,61.83574879227053,235
Control,R,207,109,52.65700483091788,235
Left,L,207,143,69.08212560386472,235
Left,R,207,75,36.231884057971016,235
Right,L,207,119,57.48792270531401,235
Right,R,207,108,52.17391304347826,235
Bilateral,L,207,99,47.82608695652174,236
Bilateral,R,207,85,41.06280193236715,236
Control,L,207,130,62.80193236714976,236
Control,R,207,112,54.106280193236714,236
Left,L,207,126,60.86956521739131,236
Left,R,207,83,40.09661835748793,236
Right,L,207,126,60.86956521739131,236
Right,R,207,88,42.51207729468599,236
Bilateral,L,207,96,46.3768115942029,237
Bilateral,R,207,84,40.57971014492754,237
Control,L,207,132,63.76811594202898,237
Control,R,207,127,61.35265700483091,237
Left,L,207,135,65.21739130434783,237
Left,R,207,70,33.81642512077295,237
Right,L,207,105,50.72463768115942,237
Right,R,207,91,43.96135265700483,237
Bilateral,L,207,102,49.275362318840585,238
Bilateral,R,207,78,37.68115942028986,238
Control,L,207,125,60.38647342995169,238
Control,R,207,113,54.589371980676326,238
Left,L,207,136,65.70048309178745,238
Left,R,207,86,41.54589371980676,238
Right,L,207,112,54.106280193236714,238
Right,R,207,92,44.44444444444444,238
Bilateral,L,207,102,49.275362318840585,239
Bilateral,R,207,78,37.68115942028986,239
Control,L,207,119,57.48792270531401,239
Control,R,207,127,61.35265700483091,239
Left,L,207,129,62.31884057971014,239
Left,R,207,83,40.09661835748793,239
Right,L,207,122,58.93719806763285,239
Right,R,207,102,49.275362318840585,239
Bilateral,L,207,97,46.85990338164252,240
Bilateral,R,207,85,41.06280193236715,240
Control,L,207,131,63.28502415458937,240
Control,R,207,112,54.106280193236714,240
Left,L,207,135,65.21739130434783,240
Left,R,207,74,35.748792270531396,240
Right,L,207,124,59.90338164251207,240
Right,R,207,89,42.99516908212561,240
Bilateral,L,207,104,50.24154589371981,241
Bilateral,R,207,88,42.51207729468599,241
Control,L,207,132,63.76811594202898,241
Control,R,207,117,56.52173913043478,241
Left,L,207,133,64.25120772946859,241
Left,R,207,80,38.64734299516908,241
Right,L,207,118,57.00483091787439,241
Right,R,207,95,45.893719806763286,241
Bilateral,L,207,103,49.75845410628019,242
Bilateral,R,207,76,36.71497584541063,242
Control,L,207,139,67.14975845410628,242
Control,R,207,118,57.00483091787439,242
Left,L,207,138,66.66666666666666,242
Left,R,207,65,31.40096618357488,242
Right,L,207,120,57.971014492753625,242
Right,R,207,105,50.72463768115942,242
Bilateral,L,207,105,50.72463768115942,243
Bilateral,R,207,74,35.748792270531396,243
Control,L,207,136,65.70048309178745,243
Control,R,207,107,51.690821256038646,243
Left,L,207,139,67.14975845410628,243
Left,R,207,73,35.26570048309179,243
Right,L,207,115,55.55555555555556,243
Right,R,207,94,45.410628019323674,243
Bilateral,L,207,103,49.75845410628019,244
Bilateral,R,207,82,39.61352657004831,244
Control,L,207,132,63.76811594202898,244
Control,R,207,111,53.62318840579711,244
Left,L,207,125,60.38647342995169,244
Left,R,207,70,33.81642512077295,244
Right,L,207,113,54.589371980676326,244
Right,R,207,108,52.17391304347826,244
Bilateral,L,207,104,50.24154589371981,245
Bilateral,R,207,79,38.164251207729464,245
Control,L,207,143,69.08212560386472,245
Control,R,207,112,54.106280193236714,245
Left,L,207,125,60.38647342995169,245
Left,R,207,80,38.64734299516908,245
Right,L,207,116,56.038647342995176,245
Right,R,207,95,45.893719806763286,245
Bilateral,L,207,103,49.75845410628019,246
Bilateral,R,207,83,40.09661835748793,246
Control,L,207,144,69.56521739130434,246
Control,R,207,110,53.14009661835749,246
Left,L,207,133,64.25120772946859,246
Left,R,207,73,35.26570048309179,246
Right,L,207,121,58.454106280193244,246
Right,R,207,90,43.47826086956522,246
Bilateral,L,207,102,49.275362318840585,247
Bilateral,R,207,78,37.68115942028986,247
Control,L,207,135,65.21739130434783,247
Control,R,207,111,53.62318840579711,247
Left,L,207,134,64.73429951690821,247
Left,R,207,84,40.57971014492754,247
Right,L,207,128,61.83574879227053,247
Right,R,207,106,51.20772946859904,247
Bilateral,L,207,102,49.275362318840585,248
Bilateral,R,207,72,34.78260869565217,248
Control,L,207,133,64.25120772946859,248
Control,R,207,115,55.55555555555556,248
Left,L,207,133,64.25120772946859,248
Left,R,207,74,35.748792270531396,248
Right,L,207,111,53.62318840579711,248
Right,R,207,86,41.54589371980676,248
Bilateral,L,207,106,51.20772946859904,249
Bilateral,R,207,72,34.78260869565217,249
Control,L,207,133,64.25120772946859,249
Control,R,207,120,57.971014492753625,249
Left,L,207,137,66.18357487922705,249
Left,R,207,78,37.68115942028986,249
Right,L,207,113,54.589371980676326,249
Right,R,207,79,38.164251207729464,249
Bilateral,L,207,108,52.17391304347826,250
Bilateral,R,207,75,36.231884057971016,250
Control,L,207,139,67.14975845410628,250
Control,R,207,116,56.038647342995176,250
Left,L,207,145,70.04830917874396,250
Left,R,207,79,38.164251207729464,250
Right,L,207,107,51.690821256038646,250
Right,R,207,98,47.34299516908212,250
Bilateral,L,207,91,43.96135265700483,251
Bilateral,R,207,87,42.028985507246375,251
Control,L,207,135,65.21739130434783,251
Control,R,207,110,53.14009661835749,251
Left,L,207,148,71.49758454106279,251
Left,R,207,81,39.130434782608695,251
Right,L,207,128,61.83574879227053,251
Right,R,207,94,45.410628019323674,251
Bilateral,L,207,102,49.275362318840585,252
Bilateral,R,207,84,40.57971014492754,252
Control,L,207,138,66.66666666666666,252
Control,R,207,112,54.106280193236714,252
Left,L,207,143,69.08212560386472,252
Left,R,207,76,36.71497584541063,252
Right,L,207,119,57.48792270531401,252
Right,R,207,105,50.72463768115942,252
Bilateral,L,207,99,47.82608695652174,253
Bilateral,R,207,73,35.26570048309179,253
Control,L,207,137,66.18357487922705,253
Control,R,207,119,57.48792270531401,253
Left,L,207,125,60.38647342995169,253
Left,R,207,88,42.51207729468599,253
Right,L,207,105,50.72463768115942,253
Right,R,207,95,45.893719806763286,253
Bilateral,L,207,105,50.72463768115942,254
Bilateral,R,207,68,32.850241545893724,254
Control,L,207,136,65.70048309178745,254
Control,R,207,100,48.309178743961354,254
Left,L,207,134,64.73429951690821,254
Left,R,207,89,42.99516908212561,254
Right,L,207,104,50.24154589371981,254
Right,R,207,106,51.20772946859904,254
Bilateral,L,207,93,44.927536231884055,255
Bilateral,R,207,80,38.64734299516908,255
Control,L,207,137,66.18357487922705,255
Control,R,207,109,52.65700483091788,255
Left,L,207,127,61.35265700483091,255
Left,R,207,69,33.33333333333333,255
Right,L,207,132,63.76811594202898,255
Right,R,207,97,46.85990338164252,255
Bilateral,L,207,102,49.275362318840585,256
Bilateral,R,207,91,43.96135265700483,256
Control,L,207,143,69.08212560386472,256
Control,R,207,114,55.072463768115945,256
Left,L,207,127,61.35265700483091,256
Left,R,207,83,40.09661835748793,256
Right,L,207,109,52.65700483091788,256
Right,R,207,105,50.72463768115942,256
Bilateral,L,207,111,53.62318840579711,257
Bilateral,R,207,77,37.19806763285024,257
Control,L,207,122,58.93719806763285,257
Control,R,207,117,56.52173913043478,257
Left,L,207,141,68.11594202898551,257
Left,R,207,74,35.748792270531396,257
Right,L,207,114,55.072463768115945,257
Right,R,207,97,46.85990338164252,257
Bilateral,L,207,97,46.85990338164252,258
Bilateral,R,207,85,41.06280193236715,258
