Condition,spkr_hemifield,nTrials,nCorrect,pCorrect,iteration
Left,R,207,68,32.850241545893724,48
Right,L,207,126,60.86956521739131,48
Right,R,207,109,52.65700483091788,48
Left,L,207,122,58.93719806763285,49
Left,R,207,82,39.61352657004831,49
Right,L,207,124,59.90338164251207,49
Right,R,207,99,47.82608695652174,49
Left,L,207,131,63.28502415458937,50
Left,R,207,79,38.164251207729464,50
Right,L,207,111,53.62318840579711,50
Right,R,207,85,41.06280193236715,50
Left,L,207,127,61.35265700483091,51
Left,R,207,96,46.3768115942029,51
Right,L,207,110,53.14009661835749,51
Right,R,207,94,45.410628019323674,51
Left,L,207,137,66.18357487922705,52
Left,R,207,77,37.19806763285024,52
Right,L,207,113,54.589371980676326,52
Right,R,207,99,47.82608695652174,52
Left,L,207,134,64.73429951690821,53
Left,R,207,73,35.26570048309179,53
Right,L,207,118,57.00483091787439,53
Right,R,207,98,47.34299516908212,53
Left,L,207,144,69.56521739130434,54
Left,R,207,77,37.19806763285024,54
Right,L,207,112,54.106280193236714,54
Right,R,207,88,42.51207729468599,54
Left,L,207,127,61.35265700483091,55
Left,R,207,75,36.231884057971016,55
Right,L,207,113,54.589371980676326,55
Right,R,207,114,55.072463768115945,55
Left,L,207,136,65.70048309178745,56
Left,R,207,76,36.71497584541063,56
Right,L,207,132,63.76811594202898,56
Right,R,207,101,48.792270531400966,56
Left,L,207,128,61.83574879227053,57
Left,R,207,77,37.19806763285024,57
Right,L,207,109,52.65700483091788,57
Right,R,207,93,44.927536231884055,57
Left,L,207,131,63.28502415458937,58
Left,R,207,71,34.29951690821256,58
Right,L,207,121,58.454106280193244,58
Right,R,207,93,44.927536231884055,58
Left,L,207,136,65.70048309178745,59
Left,R,207,79,38.164251207729464,59
Right,L,207,116,56.038647342995176,59
Right,R,207,98,47.34299516908212,59
Left,L,207,130,62.80193236714976,60
Left,R,207,80,38.64734299516908,60
Right,L,207,109,52.65700483091788,60
Right,R,207,93,44.927536231884055,60
Left,L,207,140,67.6328502415459,61
Left,R,207,78,37.68115942028986,61
Right,L,207,118,57.00483091787439,61
Right,R,207,103,49.75845410628019,61
Left,L,207,140,67.6328502415459,62
Left,R,207,70,33.81642512077295,62
Right,L,207,110,53.14009661835749,62
Right,R,207,96,46.3768115942029,62
Left,L,207,127,61.35265700483091,63
Left,R,207,79,38.164251207729464,63
Right,L,207,107,51.690821256038646,63
Right,R,207,96,46.3768115942029,63
Left,L,207,141,68.11594202898551,64
Left,R,207,85,41.06280193236715,64
Right,L,207,122,58.93719806763285,64
Right,R,207,100,48.309178743961354,64
Left,L,207,130,62.80193236714976,65
Left,R,207,67,32.367149758454104,65
Right,L,207,110,53.14009661835749,65
Right,R,207,100,48.309178743961354,65
Left,L,207,132,63.76811594202898,66
Left,R,207,68,32.850241545893724,66
Right,L,207,115,55.55555555555556,66
Right,R,207,105,50.72463768115942,66
Left,L,207,136,65.70048309178745,67
Left,R,207,75,36.231884057971016,67
Right,L,207,109,52.65700483091788,67
Right,R,207,100,48.309178743961354,67
Left,L,207,139,67.14975845410628,68
Left,R,207,74,35.748792270531396,68
Right,L,207,112,54.106280193236714,68
Right,R,207,86,41.54589371980676,68
Left,L,207,134,64.73429951690821,69
Left,R,207,85,41.06280193236715,69
Right,L,207,119,57.48792270531401,69
Right,R,207,117,56.52173913043478,69
Left,L,207,135,65.21739130434783,70
Left,R,207,93,44.927536231884055,70
Right,L,207,112,54.106280193236714,70
Right,R,207,102,49.275362318840585,70
Left,L,207,138,66.66666666666666,71
Left,R,207,69,33.33333333333333,71
Right,L,207,119,57.48792270531401,71
Right,R,207,106,51.20772946859904,71
Left,L,207,132,63.76811594202898,72
Left,R,207,72,34.78260869565217,72
Right,L,207,106,51.20772946859904,72
Right,R,207,94,45.410628019323674,72
Left,L,207,130,62.80193236714976,73
Left,R,207,74,35.748792270531396,73
Right,L,207,125,60.38647342995169,73
Right,R,207,112,54.106280193236714,73
Left,L,207,134,64.73429951690821,74
Left,R,207,80,38.64734299516908,74
Right,L,207,120,57.971014492753625,74
Right,R,207,88,42.51207729468599,74
Left,L,207,130,62.80193236714976,75
Left,R,207,74,35.748792270531396,75
Right,L,207,98,47.34299516908212,75
Right,R,207,92,44.44444444444444,75
Left,L,207,133,64.25120772946859,76
Left,R,207,77,37.19806763285024,76
Right,L,207,116,56.038647342995176,76
Right,R,207,87,42.028985507246375,76
Left,L,207,143,69.08212560386472,77
Left,R,207,81,39.130434782608695,77
Right,L,207,120,57.971014492753625,77
Right,R,207,101,48.792270531400966,77
Left,L,207,135,65.21739130434783,78
Left,R,207,75,36.231884057971016,78
Right,L,207,116,56.038647342995176,78
Right,R,207,98,47.34299516908212,78
Left,L,207,136,65.70048309178745,79
Left,R,207,77,37.19806763285024,79
Right,L,207,120,57.971014492753625,79
Right,R,207,109,52.65700483091788,79
Left,L,207,135,65.21739130434783,80
Left,R,207,80,38.64734299516908,80
Right,L,207,110,53.14009661835749,80
Right,R,207,90,43.47826086956522,80
Left,L,207,141,68.11594202898551,81
Left,R,207,77,37.19806763285024,81
Right,L,207,111,53.62318840579711,81
Right,R,207,108,52.17391304347826,81
Left,L,207,134,64.73429951690821,82
Left,R,207,77,37.19806763285024,82
Right,L,207,131,63.28502415458937,82
Right,R,207,97,46.85990338164252,82
Left,L,207,133,64.25120772946859,83
Left,R,207,82,39.61352657004831,83
Right,L,207,112,54.106280193236714,83
Right,R,207,100,48.309178743961354,83
Left,L,207,139,67.14975845410628,84
Left,R,207,65,31.40096618357488,84
Right,L,207,120,57.971014492753625,84
Right,R,207,121,58.454106280193244,84
Left,L,207,133,64.25120772946859,85
Left,R,207,76,36.71497584541063,85
Right,L,207,115,55.55555555555556,85
Right,R,207,98,47.34299516908212,85
Left,L,207,136,65.70048309178745,86
Left,R,207,63,30.434782608695656,86
Right,L,207,131,63.28502415458937,86
Right,R,207,109,52.65700483091788,86
Left,L,207,134,64.73429951690821,87
Left,R,207,79,38.164251207729464,87
Right,L,207,105,50.72463768115942,87
Right,R,207,103,49.75845410628019,87
Left,L,207,133,64.25120772946859,88
Left,R,207,81,39.130434782608695,88
Right,L,207,121,58.454106280193244,88
Right,R,207,93,44.927536231884055,88
Left,L,207,143,69.08212560386472,89
Left,R,207,78,37.68115942028986,89
Right,L,207,114,55.072463768115945,89
Right,R,207,88,42.51207729468599,89
Left,L,207,126,60.86956521739131,90
Left,R,207,67,32.367149758454104,90
Right,L,207,112,54.106280193236714,90
Right,R,207,112,54.106280193236714,90
Left,L,207,144,69.56521739130434,91
Left,R,207,72,34.78260869565217,91
Right,L,207,120,57.971014492753625,91
Right,R,207,93,44.927536231884055,91
Left,L,207,135,65.21739130434783,92
Left,R,207,79,38.164251207729464,92
Right,L,207,125,60.38647342995169,92
Right,R,207,101,48.792270531400966,92
Left,L,207,130,62.80193236714976,93
Left,R,207,72,34.78260869565217,93
Right,L,207,114,55.072463768115945,93
Right,R,207,94,45.410628019323674,93
Left,L,207,134,64.73429951690821,94
Left,R,207,68,32.850241545893724,94
Right,L,207,117,56.52173913043478,94
Right,R,207,103,49.75845410628019,94
Left,L,207,149,71.98067632850241,95
Left,R,207,72,34.78260869565217,95
Right,L,207,122,58.93719806763285,95
Right,R,207,93,44.927536231884055,95
Left,L,207,139,67.14975845410628,96
Left,R,207,76,36.71497584541063,96
Right,L,207,126,60.86956521739131,96
Right,R,207,113,54.589371980676326,96
Left,L,207,137,66.18357487922705,97
Left,R,207,95,45.893719806763286,97
Right,L,207,119,57.48792270531401,97
Right,R,207,103,49.75845410628019,97
Left,L,207,135,65.21739130434783,98
Left,R,207,76,36.71497584541063,98
Right,L,207,113,54.589371980676326,98
Right,R,207,99,47.82608695652174,98
Left,L,207,133,64.25120772946859,99
Left,R,207,84,40.57971014492754,99
Right,L,207,115,55.55555555555556,99
Right,R,207,100,48.309178743961354,99
Left,L,207,131,63.28502415458937,100
Left,R,207,72,34.78260869565217,100
Right,L,207,103,49.75845410628019,100
Right,R,207,99,47.82608695652174,100
Left,L,207,132,63.76811594202898,101
Left,R,207,85,41.06280193236715,101
Right,L,207,125,60.38647342995169,101
Right,R,207,87,42.028985507246375,101
Left,L,207,128,61.83574879227053,102
Left,R,207,74,35.748792270531396,102
Right,L,207,129,62.31884057971014,102
Right,R,207,110,53.14009661835749,102
Left,L,207,142,68.59903381642512,103
Left,R,207,81,39.130434782608695,103
Right,L,207,124,59.90338164251207,103
Right,R,207,98,47.34299516908212,103
Left,L,207,126,60.86956521739131,104
Left,R,207,57,27.536231884057973,104
Right,L,207,110,53.14009661835749,104
Right,R,207,97,46.85990338164252,104
Left,L,207,141,68.11594202898551,105
Left,R,207,78,37.68115942028986,105
Right,L,207,113,54.589371980676326,105
Right,R,207,96,46.3768115942029,105
Left,L,207,132,63.76811594202898,106
Left,R,207,82,39.61352657004831,106
Right,L,207,119,57.48792270531401,106
Right,R,207,109,52.65700483091788,106
Left,L,207,144,69.56521739130434,107
Left,R,207,91,43.96135265700483,107
Right,L,207,114,55.072463768115945,107
Right,R,207,104,50.24154589371981,107
Left,L,207,136,65.70048309178745,108
Left,R,207,77,37.19806763285024,108
Right,L,207,114,55.072463768115945,108
Right,R,207,100,48.309178743961354,108
Left,L,207,136,65.70048309178745,109
Left,R,207,76,36.71497584541063,109
Right,L,207,116,56.038647342995176,109
Right,R,207,101,48.792270531400966,109
Left,L,207,140,67.6328502415459,110
Left,R,207,76,36.71497584541063,110
Right,L,207,119,57.48792270531401,110
Right,R,207,104,50.24154589371981,110
Left,L,207,140,67.6328502415459,111
Left,R,207,65,31.40096618357488,111
Right,L,207,121,58.454106280193244,111
Right,R,207,109,52.65700483091788,111
Left,L,207,128,61.83574879227053,112
Left,R,207,79,38.164251207729464,112
Right,L,207,118,57.00483091787439,112
Right,R,207,89,42.99516908212561,112
Left,L,207,134,64.73429951690821,113
Left,R,207,75,36.231884057971016,113
Right,L,207,117,56.52173913043478,113
Right,R,207,114,55.072463768115945,113
Left,L,207,138,66.66666666666666,114
Left,R,207,79,38.164251207729464,114
Right,L,207,123,59.42028985507246,114
Right,R,207,91,43.96135265700483,114
Left,L,207,129,62.31884057971014,115
Left,R,207,79,38.164251207729464,115
Right,L,207,115,55.55555555555556,115
Right,R,207,91,43.96135265700483,115
Left,L,207,133,64.25120772946859,116
Left,R,207,67,32.367149758454104,116
Right,L,207,116,56.038647342995176,116
Right,R,207,97,46.85990338164252,116
Left,L,207,143,69.08212560386472,117
Left,R,207,72,34.78260869565217,117
Right,L,207,114,55.072463768115945,117
Right,R,207,92,44.44444444444444,117
Left,L,207,134,64.73429951690821,118
Left,R,207,67,32.367149758454104,118
Right,L,207,113,54.589371980676326,118
Right,R,207,109,52.65700483091788,118
Left,L,207,125,60.38647342995169,119
Left,R,207,70,33.81642512077295,119
Right,L,207,107,51.690821256038646,119
Right,R,207,92,44.44444444444444,119
Left,L,207,141,68.11594202898551,120
Left,R,207,71,34.29951690821256,120
Right,L,207,120,57.971014492753625,120
Right,R,207,109,52.65700483091788,120
Left,L,207,136,65.70048309178745,121
Left,R,207,75,36.231884057971016,121
Right,L,207,118,57.00483091787439,121
Right,R,207,103,49.75845410628019,121
Left,L,207,131,63.28502415458937,122
Left,R,207,75,36.231884057971016,122
Right,L,207,126,60.86956521739131,122
Right,R,207,97,46.85990338164252,122
Left,L,207,123,59.42028985507246,123
Left,R,207,80,38.64734299516908,123
Right,L,207,113,54.589371980676326,123
Right,R,207,96,46.3768115942029,123
Left,L,207,131,63.28502415458937,124
Left,R,207,78,37.68115942028986,124
Right,L,207,113,54.589371980676326,124
Right,R,207,102,49.275362318840585,124
Left,L,207,130,62.80193236714976,125
Left,R,207,89,42.99516908212561,125
Right,L,207,112,54.106280193236714,125
Right,R,207,106,51.20772946859904,125
Left,L,207,133,64.25120772946859,126
Left,R,207,81,39.130434782608695,126
Right,L,207,124,59.90338164251207,126
Right,R,207,98,47.34299516908212,126
Left,L,207,135,65.21739130434783,127
Left,R,207,88,42.51207729468599,127
Right,L,207,126,60.86956521739131,127
Right,R,207,100,48.309178743961354,127
Left,L,207,131,63.28502415458937,128
Left,R,207,84,40.57971014492754,128
Right,L,207,113,54.589371980676326,128
Right,R,207,97,46.85990338164252,128
Left,L,207,137,66.18357487922705,129
Left,R,207,67,32.367149758454104,129
Right,L,207,124,59.90338164251207,129
Right,R,207,94,45.410628019323674,129
Left,L,207,137,66.18357487922705,130
Left,R,207,68,32.850241545893724,130
Right,L,207,119,57.48792270531401,130
Right,R,207,98,47.34299516908212,130
Left,L,207,133,64.25120772946859,131
Left,R,207,68,32.850241545893724,131
Right,L,207,124,59.90338164251207,131
Right,R,207,108,52.17391304347826,131
Left,L,207,129,62.31884057971014,132
Left,R,207,78,37.68115942028986,132
Right,L,207,99,47.82608695652174,132
Right,R,207,107,51.690821256038646,132
Left,L,207,145,70.04830917874396,133
Left,R,207,73,35.26570048309179,133
Right,L,207,129,62.31884057971014,133
Right,R,207,97,46.85990338164252,133
Left,L,207,134,64.73429951690821,134
Left,R,207,68,32.850241545893724,134
Right,L,207,122,58.93719806763285,134
Right,R,207,96,46.3768115942029,134
Left,L,207,133,64.25120772946859,135
Left,R,207,75,36.231884057971016,135
Right,L,207,125,60.38647342995169,135
Right,R,207,94,45.410628019323674,135
Left,L,207,139,67.14975845410628,136
Left,R,207,84,40.57971014492754,136
Right,L,207,114,55.072463768115945,136
Right,R,207,100,48.309178743961354,136
Left,L,207,141,68.11594202898551,137
Left,R,207,77,37.19806763285024,137
Right,L,207,117,56.52173913043478,137
Right,R,207,96,46.3768115942029,137
Left,L,207,137,66.18357487922705,138
Left,R,207,89,42.99516908212561,138
Right,L,207,122,58.93719806763285,138
Right,R,207,110,53.14009661835749,138
Left,L,207,134,64.73429951690821,139
Left,R,207,81,39.130434782608695,139
Right,L,207,124,59.90338164251207,139
Right,R,207,95,45.893719806763286,139
Left,L,207,136,65.70048309178745,140
Left,R,207,73,35.26570048309179,140
Right,L,207,115,55.55555555555556,140
Right,R,207,102,49.275362318840585,140
Left,L,207,139,67.14975845410628,141
Left,R,207,79,38.164251207729464,141
Right,L,207,113,54.589371980676326,141
Right,R,207,97,46.85990338164252,141
Left,L,207,135,65.21739130434783,142
Left,R,207,73,35.26570048309179,142
Right,L,207,112,54.106280193236714,142
Right,R,207,95,45.893719806763286,142
Left,L,207,129,62.31884057971014,143
Left,R,207,90,43.47826086956522,143
Right,L,207,106,51.20772946859904,143
Right,R,207,128,61.83574879227053,143
Left,L,207,144,69.56521739130434,144
Left,R,207,67,32.367149758454104,144
Right,L,207,114,55.072463768115945,144
Right,R,207,104,50.24154589371981,144
Left,L,207,136,65.70048309178745,145
Left,R,207,65,31.40096618357488,145
Right,L,207,107,51.690821256038646,145
Right,R,207,88,42.51207729468599,145
Left,L,207,144,69.56521739130434,146
Left,R,207,75,36.231884057971016,146
Right,L,207,119,57.48792270531401,146
Right,R,207,98,47.34299516908212,146
Left,L,207,144,69.56521739130434,147
Left,R,207,81,39.130434782608695,147
Right,L,207,112,54.106280193236714,147
Right,R,207,102,49.275362318840585,147
Left,L,207,128,61.83574879227053,148
Left,R,207,68,32.850241545893724,148
Right,L,207,118,57.00483091787439,148
Right,R,207,107,51.690821256038646,148
Left,L,207,135,65.21739130434783,149
Left,R,207,64,30.917874396135264,149
Right,L,207,115,55.55555555555556,149
Right,R,207,96,46.3768115942029,149
Left,L,207,126,60.86956521739131,150
Left,R,207,77,37.19806763285024,150
Right,L,207,122,58.93719806763285,150
Right,R,207,109,52.65700483091788,150
Left,L,207,139,67.14975845410628,151
Left,R,207,69,33.33333333333333,151
Right,L,207,112,54.106280193236714,151
Right,R,207,96,46.3768115942029,151
Left,L,207,139,67.14975845410628,152
Left,R,207,84,40.57971014492754,152
Right,L,207,111,53.62318840579711,152
Right,R,207,110,53.14009661835749,152
Left,L,207,133,64.25120772946859,153
Left,R,207,78,37.68115942028986,153
Right,L,207,118,57.00483091787439,153
Right,R,207,97,46.85990338164252,153
Left,L,207,135,65.21739130434783,154
Left,R,207,74,35.748792270531396,154
Right,L,207,124,59.90338164251207,154
Right,R,207,102,49.275362318840585,154
Left,L,207,131,63.28502415458937,155
Left,R,207,76,36.71497584541063,155
Right,L,207,116,56.038647342995176,155
Right,R,207,98,47.34299516908212,155
Left,L,207,136,65.70048309178745,156
Left,R,207,80,38.64734299516908,156
Right,L,207,121,58.454106280193244,156
Right,R,207,101,48.792270531400966,156
Left,L,207,129,62.31884057971014,157
Left,R,207,69,33.33333333333333,157
Right,L,207,118,57.00483091787439,157
Right,R,207,94,45.410628019323674,157
Left,L,207,138,66.66666666666666,158
Left,R,207,64,30.917874396135264,158
Right,L,207,118,57.00483091787439,158
Right,R,207,98,47.34299516908212,158
Left,L,207,132,63.76811594202898,159
Left,R,207,81,39.130434782608695,159
Right,L,207,102,49.275362318840585,159
Right,R,207,96,46.3768115942029,159
Left,L,207,129,62.31884057971014,160
Left,R,207,62,29.951690821256037,160
Right,L,207,116,56.038647342995176,160
Right,R,207,99,47.82608695652174,160
Left,L,207,140,67.6328502415459,161
Left,R,207,76,36.71497584541063,161
Right,L,207,129,62.31884057971014,161
Right,R,207,105,50.72463768115942,161
Left,L,207,131,63.28502415458937,162
Left,R,207,81,39.130434782608695,162
Right,L,207,115,55.55555555555556,162
Right,R,207,101,48.792270531400966,162
Left,L,207,133,64.25120772946859,163
Left,R,207,61,29.468599033816425,163
Right,L,207,122,58.93719806763285,163
Right,R,207,102,49.275362318840585,163
Left,L,207,133,64.25120772946859,164
Left,R,207,81,39.130434782608695,164
Right,L,207,112,54.106280193236714,164
Right,R,207,106,51.20772946859904,164
Left,L,207,132,63.76811594202898,165
Left,R,207,71,34.29951690821256,165
Right,L,207,111,53.62318840579711,165
Right,R,207,100,48.309178743961354,165
Left,L,207,133,64.25120772946859,166
Left,R,207,87,42.028985507246375,166
Right,L,207,110,53.14009661835749,166
Right,R,207,96,46.3768115942029,166
Left,L,207,141,68.11594202898551,167
Left,R,207,81,39.130434782608695,167
Right,L,207,122,58.93719806763285,167
Right,R,207,106,51.20772946859904,167
Left,L,207,127,61.35265700483091,168
Left,R,207,70,33.81642512077295,168
Right,L,207,118,57.00483091787439,168
Right,R,207,93,44.927536231884055,168
Left,L,207,129,62.31884057971014,169
Left,R,207,88,42.51207729468599,169
Right,L,207,113,54.589371980676326,169
Right,R,207,87,42.028985507246375,169
Left,L,207,137,66.18357487922705,170
Left,R,207,92,44.44444444444444,170
Right,L,207,119,57.48792270531401,170
Right,R,207,96,46.3768115942029,170
Left,L,207,120,57.971014492753625,171
Left,R,207,66,31.88405797101449,171
Right,L,207,104,50.24154589371981,171
Right,R,207,111,53.62318840579711,171
Left,L,207,128,61.83574879227053,172
Left,R,207,68,32.850241545893724,172
Right,L,207,121,58.454106280193244,172
Right,R,207,105,50.72463768115942,172
Left,L,207,136,65.70048309178745,173
Left,R,207,88,42.51207729468599,173
Right,L,207,123,59.42028985507246,173
Right,R,207,111,53.62318840579711,173
Left,L,207,128,61.83574879227053,174
Left,R,207,73,35.26570048309179,174
Right,L,207,112,54.106280193236714,174
Right,R,207,114,55.072463768115945,174
Left,L,207,137,66.18357487922705,175
Left,R,207,82,39.61352657004831,175
Right,L,207,118,57.00483091787439,175
Right,R,207,98,47.34299516908212,175
Left,L,207,128,61.83574879227053,176
Left,R,207,77,37.19806763285024,176
Right,L,207,111,53.62318840579711,176
Right,R,207,96,46.3768115942029,176
Left,L,207,134,64.73429951690821,177
Left,R,207,79,38.164251207729464,177
Right,L,207,120,57.971014492753625,177
Right,R,207,100,48.309178743961354,177
Left,L,207,133,64.25120772946859,178
Left,R,207,72,34.78260869565217,178
Right,L,207,124,59.90338164251207,178
Right,R,207,101,48.792270531400966,178
Left,L,207,139,67.14975845410628,179
Left,R,207,71,34.29951690821256,179
Right,L,207,118,57.00483091787439,179
Right,R,207,105,50.72463768115942,179
Left,L,207,130,62.80193236714976,180
Left,R,207,71,34.29951690821256,180
Right,L,207,115,55.55555555555556,180
Right,R,207,99,47.82608695652174,180
Left,L,207,132,63.76811594202898,181
Left,R,207,72,34.78260869565217,181
Right,L,207,106,51.20772946859904,181
Right,R,207,100,48.309178743961354,181
Left,L,207,139,67.14975845410628,182
Left,R,207,74,35.748792270531396,182
Right,L,207,119,57.48792270531401,182
Right,R,207,90,43.47826086956522,182
Left,L,207,150,72.46376811594203,183
