Condition,nTrials,nCorrect,pCorrect,iteration
Bilateral,924,384,41.55844155844156,377
Control,924,513,55.519480519480524,377
Bilateral,924,414,44.8051948051948,378
Control,924,511,55.3030303030303,378
Bilateral,924,399,43.18181818181818,379
Control,924,495,53.57142857142857,379
Bilateral,924,388,41.99134199134199,380
Control,924,551,59.63203463203464,380
Bilateral,924,373,40.36796536796537,381
Control,924,513,55.519480519480524,381
Bilateral,924,384,41.55844155844156,382
Control,924,492,53.246753246753244,382
Bilateral,924,423,45.77922077922078,383
Control,924,515,55.73593073593074,383
Bilateral,924,401,43.3982683982684,384
Control,924,524,56.709956709956714,384
Bilateral,924,407,44.047619047619044,385
Control,924,532,57.57575757575758,385
Bilateral,924,409,44.26406926406926,386
Control,924,524,56.709956709956714,386
Bilateral,924,411,44.48051948051948,387
Control,924,513,55.519480519480524,387
Bilateral,924,403,43.61471861471862,388
Control,924,510,55.1948051948052,388
Bilateral,924,385,41.66666666666667,389
Control,924,532,57.57575757575758,389
Bilateral,924,395,42.74891774891775,390
Control,924,519,56.16883116883117,390
Bilateral,924,387,41.883116883116884,391
Control,924,534,57.7922077922078,391
Bilateral,924,407,44.047619047619044,392
Control,924,536,58.00865800865801,392
Bilateral,924,397,42.96536796536797,393
Control,924,525,56.81818181818182,393
Bilateral,924,369,39.935064935064936,394
Control,924,526,56.926406926406926,394
Bilateral,924,380,41.125541125541126,395
Control,924,536,58.00865800865801,395
Bilateral,924,376,40.692640692640694,396
Control,924,544,58.87445887445888,396
Bilateral,924,384,41.55844155844156,397
Control,924,504,54.54545454545454,397
Bilateral,924,370,40.04329004329004,398
Control,924,527,57.03463203463204,398
Bilateral,924,398,43.073593073593074,399
Control,924,530,57.35930735930735,399
Bilateral,924,414,44.8051948051948,400
Control,924,518,56.060606060606055,400
Bilateral,924,389,42.099567099567096,401
Control,924,538,58.22510822510822,401
Bilateral,924,375,40.58441558441558,402
Control,924,541,58.549783549783555,402
Bilateral,924,373,40.36796536796537,403
Control,924,540,58.44155844155844,403
Bilateral,924,386,41.77489177489178,404
Control,924,529,57.25108225108225,404
Bilateral,924,400,43.290043290043286,405
Control,924,525,56.81818181818182,405
Bilateral,924,384,41.55844155844156,406
Control,924,512,55.41125541125541,406
Bilateral,924,370,40.04329004329004,407
Control,924,546,59.09090909090909,407
Bilateral,924,389,42.099567099567096,408
Control,924,505,54.65367965367965,408
Bilateral,924,391,42.316017316017316,409
Control,924,535,57.9004329004329,409
Bilateral,924,420,45.45454545454545,410
Control,924,537,58.11688311688312,410
Bilateral,924,395,42.74891774891775,411
Control,924,518,56.060606060606055,411
Bilateral,924,382,41.34199134199134,412
Control,924,538,58.22510822510822,412
Bilateral,924,399,43.18181818181818,413
Control,924,514,55.62770562770562,413
Bilateral,924,402,43.506493506493506,414
Control,924,503,54.43722943722944,414
Bilateral,924,383,41.450216450216445,415
Control,924,532,57.57575757575758,415
Bilateral,924,382,41.34199134199134,416
Control,924,515,55.73593073593074,416
Bilateral,924,356,38.52813852813853,417
Control,924,535,57.9004329004329,417
Bilateral,924,364,39.39393939393939,418
Control,924,519,56.16883116883117,418
Bilateral,924,413,44.696969696969695,419
Control,924,528,57.14285714285714,419
Bilateral,924,387,41.883116883116884,420
Control,924,507,54.87012987012987,420
Bilateral,924,400,43.290043290043286,421
Control,924,533,57.683982683982684,421
Bilateral,924,363,39.285714285714285,422
Control,924,521,56.38528138528138,422
Bilateral,924,382,41.34199134199134,423
Control,924,507,54.87012987012987,423
Bilateral,924,370,40.04329004329004,424
Control,924,529,57.25108225108225,424
Bilateral,924,381,41.23376623376623,425
Control,924,544,58.87445887445888,425
Bilateral,924,411,44.48051948051948,426
Control,924,529,57.25108225108225,426
Bilateral,924,384,41.55844155844156,427
Control,924,519,56.16883116883117,427
Bilateral,924,403,43.61471861471862,428
Control,924,534,57.7922077922078,428
Bilateral,924,389,42.099567099567096,429
Control,924,534,57.7922077922078,429
Bilateral,924,385,41.66666666666667,430
Control,924,529,57.25108225108225,430
Bilateral,924,380,41.125541125541126,431
Control,924,521,56.38528138528138,431
Bilateral,924,381,41.23376623376623,432
Control,924,524,56.709956709956714,432
Bilateral,924,371,40.15151515151515,433
Control,924,527,57.03463203463204,433
Bilateral,924,397,42.96536796536797,434
Control,924,513,55.519480519480524,434
Bilateral,924,383,41.450216450216445,435
Control,924,505,54.65367965367965,435
Bilateral,924,394,42.64069264069264,436
Control,924,527,57.03463203463204,436
Bilateral,924,371,40.15151515151515,437
Control,924,494,53.46320346320347,437
Bilateral,924,386,41.77489177489178,438
Control,924,506,54.761904761904766,438
Bilateral,924,366,39.61038961038961,439
Control,924,496,53.67965367965368,439
Bilateral,924,376,40.692640692640694,440
Control,924,549,59.41558441558441,440
Bilateral,924,396,42.857142857142854,441
Control,924,507,54.87012987012987,441
Bilateral,924,394,42.64069264069264,442
Control,924,507,54.87012987012987,442
Bilateral,924,382,41.34199134199134,443
Control,924,520,56.27705627705628,443
Bilateral,924,366,39.61038961038961,444
Control,924,534,57.7922077922078,444
Bilateral,924,391,42.316017316017316,445
Control,924,527,57.03463203463204,445
Bilateral,924,370,40.04329004329004,446
Control,924,524,56.709956709956714,446
Bilateral,924,386,41.77489177489178,447
Control,924,522,56.493506493506494,447
Bilateral,924,383,41.450216450216445,448
Control,924,512,55.41125541125541,448
Bilateral,924,385,41.66666666666667,449
Control,924,493,53.35497835497836,449
Bilateral,924,382,41.34199134199134,450
Control,924,503,54.43722943722944,450
Bilateral,924,388,41.99134199134199,451
Control,924,509,55.086580086580085,451
Bilateral,924,383,41.450216450216445,452
Control,924,510,55.1948051948052,452
Bilateral,924,417,45.12987012987013,453
Control,924,512,55.41125541125541,453
Bilateral,924,397,42.96536796536797,454
Control,924,505,54.65367965367965,454
Bilateral,924,366,39.61038961038961,455
Control,924,540,58.44155844155844,455
Bilateral,924,404,43.722943722943725,456
Control,924,549,59.41558441558441,456
Bilateral,924,392,42.42424242424242,457
Control,924,501,54.22077922077923,457
Bilateral,924,386,41.77489177489178,458
Control,924,523,56.6017316017316,458
Bilateral,924,397,42.96536796536797,459
Control,924,498,53.896103896103895,459
Bilateral,924,403,43.61471861471862,460
Control,924,532,57.57575757575758,460
Bilateral,924,386,41.77489177489178,461
Control,924,527,57.03463203463204,461
Bilateral,924,369,39.935064935064936,462
Control,924,542,58.658008658008654,462
Bilateral,924,377,40.8008658008658,463
Control,924,514,55.62770562770562,463
Bilateral,924,397,42.96536796536797,464
Control,924,521,56.38528138528138,464
Bilateral,924,379,41.01731601731602,465
Control,924,528,57.14285714285714,465
Bilateral,924,399,43.18181818181818,466
Control,924,533,57.683982683982684,466
Bilateral,924,402,43.506493506493506,467
Control,924,512,55.41125541125541,467
Bilateral,924,387,41.883116883116884,468
Control,924,521,56.38528138528138,468
Bilateral,924,373,40.36796536796537,469
Control,924,543,58.76623376623377,469
Bilateral,924,392,42.42424242424242,470
Control,924,532,57.57575757575758,470
Bilateral,924,397,42.96536796536797,471
Control,924,515,55.73593073593074,471
Bilateral,924,379,41.01731601731602,472
Control,924,512,55.41125541125541,472
Bilateral,924,394,42.64069264069264,473
Control,924,529,57.25108225108225,473
Bilateral,924,386,41.77489177489178,474
Control,924,527,57.03463203463204,474
Bilateral,924,371,40.15151515151515,475
Control,924,547,59.19913419913419,475
Bilateral,924,395,42.74891774891775,476
Control,924,526,56.926406926406926,476
Bilateral,924,402,43.506493506493506,477
Control,924,530,57.35930735930735,477
Bilateral,924,384,41.55844155844156,478
Control,924,545,58.98268398268398,478
Bilateral,924,374,40.476190476190474,479
Control,924,499,54.004329004329,479
Bilateral,924,416,45.02164502164502,480
Control,924,538,58.22510822510822,480
Bilateral,924,383,41.450216450216445,481
Control,924,544,58.87445887445888,481
Bilateral,924,410,44.37229437229438,482
Control,924,520,56.27705627705628,482
Bilateral,924,373,40.36796536796537,483
Control,924,533,57.683982683982684,483
Bilateral,924,382,41.34199134199134,484
Control,924,532,57.57575757575758,484
Bilateral,924,389,42.099567099567096,485
Control,924,539,58.333333333333336,485
Bilateral,924,379,41.01731601731602,486
Control,924,515,55.73593073593074,486
Bilateral,924,397,42.96536796536797,487
Control,924,543,58.76623376623377,487
Bilateral,924,385,41.66666666666667,488
Control,924,499,54.004329004329,488
Bilateral,924,419,45.34632034632035,489
Control,924,503,54.43722943722944,489
Bilateral,924,391,42.316017316017316,490
Control,924,512,55.41125541125541,490
Bilateral,924,404,43.722943722943725,491
Control,924,519,56.16883116883117,491
Bilateral,924,400,43.290043290043286,492
Control,924,527,57.03463203463204,492
Bilateral,924,368,39.82683982683983,493
Control,924,559,60.497835497835496,493
Bilateral,924,391,42.316017316017316,494
Control,924,526,56.926406926406926,494
Bilateral,924,371,40.15151515151515,495
Control,924,525,56.81818181818182,495
Bilateral,924,388,41.99134199134199,496
Control,924,530,57.35930735930735,496
Bilateral,924,407,44.047619047619044,497
Control,924,504,54.54545454545454,497
Bilateral,924,382,41.34199134199134,498
Control,924,514,55.62770562770562,498
Bilateral,924,397,42.96536796536797,499
Control,924,527,57.03463203463204,499
Bilateral,924,382,41.34199134199134,500
Control,924,528,57.14285714285714,500
Bilateral,924,394,42.64069264069264,501
Control,924,541,58.549783549783555,501
Bilateral,924,388,41.99134199134199,502
Control,924,515,55.73593073593074,502
Bilateral,924,394,42.64069264069264,503
Control,924,509,55.086580086580085,503
Bilateral,924,381,41.23376623376623,504
Control,924,518,56.060606060606055,504
Bilateral,924,392,42.42424242424242,505
Control,924,541,58.549783549783555,505
Bilateral,924,375,40.58441558441558,506
Control,924,533,57.683982683982684,506
Bilateral,924,372,40.25974025974026,507
Control,924,529,57.25108225108225,507
Bilateral,924,405,43.83116883116883,508
Control,924,499,54.004329004329,508
Bilateral,924,379,41.01731601731602,509
Control,924,510,55.1948051948052,509
Bilateral,924,387,41.883116883116884,510
Control,924,529,57.25108225108225,510
Bilateral,924,397,42.96536796536797,511
Control,924,544,58.87445887445888,511
Bilateral,924,383,41.450216450216445,512
Control,924,509,55.086580086580085,512
Bilateral,924,385,41.66666666666667,513
Control,924,501,54.22077922077923,513
Bilateral,924,384,41.55844155844156,514
Control,924,532,57.57575757575758,514
Bilateral,924,396,42.857142857142854,515
Control,924,528,57.14285714285714,515
Bilateral,924,376,40.692640692640694,516
Control,924,517,55.952380952380956,516
Bilateral,924,387,41.883116883116884,517
Control,924,517,55.952380952380956,517
Bilateral,924,394,42.64069264069264,518
Control,924,512,55.41125541125541,518
Bilateral,924,398,43.073593073593074,519
Control,924,524,56.709956709956714,519
Bilateral,924,388,41.99134199134199,520
Control,924,541,58.549783549783555,520
Bilateral,924,375,40.58441558441558,521
Control,924,536,58.00865800865801,521
Bilateral,924,373,40.36796536796537,522
Control,924,523,56.6017316017316,522
Bilateral,924,377,40.8008658008658,523
Control,924,550,59.523809523809526,523
Bilateral,924,415,44.91341991341991,524
Control,924,544,58.87445887445888,524
Bilateral,924,406,43.93939393939394,525
Control,924,519,56.16883116883117,525
Bilateral,924,375,40.58441558441558,526
Control,924,526,56.926406926406926,526
Bilateral,924,383,41.450216450216445,527
Control,924,549,59.41558441558441,527
Bilateral,924,387,41.883116883116884,528
Control,924,517,55.952380952380956,528
Bilateral,924,366,39.61038961038961,529
Control,924,520,56.27705627705628,529
Bilateral,924,420,45.45454545454545,530
Control,924,527,57.03463203463204,530
Bilateral,924,383,41.450216450216445,531
Control,924,506,54.761904761904766,531
Bilateral,924,374,40.476190476190474,532
Control,924,538,58.22510822510822,532
Bilateral,924,379,41.01731601731602,533
Control,924,516,55.84415584415584,533
Bilateral,924,385,41.66666666666667,534
Control,924,519,56.16883116883117,534
Bilateral,924,402,43.506493506493506,535
Control,924,519,56.16883116883117,535
Bilateral,924,396,42.857142857142854,536
Control,924,509,55.086580086580085,536
Bilateral,924,404,43.722943722943725,537
Control,924,532,57.57575757575758,537
Bilateral,924,394,42.64069264069264,538
Control,924,521,56.38528138528138,538
Bilateral,924,386,41.77489177489178,539
Control,924,530,57.35930735930735,539
Bilateral,924,399,43.18181818181818,540
Control,924,536,58.00865800865801,540
Bilateral,924,394,42.64069264069264,541
Control,924,507,54.87012987012987,541
Bilateral,924,398,43.073593073593074,542
Control,924,536,58.00865800865801,542
Bilateral,924,390,42.2077922077922,543
Control,924,502,54.32900432900433,543
Bilateral,924,392,42.42424242424242,544
Control,924,533,57.683982683982684,544
Bilateral,924,401,43.3982683982684,545
Control,924,490,53.03030303030303,545
Bilateral,924,390,42.2077922077922,546
Control,924,508,54.97835497835498,546
Bilateral,924,366,39.61038961038961,547
Control,924,533,57.683982683982684,547
Bilateral,924,389,42.099567099567096,548
Control,924,503,54.43722943722944,548
Bilateral,924,403,43.61471861471862,549
Control,924,530,57.35930735930735,549
Bilateral,924,401,43.3982683982684,550
Control,924,513,55.519480519480524,550
Bilateral,924,405,43.83116883116883,551
Control,924,536,58.00865800865801,551
Bilateral,924,367,39.71861471861472,552
Control,924,487,52.70562770562771,552
Bilateral,924,400,43.290043290043286,553
Control,924,521,56.38528138528138,553
Bilateral,924,406,43.93939393939394,554
Control,924,533,57.683982683982684,554
Bilateral,924,403,43.61471861471862,555
Control,924,487,52.70562770562771,555
Bilateral,924,407,44.047619047619044,556
Control,924,517,55.952380952380956,556
Bilateral,924,372,40.25974025974026,557
Control,924,512,55.41125541125541,557
Bilateral,924,410,44.37229437229438,558
Control,924,508,54.97835497835498,558
Bilateral,924,397,42.96536796536797,559
Control,924,527,57.03463203463204,559
Bilateral,924,387,41.883116883116884,560
Control,924,534,57.7922077922078,560
Bilateral,924,380,41.125541125541126,561
Control,924,501,54.22077922077923,561
Bilateral,924,387,41.883116883116884,562
Control,924,515,55.73593073593074,562
Bilateral,924,407,44.047619047619044,563
Control,924,528,57.14285714285714,563
Bilateral,924,397,42.96536796536797,564
Control,924,518,56.060606060606055,564
Bilateral,924,402,43.506493506493506,565
Control,924,520,56.27705627705628,565
Bilateral,924,397,42.96536796536797,566
Control,924,504,54.54545454545454,566
Bilateral,924,383,41.450216450216445,567
Control,924,532,57.57575757575758,567
Bilateral,924,400,43.290043290043286,568
Control,924,516,55.84415584415584,568
Bilateral,924,388,41.99134199134199,569
Control,924,499,54.004329004329,569
Bilateral,924,388,41.99134199134199,570
Control,924,515,55.73593073593074,570
Bilateral,924,396,42.857142857142854,571
Control,924,530,57.35930735930735,571
Bilateral,924,381,41.23376623376623,572
Control,924,525,56.81818181818182,572
Bilateral,924,368,39.82683982683983,573
Control,924,505,54.65367965367965,573
Bilateral,924,380,41.125541125541126,574
Control,924,529,57.25108225108225,574
Bilateral,924,379,41.01731601731602,575
Control,924,503,54.43722943722944,575
Bilateral,924,393,42.532467532467535,576
Control,924,499,54.004329004329,576
Bilateral,924,385,41.66666666666667,577
Control,924,512,55.41125541125541,577
Bilateral,924,384,41.55844155844156,578
Control,924,503,54.43722943722944,578
Bilateral,924,362,39.17748917748918,579
Control,924,518,56.060606060606055,579
Bilateral,924,382,41.34199134199134,580
Control,924,516,55.84415584415584,580
Bilateral,924,372,40.25974025974026,581
Control,924,501,54.22077922077923,581
Bilateral,924,386,41.77489177489178,582
Control,924,513,55.519480519480524,582
Bilateral,924,372,40.25974025974026,583
Control,924,514,55.62770562770562,583
Bilateral,924,379,41.01731601731602,584
Control,924,561,60.71428571428571,584
Bilateral,924,382,41.34199134199134,585
Control,924,538,58.22510822510822,585
Bilateral,924,394,42.64069264069264,586
Control,924,522,56.493506493506494,586
Bilateral,924,395,42.74891774891775,587
Control,924,534,57.7922077922078,587
Bilateral,924,394,42.64069264069264,588
Control,924,528,57.14285714285714,588
Bilateral,924,394,42.64069264069264,589
Control,924,511,55.3030303030303,589
Bilateral,924,402,43.506493506493506,590
Control,924,523,56.6017316017316,590
Bilateral,924,418,45.23809523809524,591
Control,924,491,53.13852813852814,591
Bilateral,924,399,43.18181818181818,592
Control,924,508,54.97835497835498,592
Bilateral,924,378,40.909090909090914,593
Control,924,509,55.086580086580085,593
Bilateral,924,402,43.506493506493506,594
Control,924,516,55.84415584415584,594
Bilateral,924,403,43.61471861471862,595
Control,924,561,60.71428571428571,595
Bilateral,924,384,41.55844155844156,596
Control,924,530,57.35930735930735,596
Bilateral,924,358,38.74458874458874,597
Control,924,513,55.519480519480524,597
Bilateral,924,393,42.532467532467535,598
Control,924,518,56.060606060606055,598
Bilateral,924,369,39.935064935064936,599
Control,924,537,58.11688311688312,599
Bilateral,924,388,41.99134199134199,600
Control,924,554,59.95670995670995,600
Bilateral,924,394,42.64069264069264,601
Control,924,543,58.76623376623377,601
Bilateral,924,385,41.66666666666667,602
Control,924,534,57.7922077922078,602
Bilateral,924,391,42.316017316017316,603
Control,924,523,56.6017316017316,603
Bilateral,924,403,43.61471861471862,604
Control,924,545,58.98268398268398,604
Bilateral,924,392,42.42424242424242,605
Control,924,560,60.60606060606061,605
Bilateral,924,395,42.74891774891775,606
Control,924,525,56.81818181818182,606
Bilateral,924,382,41.34199134199134,607
Control,924,534,57.7922077922078,607
Bilateral,924,384,41.55844155844156,608
Control,924,519,56.16883116883117,608
Bilateral,924,398,43.073593073593074,609
Control,924,526,56.926406926406926,609
Bilateral,924,368,39.82683982683983,610
Control,924,506,54.761904761904766,610
Bilateral,924,403,43.61471861471862,611
Control,924,506,54.761904761904766,611
Bilateral,924,379,41.01731601731602,612
Control,924,544,58.87445887445888,612
Bilateral,924,390,42.2077922077922,613
Control,924,505,54.65367965367965,613
Bilateral,924,380,41.125541125541126,614
Control,924,503,54.43722943722944,614
Bilateral,924,384,41.55844155844156,615
Control,924,524,56.709956709956714,615
Bilateral,924,386,41.77489177489178,616
Control,924,523,56.6017316017316,616
Bilateral,924,382,41.34199134199134,617
Control,924,508,54.97835497835498,617
Bilateral,924,378,40.909090909090914,618
Control,924,520,56.27705627705628,618
Bilateral,924,391,42.316017316017316,619
Control,924,518,56.060606060606055,619
Bilateral,924,387,41.883116883116884,620
Control,924,517,55.952380952380956,620
Bilateral,924,373,40.36796536796537,621
Control,924,513,55.519480519480524,621
Bilateral,924,412,44.58874458874459,622
Control,924,515,55.73593073593074,622
Bilateral,924,406,43.93939393939394,623
Control,924,517,55.952380952380956,623
Bilateral,924,369,39.935064935064936,624
Control,924,514,55.62770562770562,624
Bilateral,924,376,40.692640692640694,625
Control,924,550,59.523809523809526,625
Bilateral,924,377,40.8008658008658,626
Control,924,541,58.549783549783555,626
Bilateral,924,401,43.3982683982684,627
Control,924,513,55.519480519480524,627
Bilateral,924,367,39.71861471861472,628
Control,924,531,57.467532467532465,628
Bilateral,924,414,44.8051948051948,629
Control,924,555,60.064935064935064,629
Bilateral,924,401,43.3982683982684,630
Control,924,539,58.333333333333336,630
Bilateral,924,402,43.506493506493506,631
Control,924,495,53.57142857142857,631
Bilateral,924,393,42.532467532467535,632
Control,924,528,57.14285714285714,632
Bilateral,924,370,40.04329004329004,633
Control,924,539,58.333333333333336,633
Bilateral,924,379,41.01731601731602,634
Control,924,516,55.84415584415584,634
Bilateral,924,377,40.8008658008658,635
Control,924,506,54.761904761904766,635
Bilateral,924,404,43.722943722943725,636
Control,924,525,56.81818181818182,636
Bilateral,924,388,41.99134199134199,637
Control,924,544,58.87445887445888,637
Bilateral,924,396,42.857142857142854,638
Control,924,532,57.57575757575758,638
Bilateral,924,383,41.450216450216445,639
Control,924,487,52.70562770562771,639
Bilateral,924,395,42.74891774891775,640
Control,924,504,54.54545454545454,640
Bilateral,924,402,43.506493506493506,641
Control,924,526,56.926406926406926,641
Bilateral,924,398,43.073593073593074,642
Control,924,497,53.78787878787878,642
Bilateral,924,408,44.15584415584416,643
Control,924,549,59.41558441558441,643
Bilateral,924,371,40.15151515151515,644
Control,924,514,55.62770562770562,644
Bilateral,924,378,40.909090909090914,645
Control,924,507,54.87012987012987,645
Bilateral,924,374,40.476190476190474,646
Control,924,516,55.84415584415584,646
Bilateral,924,401,43.3982683982684,647
Control,924,531,57.467532467532465,647
Bilateral,924,375,40.58441558441558,648
Control,924,488,52.81385281385281,648
Bilateral,924,383,41.450216450216445,649
Control,924,531,57.467532467532465,649
Bilateral,924,417,45.12987012987013,650
Control,924,504,54.54545454545454,650
Bilateral,924,375,40.58441558441558,651
Control,924,516,55.84415584415584,651
Bilateral,924,379,41.01731601731602,652
Control,924,495,53.57142857142857,652
Bilateral,924,366,39.61038961038961,653
Control,924,524,56.709956709956714,653
Bilateral,924,418,45.23809523809524,654
Control,924,529,57.25108225108225,654
Bilateral,924,378,40.909090909090914,655
Control,924,531,57.467532467532465,655
Bilateral,924,383,41.450216450216445,656
Control,924,513,55.519480519480524,656
Bilateral,924,375,40.58441558441558,657
Control,924,525,56.81818181818182,657
Bilateral,924,391,42.316017316017316,658
Control,924,504,54.54545454545454,658
Bilateral,924,411,44.48051948051948,659
Control,924,515,55.73593073593074,659
Bilateral,924,381,41.23376623376623,660
Control,924,529,57.25108225108225,660
Bilateral,924,390,42.2077922077922,661
Control,924,534,57.7922077922078,661
Bilateral,924,405,43.83116883116883,662
Control,924,516,55.84415584415584,662
Bilateral,924,397,42.96536796536797,663
Control,924,521,56.38528138528138,663
Bilateral,924,398,43.073593073593074,664
Control,924,537,58.11688311688312,664
Bilateral,924,386,41.77489177489178,665
Control,924,532,57.57575757575758,665
Bilateral,924,405,43.83116883116883,666
Control,924,504,54.54545454545454,666
Bilateral,924,373,40.36796536796537,667
Control,924,522,56.493506493506494,667
Bilateral,924,393,42.532467532467535,668
Control,924,530,57.35930735930735,668
Bilateral,924,385,41.66666666666667,669
Control,924,510,55.1948051948052,669
Bilateral,924,393,42.532467532467535,670
Control,924,530,57.35930735930735,670
Bilateral,924,404,43.722943722943725,671
Control,924,513,55.519480519480524,671
Bilateral,924,402,43.506493506493506,672
Control,924,524,56.709956709956714,672
Bilateral,924,393,42.532467532467535,673
Control,924,523,56.6017316017316,673
Bilateral,924,363,39.285714285714285,674
Control,924,531,57.467532467532465,674
Bilateral,924,400,43.290043290043286,675
Control,924,533,57.683982683982684,675
Bilateral,924,380,41.125541125541126,676
Control,924,514,55.62770562770562,676
Bilateral,924,385,41.66666666666667,677
Control,924,535,57.9004329004329,677
Bilateral,924,377,40.8008658008658,678
Control,924,501,54.22077922077923,678
Bilateral,924,401,43.3982683982684,679
Control,924,502,54.32900432900433,679
Bilateral,924,399,43.18181818181818,680
Control,924,493,53.35497835497836,680
Bilateral,924,380,41.125541125541126,681
Control,924,527,57.03463203463204,681
Bilateral,924,374,40.476190476190474,682
Control,924,532,57.57575757575758,682
Bilateral,924,381,41.23376623376623,683
Control,924,500,54.112554112554115,683
Bilateral,924,401,43.3982683982684,684
Control,924,506,54.761904761904766,684
Bilateral,924,389,42.099567099567096,685
Control,924,506,54.761904761904766,685
Bilateral,924,365,39.5021645021645,686
Control,924,503,54.43722943722944,686
Bilateral,924,376,40.692640692640694,687
Control,924,518,56.060606060606055,687
Bilateral,924,380,41.125541125541126,688
Control,924,540,58.44155844155844,688
Bilateral,924,390,42.2077922077922,689
Control,924,519,56.16883116883117,689
Bilateral,924,389,42.099567099567096,690
Control,924,511,55.3030303030303,690
Bilateral,924,399,43.18181818181818,691
Control,924,526,56.926406926406926,691
Bilateral,924,415,44.91341991341991,692
Control,924,520,56.27705627705628,692
Bilateral,924,410,44.37229437229438,693
Control,924,495,53.57142857142857,693
Bilateral,924,386,41.77489177489178,694
Control,924,514,55.62770562770562,694
Bilateral,924,404,43.722943722943725,695
Control,924,525,56.81818181818182,695
Bilateral,924,384,41.55844155844156,696
Control,924,507,54.87012987012987,696
Bilateral,924,384,41.55844155844156,697
Control,924,527,57.03463203463204,697
Bilateral,924,406,43.93939393939394,698
Control,924,512,55.41125541125541,698
Bilateral,924,388,41.99134199134199,699
Control,924,482,52.16450216450217,699
Bilateral,924,384,41.55844155844156,700
Control,924,517,55.952380952380956,700
Bilateral,924,378,40.909090909090914,701
Control,924,523,56.6017316017316,701
Bilateral,924,391,42.316017316017316,702
Control,924,528,57.14285714285714,702
Bilateral,924,392,42.42424242424242,703
Control,924,526,56.926406926406926,703
Bilateral,924,394,42.64069264069264,704
Control,924,503,54.43722943722944,704
Bilateral,924,397,42.96536796536797,705
Control,924,526,56.926406926406926,705
Bilateral,924,374,40.476190476190474,706
Control,924,531,57.467532467532465,706
Bilateral,924,393,42.532467532467535,707
Control,924,502,54.32900432900433,707
Bilateral,924,418,45.23809523809524,708
Control,924,531,57.467532467532465,708
Bilateral,924,390,42.2077922077922,709
Control,924,513,55.519480519480524,709
Bilateral,924,425,45.995670995671,710
Control,924,522,56.493506493506494,710
Bilateral,924,397,42.96536796536797,711
Control,924,511,55.3030303030303,711
Bilateral,924,387,41.883116883116884,712
Control,924,521,56.38528138528138,712
Bilateral,924,377,40.8008658008658,713
Control,924,537,58.11688311688312,713
Bilateral,924,382,41.34199134199134,714
Control,924,534,57.7922077922078,714
Bilateral,924,382,41.34199134199134,715
Control,924,533,57.683982683982684,715
Bilateral,924,388,41.99134199134199,716
Control,924,508,54.97835497835498,716
Bilateral,924,389,42.099567099567096,717
Control,924,528,57.14285714285714,717
Bilateral,924,376,40.692640692640694,718
Control,924,507,54.87012987012987,718
Bilateral,924,371,40.15151515151515,719
Control,924,547,59.19913419913419,719
Bilateral,924,375,40.58441558441558,720
Control,924,503,54.43722943722944,720
Bilateral,924,398,43.073593073593074,721
Control,924,506,54.761904761904766,721
Bilateral,924,376,40.692640692640694,722
Control,924,515,55.73593073593074,722
Bilateral,924,375,40.58441558441558,723
Control,924,504,54.54545454545454,723
Bilateral,924,406,43.93939393939394,724
Control,924,509,55.086580086580085,724
Bilateral,924,382,41.34199134199134,725
Control,924,536,58.00865800865801,725
Bilateral,924,383,41.450216450216445,726
Control,924,521,56.38528138528138,726
Bilateral,924,405,43.83116883116883,727
Control,924,510,55.1948051948052,727
Bilateral,924,402,43.506493506493506,728
Control,924,527,57.03463203463204,728
Bilateral,924,380,41.125541125541126,729
Control,924,538,58.22510822510822,729
Bilateral,924,390,42.2077922077922,730
Control,924,507,54.87012987012987,730
Bilateral,924,377,40.8008658008658,731
Control,924,499,54.004329004329,731
Bilateral,924,406,43.93939393939394,732
Control,924,523,56.6017316017316,732
Bilateral,924,405,43.83116883116883,733
Control,924,530,57.35930735930735,733
Bilateral,924,394,42.64069264069264,734
Control,924,498,53.896103896103895,734
Bilateral,924,381,41.23376623376623,735
Control,924,531,57.467532467532465,735
Bilateral,924,365,39.5021645021645,736
Control,924,530,57.35930735930735,736
Bilateral,924,393,42.532467532467535,737
Control,924,492,53.246753246753244,737
Bilateral,924,401,43.3982683982684,738
Control,924,534,57.7922077922078,738
Bilateral,924,415,44.91341991341991,739
Control,924,516,55.84415584415584,739
Bilateral,924,394,42.64069264069264,740
Control,924,531,57.467532467532465,740
Bilateral,924,398,43.073593073593074,741
Control,924,530,57.35930735930735,741
Bilateral,924,385,41.66666666666667,742
Control,924,527,57.03463203463204,742
Bilateral,924,386,41.77489177489178,743
Control,924,507,54.87012987012987,743
Bilateral,924,360,38.961038961038966,744
Control,924,499,54.004329004329,744
Bilateral,924,418,45.23809523809524,745
Control,924,508,54.97835497835498,745
Bilateral,924,399,43.18181818181818,746
Control,924,540,58.44155844155844,746
Bilateral,924,387,41.883116883116884,747
Control,924,538,58.22510822510822,747
Bilateral,924,386,41.77489177489178,748
Control,924,525,56.81818181818182,748
Bilateral,924,394,42.64069264069264,749
Control,924,532,57.57575757575758,749
Bilateral,924,388,41.99134199134199,750
Control,924,506,54.761904761904766,750
Bilateral,924,380,41.125541125541126,751
Control,924,526,56.926406926406926,751
Bilateral,924,401,43.3982683982684,752
Control,924,529,57.25108225108225,752
Bilateral,924,388,41.99134199134199,753
Control,924,532,57.57575757575758,753
Bilateral,924,395,42.74891774891775,754
