Condition,spkr_hemifield,nTrials,nCorrect,pCorrect,iteration
Right,R,81,30,37.03703703703704,21
Bilateral,L,81,30,37.03703703703704,22
Bilateral,R,81,32,39.50617283950617,22
Control,L,81,37,45.67901234567901,22
Control,R,81,44,54.32098765432099,22
Left,L,81,20,24.691358024691358,22
Left,R,81,18,22.22222222222222,22
Right,L,81,19,23.456790123456788,22
Right,R,81,40,49.382716049382715,22
Bilateral,L,81,29,35.80246913580247,23
Bilateral,R,81,25,30.864197530864196,23
Control,L,81,39,48.148148148148145,23
Control,R,81,41,50.617283950617285,23
Left,L,81,28,34.5679012345679,23
Left,R,81,14,17.28395061728395,23
Right,L,81,21,25.925925925925924,23
Right,R,81,35,43.20987654320987,23
Bilateral,L,81,32,39.50617283950617,24
Bilateral,R,81,34,41.9753086419753,24
Control,L,81,35,43.20987654320987,24
Control,R,81,45,55.55555555555556,24
Left,L,81,25,30.864197530864196,24
Left,R,81,17,20.98765432098765,24
Right,L,81,14,17.28395061728395,24
Right,R,81,36,44.44444444444444,24
Bilateral,L,81,28,34.5679012345679,25
Bilateral,R,81,32,39.50617283950617,25
Control,L,81,45,55.55555555555556,25
Control,R,81,30,37.03703703703704,25
Left,L,81,19,23.456790123456788,25
Left,R,81,13,16.049382716049383,25
Right,L,81,22,27.160493827160494,25
Right,R,81,41,50.617283950617285,25
Bilateral,L,81,27,33.33333333333333,26
Bilateral,R,81,31,38.2716049382716,26
Control,L,81,32,39.50617283950617,26
Control,R,81,30,37.03703703703704,26
Left,L,81,26,32.098765432098766,26
Left,R,81,13,16.049382716049383,26
Right,L,81,16,19.753086419753085,26
Right,R,81,37,45.67901234567901,26
Bilateral,L,81,30,37.03703703703704,27
Bilateral,R,81,24,29.629629629629626,27
Control,L,81,42,51.85185185185185,27
Control,R,81,41,50.617283950617285,27
Left,L,81,25,30.864197530864196,27
Left,R,81,12,14.814814814814813,27
Right,L,81,23,28.39506172839506,27
Right,R,81,41,50.617283950617285,27
Bilateral,L,81,23,28.39506172839506,28
Bilateral,R,81,32,39.50617283950617,28
Control,L,81,38,46.913580246913575,28
Control,R,81,40,49.382716049382715,28
Left,L,81,21,25.925925925925924,28
Left,R,81,13,16.049382716049383,28
Right,L,81,22,27.160493827160494,28
Right,R,81,40,49.382716049382715,28
Bilateral,L,81,25,30.864197530864196,29
Bilateral,R,81,28,34.5679012345679,29
Control,L,81,39,48.148148148148145,29
Control,R,81,43,53.086419753086425,29
Left,L,81,24,29.629629629629626,29
Left,R,81,12,14.814814814814813,29
Right,L,81,15,18.51851851851852,29
Right,R,81,45,55.55555555555556,29
Bilateral,L,81,36,44.44444444444444,30
Bilateral,R,81,21,25.925925925925924,30
Control,L,81,34,41.9753086419753,30
Control,R,81,43,53.086419753086425,30
Left,L,81,29,35.80246913580247,30
Left,R,81,17,20.98765432098765,30
Right,L,81,19,23.456790123456788,30
Right,R,81,40,49.382716049382715,30
Bilateral,L,81,30,37.03703703703704,31
Bilateral,R,81,32,39.50617283950617,31
Control,L,81,37,45.67901234567901,31
Control,R,81,42,51.85185185185185,31
Left,L,81,29,35.80246913580247,31
Left,R,81,16,19.753086419753085,31
Right,L,81,21,25.925925925925924,31
Right,R,81,35,43.20987654320987,31
Bilateral,L,81,32,39.50617283950617,32
Bilateral,R,81,35,43.20987654320987,32
Control,L,81,38,46.913580246913575,32
Control,R,81,43,53.086419753086425,32
Left,L,81,21,25.925925925925924,32
Left,R,81,20,24.691358024691358,32
Right,L,81,25,30.864197530864196,32
Right,R,81,31,38.2716049382716,32
Bilateral,L,81,22,27.160493827160494,33
Bilateral,R,81,30,37.03703703703704,33
Control,L,81,34,41.9753086419753,33
Control,R,81,35,43.20987654320987,33
Left,L,81,27,33.33333333333333,33
Left,R,81,20,24.691358024691358,33
Right,L,81,14,17.28395061728395,33
Right,R,81,28,34.5679012345679,33
Bilateral,L,81,30,37.03703703703704,34
Bilateral,R,81,22,27.160493827160494,34
Control,L,81,35,43.20987654320987,34
Control,R,81,45,55.55555555555556,34
Left,L,81,29,35.80246913580247,34
Left,R,81,15,18.51851851851852,34
Right,L,81,22,27.160493827160494,34
Right,R,81,32,39.50617283950617,34
Bilateral,L,81,38,46.913580246913575,35
Bilateral,R,81,31,38.2716049382716,35
Control,L,81,28,34.5679012345679,35
Control,R,81,40,49.382716049382715,35
Left,L,81,24,29.629629629629626,35
Left,R,81,15,18.51851851851852,35
Right,L,81,19,23.456790123456788,35
Right,R,81,33,40.74074074074074,35
Bilateral,L,81,31,38.2716049382716,36
Bilateral,R,81,33,40.74074074074074,36
Control,L,81,37,45.67901234567901,36
Control,R,81,35,43.20987654320987,36
Left,L,81,26,32.098765432098766,36
Left,R,81,17,20.98765432098765,36
Right,L,81,19,23.456790123456788,36
Right,R,81,33,40.74074074074074,36
Bilateral,L,81,29,35.80246913580247,37
Bilateral,R,81,30,37.03703703703704,37
Control,L,81,35,43.20987654320987,37
Control,R,81,41,50.617283950617285,37
Left,L,81,27,33.33333333333333,37
Left,R,81,15,18.51851851851852,37
Right,L,81,16,19.753086419753085,37
Right,R,81,39,48.148148148148145,37
Bilateral,L,81,21,25.925925925925924,38
Bilateral,R,81,35,43.20987654320987,38
Control,L,81,35,43.20987654320987,38
Control,R,81,41,50.617283950617285,38
Left,L,81,27,33.33333333333333,38
Left,R,81,16,19.753086419753085,38
Right,L,81,15,18.51851851851852,38
Right,R,81,32,39.50617283950617,38
Bilateral,L,81,33,40.74074074074074,39
Bilateral,R,81,28,34.5679012345679,39
Control,L,81,30,37.03703703703704,39
Control,R,81,41,50.617283950617285,39
Left,L,81,24,29.629629629629626,39
Left,R,81,15,18.51851851851852,39
Right,L,81,23,28.39506172839506,39
Right,R,81,33,40.74074074074074,39
Bilateral,L,81,35,43.20987654320987,40
Bilateral,R,81,32,39.50617283950617,40
Control,L,81,43,53.086419753086425,40
Control,R,81,41,50.617283950617285,40
Left,L,81,19,23.456790123456788,40
Left,R,81,13,16.049382716049383,40
Right,L,81,20,24.691358024691358,40
Right,R,81,31,38.2716049382716,40
Bilateral,L,81,32,39.50617283950617,41
Bilateral,R,81,27,33.33333333333333,41
Control,L,81,39,48.148148148148145,41
Control,R,81,47,58.0246913580247,41
Left,L,81,22,27.160493827160494,41
Left,R,81,17,20.98765432098765,41
Right,L,81,19,23.456790123456788,41
Right,R,81,38,46.913580246913575,41
Bilateral,L,81,30,37.03703703703704,42
Bilateral,R,81,32,39.50617283950617,42
Control,L,81,32,39.50617283950617,42
Control,R,81,44,54.32098765432099,42
Left,L,81,34,41.9753086419753,42
Left,R,81,20,24.691358024691358,42
Right,L,81,16,19.753086419753085,42
Right,R,81,37,45.67901234567901,42
Bilateral,L,81,25,30.864197530864196,43
Bilateral,R,81,28,34.5679012345679,43
Control,L,81,29,35.80246913580247,43
Control,R,81,53,65.4320987654321,43
Left,L,81,21,25.925925925925924,43
Left,R,81,16,19.753086419753085,43
Right,L,81,15,18.51851851851852,43
Right,R,81,33,40.74074074074074,43
Bilateral,L,81,27,33.33333333333333,44
Bilateral,R,81,26,32.098765432098766,44
Control,L,81,37,45.67901234567901,44
Control,R,81,36,44.44444444444444,44
Left,L,81,30,37.03703703703704,44
Left,R,81,13,16.049382716049383,44
Right,L,81,16,19.753086419753085,44
Right,R,81,36,44.44444444444444,44
Bilateral,L,81,31,38.2716049382716,45
Bilateral,R,81,35,43.20987654320987,45
Control,L,81,39,48.148148148148145,45
Control,R,81,44,54.32098765432099,45
Left,L,81,28,34.5679012345679,45
Left,R,81,12,14.814814814814813,45
Right,L,81,23,28.39506172839506,45
Right,R,81,34,41.9753086419753,45
Bilateral,L,81,26,32.098765432098766,46
Bilateral,R,81,38,46.913580246913575,46
Control,L,81,41,50.617283950617285,46
Control,R,81,47,58.0246913580247,46
Left,L,81,32,39.50617283950617,46
Left,R,81,12,14.814814814814813,46
Right,L,81,21,25.925925925925924,46
Right,R,81,33,40.74074074074074,46
Bilateral,L,81,23,28.39506172839506,47
Bilateral,R,81,34,41.9753086419753,47
Control,L,81,36,44.44444444444444,47
Control,R,81,40,49.382716049382715,47
Left,L,81,23,28.39506172839506,47
Left,R,81,13,16.049382716049383,47
Right,L,81,15,18.51851851851852,47
Right,R,81,36,44.44444444444444,47
Bilateral,L,81,23,28.39506172839506,48
Bilateral,R,81,29,35.80246913580247,48
Control,L,81,40,49.382716049382715,48
Control,R,81,41,50.617283950617285,48
Left,L,81,32,39.50617283950617,48
Left,R,81,14,17.28395061728395,48
Right,L,81,22,27.160493827160494,48
Right,R,81,42,51.85185185185185,48
Bilateral,L,81,31,38.2716049382716,49
Bilateral,R,81,28,34.5679012345679,49
Control,L,81,39,48.148148148148145,49
Control,R,81,35,43.20987654320987,49
Left,L,81,24,29.629629629629626,49
Left,R,81,13,16.049382716049383,49
Right,L,81,11,13.580246913580247,49
Right,R,81,24,29.629629629629626,49
Bilateral,L,81,29,35.80246913580247,50
Bilateral,R,81,26,32.098765432098766,50
Control,L,81,37,45.67901234567901,50
Control,R,81,36,44.44444444444444,50
Left,L,81,24,29.629629629629626,50
Left,R,81,18,22.22222222222222,50
Right,L,81,20,24.691358024691358,50
Right,R,81,38,46.913580246913575,50
Bilateral,L,81,29,35.80246913580247,51
Bilateral,R,81,32,39.50617283950617,51
Control,L,81,38,46.913580246913575,51
Control,R,81,42,51.85185185185185,51
Left,L,81,21,25.925925925925924,51
Left,R,81,17,20.98765432098765,51
Right,L,81,18,22.22222222222222,51
Right,R,81,41,50.617283950617285,51
Bilateral,L,81,38,46.913580246913575,52
Bilateral,R,81,31,38.2716049382716,52
Control,L,81,37,45.67901234567901,52
Control,R,81,45,55.55555555555556,52
Left,L,81,26,32.098765432098766,52
Left,R,81,11,13.580246913580247,52
Right,L,81,16,19.753086419753085,52
Right,R,81,39,48.148148148148145,52
Bilateral,L,81,28,34.5679012345679,53
Bilateral,R,81,32,39.50617283950617,53
Control,L,81,25,30.864197530864196,53
Control,R,81,45,55.55555555555556,53
Left,L,81,27,33.33333333333333,53
Left,R,81,19,23.456790123456788,53
Right,L,81,15,18.51851851851852,53
Right,R,81,40,49.382716049382715,53
Bilateral,L,81,28,34.5679012345679,54
Bilateral,R,81,35,43.20987654320987,54
Control,L,81,32,39.50617283950617,54
Control,R,81,34,41.9753086419753,54
Left,L,81,25,30.864197530864196,54
Left,R,81,16,19.753086419753085,54
Right,L,81,12,14.814814814814813,54
Right,R,81,29,35.80246913580247,54
Bilateral,L,81,30,37.03703703703704,55
Bilateral,R,81,31,38.2716049382716,55
Control,L,81,41,50.617283950617285,55
Control,R,81,42,51.85185185185185,55
Left,L,81,26,32.098765432098766,55
Left,R,81,14,17.28395061728395,55
Right,L,81,23,28.39506172839506,55
Right,R,81,37,45.67901234567901,55
Bilateral,L,81,30,37.03703703703704,56
Bilateral,R,81,24,29.629629629629626,56
Control,L,81,32,39.50617283950617,56
Control,R,81,41,50.617283950617285,56
Left,L,81,23,28.39506172839506,56
Left,R,81,11,13.580246913580247,56
Right,L,81,15,18.51851851851852,56
Right,R,81,34,41.9753086419753,56
Bilateral,L,81,28,34.5679012345679,57
Bilateral,R,81,31,38.2716049382716,57
Control,L,81,35,43.20987654320987,57
Control,R,81,37,45.67901234567901,57
Left,L,81,19,23.456790123456788,57
Left,R,81,16,19.753086419753085,57
Right,L,81,19,23.456790123456788,57
Right,R,81,38,46.913580246913575,57
Bilateral,L,81,28,34.5679012345679,58
Bilateral,R,81,27,33.33333333333333,58
Control,L,81,41,50.617283950617285,58
Control,R,81,42,51.85185185185185,58
Left,L,81,23,28.39506172839506,58
Left,R,81,13,16.049382716049383,58
Right,L,81,20,24.691358024691358,58
Right,R,81,40,49.382716049382715,58
Bilateral,L,81,28,34.5679012345679,59
Bilateral,R,81,23,28.39506172839506,59
Control,L,81,36,44.44444444444444,59
Control,R,81,39,48.148148148148145,59
Left,L,81,21,25.925925925925924,59
Left,R,81,19,23.456790123456788,59
Right,L,81,20,24.691358024691358,59
Right,R,81,37,45.67901234567901,59
Bilateral,L,81,30,37.03703703703704,60
Bilateral,R,81,27,33.33333333333333,60
Control,L,81,42,51.85185185185185,60
Control,R,81,42,51.85185185185185,60
Left,L,81,24,29.629629629629626,60
Left,R,81,14,17.28395061728395,60
Right,L,81,20,24.691358024691358,60
Right,R,81,37,45.67901234567901,60
Bilateral,L,81,27,33.33333333333333,61
Bilateral,R,81,20,24.691358024691358,61
Control,L,81,38,46.913580246913575,61
Control,R,81,34,41.9753086419753,61
Left,L,81,27,33.33333333333333,61
Left,R,81,15,18.51851851851852,61
Right,L,81,23,28.39506172839506,61
Right,R,81,29,35.80246913580247,61
Bilateral,L,81,28,34.5679012345679,62
Bilateral,R,81,35,43.20987654320987,62
Control,L,81,39,48.148148148148145,62
Control,R,81,38,46.913580246913575,62
Left,L,81,25,30.864197530864196,62
Left,R,81,15,18.51851851851852,62
Right,L,81,20,24.691358024691358,62
Right,R,81,33,40.74074074074074,62
Bilateral,L,81,28,34.5679012345679,63
Bilateral,R,81,28,34.5679012345679,63
Control,L,81,35,43.20987654320987,63
Control,R,81,45,55.55555555555556,63
Left,L,81,27,33.33333333333333,63
Left,R,81,13,16.049382716049383,63
Right,L,81,18,22.22222222222222,63
Right,R,81,34,41.9753086419753,63
Bilateral,L,81,34,41.9753086419753,64
Bilateral,R,81,34,41.9753086419753,64
Control,L,81,39,48.148148148148145,64
Control,R,81,46,56.79012345679012,64
Left,L,81,28,34.5679012345679,64
Left,R,81,12,14.814814814814813,64
Right,L,81,22,27.160493827160494,64
Right,R,81,26,32.098765432098766,64
Bilateral,L,81,19,23.456790123456788,65
Bilateral,R,81,25,30.864197530864196,65
Control,L,81,37,45.67901234567901,65
Control,R,81,32,39.50617283950617,65
Left,L,81,24,29.629629629629626,65
Left,R,81,10,12.345679012345679,65
Right,L,81,16,19.753086419753085,65
Right,R,81,36,44.44444444444444,65
Bilateral,L,81,26,32.098765432098766,66
Bilateral,R,81,24,29.629629629629626,66
Control,L,81,39,48.148148148148145,66
Control,R,81,43,53.086419753086425,66
Left,L,81,22,27.160493827160494,66
Left,R,81,9,11.11111111111111,66
Right,L,81,22,27.160493827160494,66
Right,R,81,33,40.74074074074074,66
Bilateral,L,81,23,28.39506172839506,67
Bilateral,R,81,30,37.03703703703704,67
Control,L,81,33,40.74074074074074,67
Control,R,81,38,46.913580246913575,67
Left,L,81,24,29.629629629629626,67
Left,R,81,13,16.049382716049383,67
Right,L,81,19,23.456790123456788,67
Right,R,81,39,48.148148148148145,67
Bilateral,L,81,27,33.33333333333333,68
Bilateral,R,81,29,35.80246913580247,68
Control,L,81,44,54.32098765432099,68
Control,R,81,38,46.913580246913575,68
Left,L,81,23,28.39506172839506,68
Left,R,81,20,24.691358024691358,68
Right,L,81,17,20.98765432098765,68
Right,R,81,38,46.913580246913575,68
Bilateral,L,81,36,44.44444444444444,69
Bilateral,R,81,25,30.864197530864196,69
Control,L,81,40,49.382716049382715,69
Control,R,81,43,53.086419753086425,69
Left,L,81,27,33.33333333333333,69
Left,R,81,15,18.51851851851852,69
Right,L,81,24,29.629629629629626,69
Right,R,81,43,53.086419753086425,69
Bilateral,L,81,30,37.03703703703704,70
Bilateral,R,81,33,40.74074074074074,70
Control,L,81,38,46.913580246913575,70
Control,R,81,53,65.4320987654321,70
Left,L,81,24,29.629629629629626,70
Left,R,81,15,18.51851851851852,70
Right,L,81,17,20.98765432098765,70
Right,R,81,39,48.148148148148145,70
Bilateral,L,81,26,32.098765432098766,71
Bilateral,R,81,24,29.629629629629626,71
Control,L,81,38,46.913580246913575,71
Control,R,81,40,49.382716049382715,71
Left,L,81,24,29.629629629629626,71
Left,R,81,14,17.28395061728395,71
Right,L,81,16,19.753086419753085,71
Right,R,81,34,41.9753086419753,71
Bilateral,L,81,33,40.74074074074074,72
Bilateral,R,81,30,37.03703703703704,72
Control,L,81,39,48.148148148148145,72
Control,R,81,39,48.148148148148145,72
Left,L,81,26,32.098765432098766,72
Left,R,81,13,16.049382716049383,72
Right,L,81,19,23.456790123456788,72
Right,R,81,37,45.67901234567901,72
Bilateral,L,81,26,32.098765432098766,73
Bilateral,R,81,28,34.5679012345679,73
Control,L,81,41,50.617283950617285,73
Control,R,81,41,50.617283950617285,73
Left,L,81,27,33.33333333333333,73
Left,R,81,16,19.753086419753085,73
Right,L,81,18,22.22222222222222,73
Right,R,81,41,50.617283950617285,73
Bilateral,L,81,24,29.629629629629626,74
Bilateral,R,81,30,37.03703703703704,74
Control,L,81,33,40.74074074074074,74
Control,R,81,42,51.85185185185185,74
Left,L,81,27,33.33333333333333,74
Left,R,81,17,20.98765432098765,74
Right,L,81,15,18.51851851851852,74
Right,R,81,34,41.9753086419753,74
Bilateral,L,81,34,41.9753086419753,75
Bilateral,R,81,27,33.33333333333333,75
Control,L,81,30,37.03703703703704,75
Control,R,81,39,48.148148148148145,75
Left,L,81,25,30.864197530864196,75
Left,R,81,17,20.98765432098765,75
Right,L,81,18,22.22222222222222,75
Right,R,81,30,37.03703703703704,75
Bilateral,L,81,27,33.33333333333333,76
Bilateral,R,81,26,32.098765432098766,76
Control,L,81,37,45.67901234567901,76
Control,R,81,43,53.086419753086425,76
Left,L,81,22,27.160493827160494,76
Left,R,81,16,19.753086419753085,76
Right,L,81,14,17.28395061728395,76
Right,R,81,41,50.617283950617285,76
Bilateral,L,81,27,33.33333333333333,77
Bilateral,R,81,24,29.629629629629626,77
Control,L,81,39,48.148148148148145,77
Control,R,81,39,48.148148148148145,77
Left,L,81,24,29.629629629629626,77
Left,R,81,13,16.049382716049383,77
Right,L,81,21,25.925925925925924,77
Right,R,81,36,44.44444444444444,77
Bilateral,L,81,28,34.5679012345679,78
Bilateral,R,81,34,41.9753086419753,78
Control,L,81,45,55.55555555555556,78
Control,R,81,43,53.086419753086425,78
Left,L,81,25,30.864197530864196,78
Left,R,81,13,16.049382716049383,78
Right,L,81,19,23.456790123456788,78
Right,R,81,35,43.20987654320987,78
Bilateral,L,81,32,39.50617283950617,79
Bilateral,R,81,25,30.864197530864196,79
Control,L,81,46,56.79012345679012,79
Control,R,81,40,49.382716049382715,79
Left,L,81,22,27.160493827160494,79
Left,R,81,19,23.456790123456788,79
Right,L,81,12,14.814814814814813,79
Right,R,81,28,34.5679012345679,79
Bilateral,L,81,33,40.74074074074074,80
Bilateral,R,81,32,39.50617283950617,80
Control,L,81,32,39.50617283950617,80
Control,R,81,41,50.617283950617285,80
Left,L,81,19,23.456790123456788,80
Left,R,81,13,16.049382716049383,80
Right,L,81,25,30.864197530864196,80
Right,R,81,41,50.617283950617285,80
Bilateral,L,81,31,38.2716049382716,81
Bilateral,R,81,32,39.50617283950617,81
Control,L,81,39,48.148148148148145,81
Control,R,81,44,54.32098765432099,81
Left,L,81,25,30.864197530864196,81
Left,R,81,17,20.98765432098765,81
Right,L,81,17,20.98765432098765,81
Right,R,81,39,48.148148148148145,81
Bilateral,L,81,19,23.456790123456788,82
Bilateral,R,81,36,44.44444444444444,82
Control,L,81,36,44.44444444444444,82
Control,R,81,45,55.55555555555556,82
Left,L,81,24,29.629629629629626,82
Left,R,81,16,19.753086419753085,82
Right,L,81,21,25.925925925925924,82
Right,R,81,21,25.925925925925924,82
Bilateral,L,81,22,27.160493827160494,83
Bilateral,R,81,35,43.20987654320987,83
Control,L,81,37,45.67901234567901,83
Control,R,81,47,58.0246913580247,83
Left,L,81,29,35.80246913580247,83
Left,R,81,14,17.28395061728395,83
Right,L,81,22,27.160493827160494,83
Right,R,81,42,51.85185185185185,83
Bilateral,L,81,35,43.20987654320987,84
Bilateral,R,81,24,29.629629629629626,84
Control,L,81,36,44.44444444444444,84
Control,R,81,40,49.382716049382715,84
Left,L,81,29,35.80246913580247,84
Left,R,81,18,22.22222222222222,84
Right,L,81,23,28.39506172839506,84
Right,R,81,41,50.617283950617285,84
Bilateral,L,81,33,40.74074074074074,85
Bilateral,R,81,27,33.33333333333333,85
Control,L,81,40,49.382716049382715,85
Control,R,81,34,41.9753086419753,85
Left,L,81,29,35.80246913580247,85
Left,R,81,10,12.345679012345679,85
Right,L,81,23,28.39506172839506,85
Right,R,81,34,41.9753086419753,85
Bilateral,L,81,29,35.80246913580247,86
Bilateral,R,81,28,34.5679012345679,86
Control,L,81,33,40.74074074074074,86
Control,R,81,55,67.90123456790124,86
Left,L,81,27,33.33333333333333,86
Left,R,81,17,20.98765432098765,86
Right,L,81,13,16.049382716049383,86
Right,R,81,47,58.0246913580247,86
Bilateral,L,81,33,40.74074074074074,87
Bilateral,R,81,34,41.9753086419753,87
Control,L,81,42,51.85185185185185,87
Control,R,81,33,40.74074074074074,87
Left,L,81,20,24.691358024691358,87
Left,R,81,12,14.814814814814813,87
Right,L,81,20,24.691358024691358,87
Right,R,81,47,58.0246913580247,87
Bilateral,L,81,31,38.2716049382716,88
