Trial,CorrectionTrial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,Mask,UniversalStartTime,originalFile,LeftTemperature,RightTemperature,day
61,0,1611.2201,0,730,2058,2857,4205,851,17.5,200,1,1,1612.4146,1,0,25-Feb-2016 16:45:43,25_02_2016 level20_discrete_Robin_cooling 16_18_52.271 log.txt,8,8,736385
62,0,1618.0493,0,460,1105,2857,4205,951,17.5,200,0,0,1619.883,1,1,25-Feb-2016 16:45:50,25_02_2016 level20_discrete_Robin_cooling 16_18_52.271 log.txt,8,8,736385
63,0,1637.183,0,730,2058,2857,4205,1001,5.5,200,1,1,1640.9074,1,0,25-Feb-2016 16:46:09,25_02_2016 level20_discrete_Robin_cooling 16_18_52.271 log.txt,8,8,736385
64,0,1645.5464,0,730,2058,2857,4205,601,2.5,200,1,1,1647.5532,1,1,25-Feb-2016 16:46:17,25_02_2016 level20_discrete_Robin_cooling 16_18_52.271 log.txt,8,8,736385
65,0,1652.7511,0,730,2058,2857,4205,551,17.5,200,1,1,1654.2343,1,1,25-Feb-2016 16:46:25,25_02_2016 level20_discrete_Robin_cooling 16_18_52.271 log.txt,8,8,736385
66,0,1665.6676,0,460,1105,2857,4205,951,5.5,200,0,0,1667.171,1,0,25-Feb-2016 16:46:37,25_02_2016 level20_discrete_Robin_cooling 16_18_52.271 log.txt,8,8,736385
67,0,1671.3074,1,730,2058,2857,4205,851,11.5,200,1,1,1674.8254,1,0,25-Feb-2016 16:46:43,25_02_2016 level20_discrete_Robin_cooling 16_18_52.271 log.txt,8,8,736385
68,0,1679.8305,0,730,2058,2857,4205,801,5.5,200,1,1,1681.7042,1,1,25-Feb-2016 16:46:52,25_02_2016 level20_discrete_Robin_cooling 16_18_52.271 log.txt,8,8,736385
69,0,1686.4117,0,730,2058,2857,4205,601,14.5,200,1,0,1688.6407,0,1,25-Feb-2016 16:46:58,25_02_2016 level20_discrete_Robin_cooling 16_18_52.271 log.txt,8,8,736385
70,1,1695.608,0,730,2058,2857,4205,601,14.5,200,1,1,1697.3701,1,1,25-Feb-2016 16:47:07,25_02_2016 level20_discrete_Robin_cooling 16_18_52.271 log.txt,8,8,736385
71,0,1700.9852,0,460,1105,2857,4205,501,11.5,200,0,0,1702.4896,1,0,25-Feb-2016 16:47:13,25_02_2016 level20_discrete_Robin_cooling 16_18_52.271 log.txt,8,8,736385
72,0,1725.4475,0,730,2058,2857,4205,701,14.5,200,1,0,1731.3874,0,0,25-Feb-2016 16:47:37,25_02_2016 level20_discrete_Robin_cooling 16_18_52.271 log.txt,8,8,736385
73,1,1769.5613,0,730,2058,2857,4205,701,14.5,200,1,0,1772.8797,0,0,25-Feb-2016 16:48:21,25_02_2016 level20_discrete_Robin_cooling 16_18_52.271 log.txt,8,8,736385
74,1,1779.6407,0,730,2058,2857,4205,701,14.5,200,1,1,1781.5237,1,0,25-Feb-2016 16:48:31,25_02_2016 level20_discrete_Robin_cooling 16_18_52.271 log.txt,8.38233999996185,8.38233999996185,736385
1,0,18.1994,0,730,2058,2857,4205,851,5.5,200,1,1,18.8924,1,0,26-Feb-2016 08:54:10,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
2,0,30.5579,0,730,2058,2857,4205,501,-0.5,200,1,0,31.6694,0,1,26-Feb-2016 08:54:22,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
3,1,37.478,0,730,2058,2857,4205,501,-0.5,200,1,1,38.6131,1,1,26-Feb-2016 08:54:29,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
4,0,49.1343,0,730,2058,2857,4205,601,17.5,200,1,0,49.8879,0,1,26-Feb-2016 08:54:41,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
5,1,57.4945,0,730,2058,2857,4205,601,17.5,200,1,1,58.6405,1,1,26-Feb-2016 08:54:49,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
6,0,68.9197,0,730,2058,2857,4205,551,-0.5,200,1,0,70.0033,0,0,26-Feb-2016 08:55:01,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
7,1,74.5668,0,730,2058,2857,4205,551,-0.5,200,1,1,75.6597,1,0,26-Feb-2016 08:55:06,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
8,0,85.7737,0,460,1105,2857,4205,951,11.5,200,0,0,86.7247,1,0,26-Feb-2016 08:55:18,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
9,0,89.0913,0,460,1105,2857,4205,751,5.5,200,0,0,90.0063,1,1,26-Feb-2016 08:55:21,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
10,0,93.6669,0,460,1105,2857,4205,801,11.5,200,0,1,94.3229,0,1,26-Feb-2016 08:55:25,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
11,1,102.1523,0,460,1105,2857,4205,801,11.5,200,0,0,102.8993,1,1,26-Feb-2016 08:55:34,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
12,0,108.0693,1,730,2058,2857,4205,701,14.5,200,1,0,109.5426,0,1,26-Feb-2016 08:55:40,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
13,1,115.4193,0,730,2058,2857,4205,701,14.5,200,1,1,115.9463,1,1,26-Feb-2016 08:55:47,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
14,0,125.1828,0,460,1105,2857,4205,651,2.5,200,0,0,126.4919,1,1,26-Feb-2016 08:55:57,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
15,0,131.457,0,460,1105,2857,4205,901,-0.5,200,0,0,132.232,1,0,26-Feb-2016 08:56:03,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
16,0,136.9829,0,460,1105,2857,4205,601,5.5,200,0,0,138.0727,1,0,26-Feb-2016 08:56:09,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
17,0,142.7324,0,460,1105,2857,4205,551,14.5,200,0,0,143.9368,1,0,26-Feb-2016 08:56:15,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
18,0,148.9397,0,460,1105,2857,4205,951,17.5,200,0,0,149.872,1,0,26-Feb-2016 08:56:21,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
19,0,154.7132,0,460,1105,2857,4205,1001,17.5,200,0,1,155.7191,0,1,26-Feb-2016 08:56:27,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
20,1,165.4321,0,460,1105,2857,4205,1001,17.5,200,0,0,166.5124,1,1,26-Feb-2016 08:56:37,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
21,0,171.1509,0,460,1105,2857,4205,801,2.5,200,0,0,172.2484,1,0,26-Feb-2016 08:56:43,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
22,0,176.2471,0,730,2058,2857,4205,751,8.5,200,1,1,177.5678,1,0,26-Feb-2016 08:56:48,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
23,0,187.5823,0,730,2058,2857,4205,701,14.5,200,1,0,188.4005,0,0,26-Feb-2016 08:56:59,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
24,1,193.3045,0,730,2058,2857,4205,701,14.5,200,1,1,194.1882,1,0,26-Feb-2016 08:57:05,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
25,0,205.0055,0,730,2058,2857,4205,901,11.5,200,1,1,205.8122,1,1,26-Feb-2016 08:57:17,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
26,0,217.9883,0,460,1105,2857,4205,851,8.5,200,0,1,218.9941,0,1,26-Feb-2016 08:57:30,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
27,1,227.0207,0,460,1105,2857,4205,851,8.5,200,0,0,227.77,1,1,26-Feb-2016 08:57:39,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
28,0,232.0037,0,730,2058,2857,4205,501,2.5,200,1,1,233.1629,1,1,26-Feb-2016 08:57:44,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
29,0,241.8968,0,460,1105,2857,4205,701,14.5,200,0,1,243.077,0,1,26-Feb-2016 08:57:54,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
30,1,250.5209,0,460,1105,2857,4205,701,14.5,200,0,0,251.6121,1,1,26-Feb-2016 08:58:02,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
31,0,256.1827,0,730,2058,2857,4205,1001,8.5,200,1,1,257.4407,1,1,26-Feb-2016 08:58:08,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
32,0,271.0349,0,460,1105,2857,4205,801,8.5,200,0,0,271.6171,1,0,26-Feb-2016 08:58:23,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
33,0,276.7267,0,730,2058,2857,4205,951,2.5,200,1,0,277.8429,0,0,26-Feb-2016 08:58:29,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
34,1,282.9324,0,730,2058,2857,4205,951,2.5,200,1,1,283.396,1,0,26-Feb-2016 08:58:35,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
35,0,293.9882,0,730,2058,2857,4205,601,17.5,200,1,1,295.5774,1,0,26-Feb-2016 08:58:46,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
36,0,306.0005,0,730,2058,2857,4205,901,5.5,200,1,1,306.8813,1,1,26-Feb-2016 08:58:58,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
37,0,316.9233,0,730,2058,2857,4205,651,11.5,200,1,0,317.6874,0,0,26-Feb-2016 08:59:09,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
38,1,323.3292,0,730,2058,2857,4205,651,11.5,200,1,0,324.4046,0,0,26-Feb-2016 08:59:15,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
39,1,328.7212,0,730,2058,2857,4205,651,11.5,200,1,1,329.7305,1,0,26-Feb-2016 08:59:21,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
40,0,339.054,0,460,1105,2857,4205,501,-0.5,200,0,0,340.3192,1,1,26-Feb-2016 08:59:31,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
41,0,345.1119,1,730,2058,2857,4205,751,2.5,200,1,0,348.456,0,1,26-Feb-2016 08:59:37,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
42,1,353.248,0,730,2058,2857,4205,751,2.5,200,1,1,354.5098,1,1,26-Feb-2016 08:59:45,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
43,0,365.873,0,730,2058,2857,4205,851,14.5,200,1,1,366.9683,1,0,26-Feb-2016 08:59:58,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
44,0,383.2343,0,460,1105,2857,4205,951,-0.5,200,0,0,384.4663,1,0,26-Feb-2016 09:00:15,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
45,0,389.5224,0,460,1105,2857,4205,901,8.5,200,0,0,390.8758,1,0,26-Feb-2016 09:00:21,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
46,0,395.4909,0,730,2058,2857,4205,701,8.5,200,1,1,396.7233,1,1,26-Feb-2016 09:00:27,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
47,0,402.5169,0,460,1105,2857,4205,801,17.5,200,0,0,403.7634,1,0,26-Feb-2016 09:00:34,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
48,0,408.6947,0,460,1105,2857,4205,851,5.5,200,0,0,410.218,1,1,26-Feb-2016 09:00:41,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
49,0,415.2979,0,730,2058,2857,4205,1001,14.5,200,1,1,416.4184,1,1,26-Feb-2016 09:00:47,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
50,0,421.7284,0,460,1105,2857,4205,601,8.5,200,0,1,422.7639,0,1,26-Feb-2016 09:00:54,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
51,1,429.7384,0,460,1105,2857,4205,601,8.5,200,0,0,430.9995,1,1,26-Feb-2016 09:01:02,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
52,0,435.6083,0,460,1105,2857,4205,751,2.5,200,0,0,437.097,1,1,26-Feb-2016 09:01:07,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
53,0,441.7681,0,730,2058,2857,4205,651,-0.5,200,1,1,442.8993,1,1,26-Feb-2016 09:01:14,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
54,0,447.6244,0,730,2058,2857,4205,551,2.5,200,1,1,449.0956,1,0,26-Feb-2016 09:01:19,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
55,0,454.7383,1,460,1105,2857,4205,551,-0.5,200,0,1,457.6712,0,1,26-Feb-2016 09:01:27,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
56,1,464.4654,0,460,1105,2857,4205,551,-0.5,200,0,0,465.644,1,1,26-Feb-2016 09:01:36,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
57,0,469.2748,0,730,2058,2857,4205,651,5.5,200,1,1,470.5176,1,0,26-Feb-2016 09:01:41,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
58,0,476.4928,0,460,1105,2857,4205,1001,11.5,200,0,1,477.8847,0,0,26-Feb-2016 09:01:48,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
59,1,483.5351,0,460,1105,2857,4205,1001,11.5,200,0,0,484.4102,1,0,26-Feb-2016 09:01:55,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
60,0,488.6226,0,730,2058,2857,4205,951,17.5,200,1,0,490.1023,0,1,26-Feb-2016 09:02:00,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
61,1,496.3271,0,730,2058,2857,4205,951,17.5,200,1,1,497.5698,1,1,26-Feb-2016 09:02:08,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
62,0,503.96,0,460,1105,2857,4205,501,14.5,200,0,1,505.2155,0,1,26-Feb-2016 09:02:16,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
63,1,510.6743,0,460,1105,2857,4205,501,14.5,200,0,0,511.5997,1,1,26-Feb-2016 09:02:23,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
64,0,515.9,0,460,1105,2857,4205,851,11.5,200,0,1,517.2102,0,1,26-Feb-2016 09:02:28,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
65,1,523.2522,0,460,1105,2857,4205,851,11.5,200,0,0,524.2352,1,1,26-Feb-2016 09:02:35,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
66,0,528.3691,0,730,2058,2857,4205,801,11.5,200,1,1,529.5907,1,0,26-Feb-2016 09:02:40,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
67,0,534.1375,0,460,1105,2857,4205,601,14.5,200,0,0,535.3023,1,0,26-Feb-2016 09:02:46,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
68,0,546.5938,0,730,2058,2857,4205,751,17.5,200,1,1,547.8203,1,0,26-Feb-2016 09:02:58,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
69,0,553.5663,0,730,2058,2857,4205,701,-0.5,200,1,1,554.5716,1,0,26-Feb-2016 09:03:05,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
70,0,560.4738,1,460,1105,2857,4205,501,5.5,200,0,0,563.683,1,0,26-Feb-2016 09:03:12,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
71,0,567.5224,0,730,2058,2857,4205,801,8.5,200,1,1,569.1145,1,0,26-Feb-2016 09:03:19,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
72,0,575.044,1,460,1105,2857,4205,701,2.5,200,0,1,578.8815,0,0,26-Feb-2016 09:03:27,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
73,1,583.5729,0,460,1105,2857,4205,701,2.5,200,0,0,584.888,1,0,26-Feb-2016 09:03:35,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
74,0,588.5802,0,730,2058,2857,4205,651,5.5,200,1,0,589.8047,0,1,26-Feb-2016 09:03:40,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
75,1,594.6965,0,730,2058,2857,4205,651,5.5,200,1,1,595.9128,1,1,26-Feb-2016 09:03:47,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
76,0,601.0982,0,730,2058,2857,4205,951,11.5,200,1,1,602.3013,1,1,26-Feb-2016 09:03:53,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
77,0,608.0275,0,460,1105,2857,4205,851,17.5,200,0,1,609.0575,0,1,26-Feb-2016 09:04:00,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
78,1,621.5999,0,460,1105,2857,4205,851,17.5,200,0,0,622.829,1,1,26-Feb-2016 09:04:13,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
79,0,627.0984,0,460,1105,2857,4205,901,-0.5,200,0,0,628.157,1,0,26-Feb-2016 09:04:19,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
80,0,632.4831,0,460,1105,2857,4205,751,11.5,200,0,1,633.6942,0,0,26-Feb-2016 09:04:24,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
81,1,637.7347,0,460,1105,2857,4205,751,11.5,200,0,0,639.1972,1,0,26-Feb-2016 09:04:30,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
82,0,643.1619,0,730,2058,2857,4205,551,5.5,200,1,1,644.5553,1,1,26-Feb-2016 09:04:35,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
83,0,648.9324,0,730,2058,2857,4205,601,17.5,200,1,1,650.1033,1,0,26-Feb-2016 09:04:41,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
84,0,654.6421,0,460,1105,2857,4205,601,-0.5,200,0,1,656.0861,0,1,26-Feb-2016 09:04:46,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
85,1,660.6698,0,460,1105,2857,4205,601,-0.5,200,0,0,661.9836,1,1,26-Feb-2016 09:04:52,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
86,0,665.7479,0,460,1105,2857,4205,701,2.5,200,0,1,667.1672,0,1,26-Feb-2016 09:04:58,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
87,1,672.42,0,460,1105,2857,4205,701,2.5,200,0,0,673.3887,1,1,26-Feb-2016 09:05:04,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
88,0,678.0339,0,730,2058,2857,4205,951,14.5,200,1,1,679.0835,1,1,26-Feb-2016 09:05:10,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
89,0,684.2194,1,730,2058,2857,4205,751,11.5,200,1,1,688.284,1,0,26-Feb-2016 09:05:16,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
90,0,694.7009,0,730,2058,2857,4205,651,8.5,200,1,1,696.3779,1,1,26-Feb-2016 09:05:27,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
91,0,701.5023,0,460,1105,2857,4205,551,17.5,200,0,0,702.8875,1,0,26-Feb-2016 09:05:33,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
92,0,706.8463,0,730,2058,2857,4205,1001,14.5,200,1,1,707.9041,1,0,26-Feb-2016 09:05:39,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
93,0,714.0538,0,730,2058,2857,4205,851,17.5,200,1,1,715.2194,1,1,26-Feb-2016 09:05:46,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
94,0,721.4834,0,730,2058,2857,4205,901,2.5,200,1,1,722.6715,1,1,26-Feb-2016 09:05:53,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
95,0,728.5286,0,460,1105,2857,4205,801,2.5,200,0,0,729.5764,1,0,26-Feb-2016 09:06:00,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
96,0,733.4072,0,730,2058,2857,4205,951,8.5,200,1,1,734.5952,1,0,26-Feb-2016 09:06:05,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
97,0,741.1646,0,460,1105,2857,4205,801,8.5,200,0,0,742.3276,1,0,26-Feb-2016 09:06:13,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
98,0,745.9993,0,730,2058,2857,4205,851,2.5,200,1,1,747.1827,1,0,26-Feb-2016 09:06:18,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
99,0,752.1151,0,730,2058,2857,4205,501,5.5,200,1,1,753.4711,1,0,26-Feb-2016 09:06:24,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
100,0,758.9871,1,460,1105,2857,4205,1001,5.5,200,0,0,763.1684,1,0,26-Feb-2016 09:06:31,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
101,0,766.4189,0,460,1105,2857,4205,651,14.5,200,0,0,768.3296,1,0,26-Feb-2016 09:06:38,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
102,0,772.2935,0,460,1105,2857,4205,701,14.5,200,0,1,773.4868,0,1,26-Feb-2016 09:06:44,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
103,1,778.3197,0,460,1105,2857,4205,701,14.5,200,0,0,779.5634,1,1,26-Feb-2016 09:06:50,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
104,0,783.4271,0,730,2058,2857,4205,901,-0.5,200,1,1,784.6391,1,1,26-Feb-2016 09:06:55,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
105,0,789.9931,0,460,1105,2857,4205,751,5.5,200,0,1,791.4211,0,1,26-Feb-2016 09:07:02,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
106,1,804.4979,0,460,1105,2857,4205,751,5.5,200,0,0,805.7838,1,1,26-Feb-2016 09:07:16,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
107,0,809.3072,0,730,2058,2857,4205,601,11.5,200,1,1,810.5243,1,1,26-Feb-2016 09:07:21,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
108,0,815.2792,0,460,1105,2857,4205,701,8.5,200,0,1,816.4934,0,1,26-Feb-2016 09:07:27,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
109,1,822.7078,0,460,1105,2857,4205,701,8.5,200,0,0,824.1138,1,1,26-Feb-2016 09:07:35,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
110,0,828.3276,0,730,2058,2857,4205,951,-0.5,200,1,0,829.5127,0,0,26-Feb-2016 09:07:40,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
111,1,835.6081,0,730,2058,2857,4205,951,-0.5,200,1,1,836.5842,1,0,26-Feb-2016 09:07:47,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
112,0,841.2802,0,460,1105,2857,4205,901,11.5,200,0,1,842.5751,0,1,26-Feb-2016 09:07:53,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
113,1,861.1237,0,460,1105,2857,4205,901,11.5,200,0,0,862.0796,1,1,26-Feb-2016 09:08:13,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
114,0,865.8554,0,460,1105,2857,4205,751,17.5,200,0,1,866.9612,0,1,26-Feb-2016 09:08:18,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
115,1,872.7917,0,460,1105,2857,4205,751,17.5,200,0,0,874.1766,1,1,26-Feb-2016 09:08:25,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
116,0,878.6891,0,730,2058,2857,4205,851,-0.5,200,1,1,879.9275,1,1,26-Feb-2016 09:08:31,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
117,0,884.2777,0,730,2058,2857,4205,801,17.5,200,1,1,885.6158,1,1,26-Feb-2016 09:08:36,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
118,0,890.3742,0,730,2058,2857,4205,1001,11.5,200,1,1,891.6066,1,0,26-Feb-2016 09:08:42,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
119,0,895.8429,0,730,2058,2857,4205,651,5.5,200,1,0,896.9221,0,1,26-Feb-2016 09:08:48,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
120,1,1091.6934,0,730,2058,2857,4205,651,5.5,200,1,0,1092.243,0,1,26-Feb-2016 09:12:04,26_02_2016 level20_discrete_Robin 08_53_52.329 log.txt,37,37,736386
1,0,1000.6951,0,460,1105,2857,4205,651,8.5,200,0,0,1002.7716,1,1,26-Feb-2016 17:20:30,26_02_2016 level20_discrete_Robin_cooling 17_03_50.083 log.txt,10,10,736386
2,0,1010.8183,0,460,1105,2857,4205,951,-0.5,200,0,0,1012.183,1,1,26-Feb-2016 17:20:40,26_02_2016 level20_discrete_Robin_cooling 17_03_50.083 log.txt,9.21973999996185,9.21973999996185,736386
3,0,1018.4698,0,460,1105,2857,4205,901,11.5,200,0,0,1019.7914,1,0,26-Feb-2016 17:20:48,26_02_2016 level20_discrete_Robin_cooling 17_03_50.083 log.txt,9,9,736386
4,0,1026.3048,0,460,1105,2857,4205,701,14.5,200,0,0,1027.4492,1,0,26-Feb-2016 17:20:56,26_02_2016 level20_discrete_Robin_cooling 17_03_50.083 log.txt,9,9,736386
5,0,1033.0848,0,730,2058,2857,4205,551,8.5,200,1,1,1034.772,1,1,26-Feb-2016 17:21:03,26_02_2016 level20_discrete_Robin_cooling 17_03_50.083 log.txt,9,9,736386
6,0,1039.8797,0,730,2058,2857,4205,1001,-0.5,200,1,0,1042.1295,0,0,26-Feb-2016 17:21:09,26_02_2016 level20_discrete_Robin_cooling 17_03_50.083 log.txt,9,9,736386
7,1,1053.6725,0,730,2058,2857,4205,1001,-0.5,200,1,1,1055.1754,1,0,26-Feb-2016 17:21:23,26_02_2016 level20_discrete_Robin_cooling 17_03_50.083 log.txt,8,8,736386
8,0,1061.9159,0,730,2058,2857,4205,851,5.5,200,1,1,1063.3414,1,0,26-Feb-2016 17:21:31,26_02_2016 level20_discrete_Robin_cooling 17_03_50.083 log.txt,8,8,736386
9,0,1068.7604,0,460,1105,2857,4205,501,5.5,200,0,0,1070.1917,1,0,26-Feb-2016 17:21:38,26_02_2016 level20_discrete_Robin_cooling 17_03_50.083 log.txt,8,8,736386
