Trial,CorrectionTrial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,Mask,UniversalStartTime,originalFile,LeftTemperature,RightTemperature
6,1,54.6624,1,437,2761,2975,4263,651,1.5,200,1,0,55.5417,0,2,26-Jun-2014 08:27:54,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
7,1,59.432,0,437,2761,2975,4263,651,1.5,200,1,1,67.4637,1,2,26-Jun-2014 08:27:59,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
8,0,68.6378,1,936,1551,2975,4263,501,-3.5,200,0,0,72.8281,1,2,26-Jun-2014 08:28:08,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
9,0,79.759,0,437,2761,2975,4263,551,1.5,200,1,1,82.9898,1,2,26-Jun-2014 08:28:19,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
10,0,84.1521,0,437,2761,2975,4263,701,1.5,200,1,0,84.7473,0,2,26-Jun-2014 08:28:24,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
11,1,96.8503,0,437,2761,2975,4263,701,1.5,200,1,0,97.7793,0,2,26-Jun-2014 08:28:36,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
12,1,101.6164,1,437,2761,2975,4263,701,1.5,200,1,1,102.3192,1,2,26-Jun-2014 08:28:41,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
13,0,103.9334,0,437,2761,2975,4263,676,1.5,200,1,0,110.2721,0,2,26-Jun-2014 08:28:43,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
14,1,114.981,0,437,2761,2975,4263,676,1.5,200,1,0,116.3768,0,2,26-Jun-2014 08:28:54,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
15,1,126.7232,1,437,2761,2975,4263,676,1.5,200,1,0,129.7842,0,2,26-Jun-2014 08:29:06,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
16,1,133.61,0,437,2761,2975,4263,676,1.5,200,1,1,136.5839,1,2,26-Jun-2014 08:29:13,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
17,0,137.548,0,936,1551,2975,4263,576,-3.5,200,0,0,138.7759,1,2,26-Jun-2014 08:29:17,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
18,0,144.3891,1,936,1551,2975,4263,601,-3.5,200,0,1,147.5597,0,2,26-Jun-2014 08:29:24,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
19,1,153.1472,0,936,1551,2975,4263,601,-3.5,200,0,0,154.2399,1,2,26-Jun-2014 08:29:33,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
20,0,159.9375,0,936,1551,2975,4263,651,-3.5,200,0,0,160.8702,1,2,26-Jun-2014 08:29:39,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
21,0,167.4242,0,437,2761,2975,4263,626,1.5,200,1,0,168.6057,0,2,26-Jun-2014 08:29:47,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
22,1,172.8868,1,437,2761,2975,4263,626,1.5,200,1,1,173.4615,1,2,26-Jun-2014 08:29:52,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
23,0,178.8639,0,437,2761,2975,4263,526,1.5,200,1,0,181.9525,0,2,26-Jun-2014 08:29:58,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
24,1,187.9383,0,437,2761,2975,4263,526,1.5,200,1,1,188.558,1,2,26-Jun-2014 08:30:07,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
25,0,192.8618,0,936,1551,2975,4263,751,-3.5,200,0,0,193.492,1,2,26-Jun-2014 08:30:12,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
26,0,199.1064,1,437,2761,2975,4263,701,1.5,200,1,1,199.8197,1,2,26-Jun-2014 08:30:19,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
27,0,205.4665,1,936,1551,2975,4263,601,-3.5,200,0,1,209.7792,0,2,26-Jun-2014 08:30:25,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
28,1,213.9492,0,936,1551,2975,4263,601,-3.5,200,0,0,215.4131,1,2,26-Jun-2014 08:30:33,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
29,0,221.5872,0,936,1551,2975,4263,726,-3.5,200,0,0,223.2875,1,2,26-Jun-2014 08:30:41,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
30,0,230.5846,0,437,2761,2975,4263,676,1.5,200,1,1,231.4491,1,2,26-Jun-2014 08:30:50,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
31,0,235.4198,0,936,1551,2975,4263,551,-3.5,200,0,0,236.1537,1,2,26-Jun-2014 08:30:55,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
32,0,241.6434,0,936,1551,2975,4263,576,-3.5,200,0,0,242.6301,1,2,26-Jun-2014 08:31:01,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
33,0,248.9729,0,437,2761,2975,4263,701,1.5,200,1,0,249.7975,0,2,26-Jun-2014 08:31:08,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
34,1,257.6277,0,437,2761,2975,4263,701,1.5,200,1,1,258.4642,1,2,26-Jun-2014 08:31:17,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
35,0,262.7285,0,437,2761,2975,4263,601,1.5,200,1,0,263.2362,0,2,26-Jun-2014 08:31:22,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
36,1,268.6407,0,437,2761,2975,4263,601,1.5,200,1,1,269.4322,1,2,26-Jun-2014 08:31:28,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
37,0,276.2182,1,936,1551,2975,4263,551,-3.5,200,0,0,278.5693,1,2,26-Jun-2014 08:31:36,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
38,0,283.878,0,437,2761,2975,4263,651,1.5,200,1,0,285.1691,0,2,26-Jun-2014 08:31:43,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
39,1,291.3762,1,437,2761,2975,4263,651,1.5,200,1,1,293.37,1,2,26-Jun-2014 08:31:51,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
40,0,297.1979,0,437,2761,2975,4263,751,1.5,200,1,0,298.4712,0,2,26-Jun-2014 08:31:57,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
41,1,303.7226,1,437,2761,2975,4263,751,1.5,200,1,1,304.4524,1,2,26-Jun-2014 08:32:03,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
42,0,309.397,0,936,1551,2975,4263,501,-3.5,200,0,0,312.8527,1,2,26-Jun-2014 08:32:09,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
43,0,318.5765,0,437,2761,2975,4263,626,1.5,200,1,1,319.501,1,2,26-Jun-2014 08:32:18,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
44,0,323.5077,0,936,1551,2975,4263,576,-3.5,200,0,0,324.2413,1,2,26-Jun-2014 08:32:23,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
45,0,329.7284,0,936,1551,2975,4263,526,-3.5,200,0,0,330.679,1,2,26-Jun-2014 08:32:29,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
46,0,337.4658,0,437,2761,2975,4263,676,1.5,200,1,1,338.3703,1,2,26-Jun-2014 08:32:37,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
47,0,341.948,0,936,1551,2975,4263,626,-3.5,200,0,0,342.5055,1,2,26-Jun-2014 08:32:41,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
48,0,348.0171,0,437,2761,2975,4263,726,1.5,200,1,0,348.7786,0,2,26-Jun-2014 08:32:48,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
49,1,352.6246,0,437,2761,2975,4263,726,1.5,200,1,1,352.9624,1,2,26-Jun-2014 08:32:52,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
50,0,363.9262,0,437,2761,2975,4263,676,1.5,200,1,0,364.5517,0,2,26-Jun-2014 08:33:03,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
51,1,371.0406,1,437,2761,2975,4263,676,1.5,200,1,1,373,1,2,26-Jun-2014 08:33:11,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
52,0,377.0657,0,437,2761,2975,4263,501,1.5,200,1,1,377.9074,1,2,26-Jun-2014 08:33:17,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
53,0,382.7416,0,936,1551,2975,4263,701,-3.5,200,0,0,383.2353,1,2,26-Jun-2014 08:33:22,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
54,0,389.6656,0,936,1551,2975,4263,601,-3.5,200,0,1,390.6324,0,2,26-Jun-2014 08:33:29,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
55,1,397.183,1,936,1551,2975,4263,601,-3.5,200,0,0,400.1946,1,2,26-Jun-2014 08:33:37,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
56,0,406.3019,0,936,1551,2975,4263,551,-3.5,200,0,1,407.2537,0,2,26-Jun-2014 08:33:46,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
57,1,413.2538,1,936,1551,2975,4263,551,-3.5,200,0,0,416.5156,1,2,26-Jun-2014 08:33:53,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
58,0,422.5718,1,437,2761,2975,4263,526,1.5,200,1,1,425.8246,1,2,26-Jun-2014 08:34:02,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
59,0,431.0673,1,437,2761,2975,4263,751,1.5,200,1,0,433.4796,0,2,26-Jun-2014 08:34:11,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
60,1,440.2802,0,437,2761,2975,4263,751,1.5,200,1,1,441.1366,1,2,26-Jun-2014 08:34:20,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
61,0,446.588,0,936,1551,2975,4263,651,-3.5,200,0,0,447.0228,1,2,26-Jun-2014 08:34:26,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
62,0,452.5763,0,437,2761,2975,4263,751,1.5,200,1,1,453.4036,1,2,26-Jun-2014 08:34:32,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
63,0,460.2767,0,936,1551,2975,4263,576,-3.5,200,0,0,461.1791,1,2,26-Jun-2014 08:34:40,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
64,0,467.9273,0,936,1551,2975,4263,726,-3.5,200,0,1,468.7122,0,2,26-Jun-2014 08:34:47,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
65,1,473.3059,1,936,1551,2975,4263,726,-3.5,200,0,0,474.3687,1,2,26-Jun-2014 08:34:53,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
66,0,479.7538,0,437,2761,2975,4263,651,1.5,200,1,1,481.9344,1,2,26-Jun-2014 08:34:59,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
67,0,486.0598,1,936,1551,2975,4263,676,-3.5,200,0,1,489.1126,0,2,26-Jun-2014 08:35:06,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
68,1,492.932,0,936,1551,2975,4263,676,-3.5,200,0,0,494.3303,1,2,26-Jun-2014 08:35:12,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
69,0,500.1449,1,437,2761,2975,4263,626,1.5,200,1,0,503.1575,0,2,26-Jun-2014 08:35:20,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
70,1,507.0173,1,437,2761,2975,4263,626,1.5,200,1,0,509.6029,0,2,26-Jun-2014 08:35:27,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
71,1,514.577,1,437,2761,2975,4263,626,1.5,200,1,1,516.5809,1,2,26-Jun-2014 08:35:34,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
72,0,522.3691,0,936,1551,2975,4263,501,-3.5,200,0,0,523.4266,1,2,26-Jun-2014 08:35:42,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
73,0,528.9356,0,437,2761,2975,4263,701,1.5,200,1,1,529.8888,1,2,26-Jun-2014 08:35:48,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
74,0,534.3211,1,936,1551,2975,4263,551,-3.5,200,0,1,536.6029,0,2,26-Jun-2014 08:35:54,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
75,1,541.4781,1,936,1551,2975,4263,551,-3.5,200,0,0,544.0003,1,2,26-Jun-2014 08:36:01,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
76,0,549.9697,0,437,2761,2975,4263,526,1.5,200,1,1,551.2386,1,2,26-Jun-2014 08:36:09,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
77,0,556.9069,1,936,1551,2975,4263,626,-3.5,200,0,0,559.2278,1,2,26-Jun-2014 08:36:16,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
78,0,564.5629,1,936,1551,2975,4263,526,-3.5,200,0,1,567.1632,0,2,26-Jun-2014 08:36:24,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
79,1,570.9926,0,936,1551,2975,4263,526,-3.5,200,0,0,572.1154,1,2,26-Jun-2014 08:36:30,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
80,0,578.0072,0,437,2761,2975,4263,576,1.5,200,1,1,578.9375,1,2,26-Jun-2014 08:36:38,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
81,0,584.2831,0,437,2761,2975,4263,551,1.5,200,1,1,585.1011,1,2,26-Jun-2014 08:36:44,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
82,0,589.7047,1,936,1551,2975,4263,676,-3.5,200,0,0,592.3408,1,2,26-Jun-2014 08:36:49,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
83,0,598.3766,0,437,2761,2975,4263,501,1.5,200,1,1,599.3964,1,2,26-Jun-2014 08:36:58,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
84,0,603.4024,0,437,2761,2975,4263,751,1.5,200,1,1,604.3288,1,2,26-Jun-2014 08:37:03,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
85,0,611.8728,0,936,1551,2975,4263,601,-3.5,200,0,1,613.1062,0,2,26-Jun-2014 08:37:11,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
86,1,617.1897,0,936,1551,2975,4263,601,-3.5,200,0,1,618.1039,0,2,26-Jun-2014 08:37:17,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
87,1,623.5919,0,936,1551,2975,4263,601,-3.5,200,0,0,624.5136,1,2,26-Jun-2014 08:37:23,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
88,0,630.2688,0,936,1551,2975,4263,701,-3.5,200,0,0,631.3642,1,2,26-Jun-2014 08:37:30,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
89,0,637.4137,1,437,2761,2975,4263,651,1.5,200,1,1,639.29,1,2,26-Jun-2014 08:37:37,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
90,0,643.8343,0,437,2761,2975,4263,751,1.5,200,1,1,644.7649,1,2,26-Jun-2014 08:37:43,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
91,0,649.3614,0,936,1551,2975,4263,576,-3.5,200,0,0,650.555,1,2,26-Jun-2014 08:37:49,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
92,0,656.7005,1,437,2761,2975,4263,551,1.5,200,1,1,659.0969,1,2,26-Jun-2014 08:37:56,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
93,0,663.4259,0,936,1551,2975,4263,601,-3.5,200,0,0,664.3906,1,2,26-Jun-2014 08:38:03,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
94,0,669.896,0,437,2761,2975,4263,526,1.5,200,1,1,670.9907,1,2,26-Jun-2014 08:38:09,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
95,0,675.6765,1,936,1551,2975,4263,701,-3.5,200,0,1,676.48,0,2,26-Jun-2014 08:38:15,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
96,1,682.3825,0,936,1551,2975,4263,701,-3.5,200,0,0,684.4334,1,2,26-Jun-2014 08:38:22,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
97,0,685.5632,0,437,2761,2975,4263,651,1.5,200,1,0,686.4157,0,2,26-Jun-2014 08:38:25,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
98,1,692.1795,0,437,2761,2975,4263,651,1.5,200,1,0,693.2692,0,2,26-Jun-2014 08:38:32,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
99,1,698.7886,0,437,2761,2975,4263,651,1.5,200,1,1,699.6015,1,2,26-Jun-2014 08:38:38,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
100,0,704.934,0,437,2761,2975,4263,726,1.5,200,1,1,705.5771,1,2,26-Jun-2014 08:38:44,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
101,0,715.8948,0,437,2761,2975,4263,501,1.5,200,1,0,716.9614,0,2,26-Jun-2014 08:38:55,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
102,1,721.5592,0,437,2761,2975,4263,501,1.5,200,1,1,722.5452,1,2,26-Jun-2014 08:39:01,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
103,0,730.8825,0,936,1551,2975,4263,626,-3.5,200,0,0,732.0697,1,2,26-Jun-2014 08:39:10,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
104,0,738.5429,1,936,1551,2975,4263,626,-3.5,200,0,1,740.8726,0,2,26-Jun-2014 08:39:18,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
105,1,745.1246,0,936,1551,2975,4263,626,-3.5,200,0,0,746.1674,1,2,26-Jun-2014 08:39:25,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
106,0,753.0562,1,936,1551,2975,4263,551,-3.5,200,0,0,756.0027,1,2,26-Jun-2014 08:39:33,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
107,0,762.4521,1,437,2761,2975,4263,601,1.5,200,1,1,764.1665,1,2,26-Jun-2014 08:39:42,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
108,0,768.9982,1,437,2761,2975,4263,526,1.5,200,1,0,771.557,0,2,26-Jun-2014 08:39:48,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
109,1,776.7298,0,437,2761,2975,4263,526,1.5,200,1,1,778.0082,1,2,26-Jun-2014 08:39:56,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
110,0,784.0403,0,437,2761,2975,4263,726,1.5,200,1,0,784.8298,0,2,26-Jun-2014 08:40:04,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
111,1,790.8892,0,437,2761,2975,4263,726,1.5,200,1,1,791.6648,1,2,26-Jun-2014 08:40:10,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
112,0,796.0206,1,936,1551,2975,4263,701,-3.5,200,0,1,796.5858,0,2,26-Jun-2014 08:40:16,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
113,1,805.3921,0,936,1551,2975,4263,701,-3.5,200,0,0,806.4224,1,2,26-Jun-2014 08:40:25,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
114,0,813.1046,0,936,1551,2975,4263,751,-3.5,200,0,0,814.2809,1,2,26-Jun-2014 08:40:33,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
115,0,823.0301,1,936,1551,2975,4263,676,-3.5,200,0,1,825.2986,0,2,26-Jun-2014 08:40:43,26_06_2014 level21_continuous_Magnum 08_27 log.txt,37,37
1,0,133.6605,0,936,1551,2975,4263,526,-8.5,200,0,1,139.0947,0,1,27-Jun-2014 16:35:13,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,28.8716
2,1,143.3821,0,936,1551,2975,4263,526,-8.5,200,0,1,146.9029,0,1,27-Jun-2014 16:35:23,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,23.8471600000382
3,1,164.245,1,936,1551,2975,4263,526,-8.5,200,0,0,167.1854,1,1,27-Jun-2014 16:35:44,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,20.551
4,0,173.8983,1,437,2761,2975,4263,551,-3.5,200,1,0,176.6665,0,1,27-Jun-2014 16:35:53,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,19.8203400000095
5,1,182.4139,0,437,2761,2975,4263,551,-3.5,200,1,1,183.7199,1,1,27-Jun-2014 16:36:02,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,18.7172199999809
6,0,187.7934,1,936,1551,2975,4263,751,-17.5,200,0,0,188.5174,1,1,27-Jun-2014 16:36:07,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,18
7,0,195.1296,0,437,2761,2975,4263,726,-12.5,200,1,1,197.5307,1,1,27-Jun-2014 16:36:15,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,17.7740800000191
8,0,202.2063,0,437,2761,2975,4263,601,-7.5,200,1,1,203.1466,1,1,27-Jun-2014 16:36:22,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,17
9,0,207.5951,1,936,1551,2975,4263,501,-12.5,200,0,0,210.7004,1,1,27-Jun-2014 16:36:27,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,17
10,0,216.3859,0,936,1551,2975,4263,626,-17.5,200,0,0,217.7491,1,1,27-Jun-2014 16:36:36,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,16
11,0,223.0494,1,437,2761,2975,4263,651,-12.5,200,1,0,225.963,0,1,27-Jun-2014 16:36:43,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,15.7901199999809
12,1,231.7889,0,437,2761,2975,4263,651,-12.5,200,1,1,232.6121,1,1,27-Jun-2014 16:36:51,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,15
13,0,236.6459,0,437,2761,2975,4263,701,-3.5,200,1,0,237.8305,0,1,27-Jun-2014 16:36:56,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,15
14,1,242.3246,0,437,2761,2975,4263,701,-3.5,200,1,1,242.9708,1,1,27-Jun-2014 16:37:02,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,15
15,0,251.1118,0,936,1551,2975,4263,576,-8.5,200,0,0,251.9657,1,1,27-Jun-2014 16:37:11,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,14
16,0,257.6383,1,437,2761,2975,4263,726,-7.5,200,1,0,258.6997,0,1,27-Jun-2014 16:37:17,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,14
17,1,264.0179,0,437,2761,2975,4263,726,-7.5,200,1,1,264.733,1,1,27-Jun-2014 16:37:24,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,14
18,0,269.3849,1,936,1551,2975,4263,551,-12.5,200,0,1,270.0722,0,1,27-Jun-2014 16:37:29,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,14
19,1,276.4877,0,936,1551,2975,4263,551,-12.5,200,0,1,277.2842,0,1,27-Jun-2014 16:37:36,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,13.1024599999905
20,1,280.9902,0,936,1551,2975,4263,551,-12.5,200,0,1,282.2859,0,1,27-Jun-2014 16:37:40,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,13
21,1,288.0897,0,936,1551,2975,4263,551,-12.5,200,0,0,289.4573,1,1,27-Jun-2014 16:37:48,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,13
22,0,296.4278,1,936,1551,2975,4263,626,-17.5,200,0,0,298.563,1,1,27-Jun-2014 16:37:56,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,13
23,0,305.8448,1,936,1551,2975,4263,701,-12.5,200,0,1,308.6334,0,1,27-Jun-2014 16:38:05,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,12
24,1,313.1523,1,936,1551,2975,4263,701,-12.5,200,0,0,315.5579,1,1,27-Jun-2014 16:38:13,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,12
25,0,322.7866,0,437,2761,2975,4263,751,-3.5,200,1,1,324.0014,1,1,27-Jun-2014 16:38:22,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,12
26,0,328.9565,1,936,1551,2975,4263,676,-8.5,200,0,0,330.1923,1,1,27-Jun-2014 16:38:28,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,12
27,0,335.5498,1,437,2761,2975,4263,651,-12.5,200,1,0,340.9443,0,1,27-Jun-2014 16:38:35,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,12
28,1,344.7552,0,437,2761,2975,4263,651,-12.5,200,1,1,345.6245,1,1,27-Jun-2014 16:38:44,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,11.8489599999905
29,0,349.8788,1,437,2761,2975,4263,576,-7.5,200,1,0,352.5386,0,1,27-Jun-2014 16:38:49,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,11
30,1,358.4259,0,437,2761,2975,4263,576,-7.5,200,1,1,359.2483,1,1,27-Jun-2014 16:38:58,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,11
31,0,363.6353,0,437,2761,2975,4263,526,-3.5,200,1,0,364.7059,0,1,27-Jun-2014 16:39:03,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,37,11
32,1,370.2793,0,437,2761,2975,4263,526,-3.5,200,1,1,371.0084,1,1,27-Jun-2014 16:39:10,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,9.74414000000954,11
33,0,375.4607,0,936,1551,2975,4263,601,-8.5,200,0,0,376.1869,1,1,27-Jun-2014 16:39:15,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,9,11
34,0,381.3979,0,936,1551,2975,4263,551,-17.5,200,0,0,382.2635,1,1,27-Jun-2014 16:39:21,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,9,11
35,0,387.9263,0,437,2761,2975,4263,601,-7.5,200,1,0,389.4135,0,1,27-Jun-2014 16:39:27,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,9,11
36,1,394.2237,0,437,2761,2975,4263,601,-7.5,200,1,1,395.1831,1,1,27-Jun-2014 16:39:34,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,9,11
37,0,399.6038,1,936,1551,2975,4263,501,-12.5,200,0,0,402.9209,1,1,27-Jun-2014 16:39:39,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,9,11
38,0,409.6717,0,437,2761,2975,4263,751,-12.5,200,1,1,410.3528,1,1,27-Jun-2014 16:39:49,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,10.0656599999905,11
39,0,415.7648,0,936,1551,2975,4263,701,-8.5,200,0,0,417.0904,1,1,27-Jun-2014 16:39:55,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,9.84704000000954,11
40,0,424.5305,0,936,1551,2975,4263,626,-17.5,200,0,1,425.2878,0,1,27-Jun-2014 16:40:04,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,9,11
41,1,429.4833,0,936,1551,2975,4263,626,-17.5,200,0,0,430.6682,1,1,27-Jun-2014 16:40:09,27_06_2014 level20_discreteMagnum_Cooling 16_33 log.txt,9,11
